FrameSync,DateTime (UTC+00:00),Sample Number (#),Error Flags (#),External pH (pH),Internal pH (pH),External pH (Volt),Internal pH (Volt),pH Temperature (Celsius),Relative Humidity (%),Int Temperature (Celsius)
SEAFET02117,6/27/2021 12:30,658,0,7.9708,7.9447,-0.87518,-0.929348,28.3779,46.8,28.6
SEAFET02117,6/27/2021 12:35,659,0,7.9673,7.941,-0.875391,-0.929568,28.3782,46.8,28.6
SEAFET02117,6/27/2021 12:40,660,0,7.9741,7.948,-0.87499,-0.929151,28.374,46.8,28.6
SEAFET02117,6/27/2021 12:45,661,0,7.9738,7.948,-0.875009,-0.929152,28.3724,46.8,28.6
SEAFET02117,6/27/2021 12:50,662,0,7.9717,7.9457,-0.875132,-0.929287,28.3743,46.8,28.6
SEAFET02117,6/27/2021 12:55,663,0,7.9706,7.9442,-0.875198,-0.929375,28.3754,46.8,28.6
SEAFET02117,6/27/2021 13:00,664,0,7.9702,7.9442,-0.875222,-0.929377,28.3756,46.8,28.6
SEAFET02117,6/27/2021 13:05,665,0,7.9706,7.9446,-0.875198,-0.929353,28.3756,46.8,28.6
SEAFET02117,6/27/2021 13:10,666,0,7.9735,7.9471,-0.875021,-0.929202,28.3754,46.8,28.6
SEAFET02117,6/27/2021 13:15,667,0,7.9761,7.9501,-0.874864,-0.929022,28.3756,46.8,28.6
SEAFET02117,6/27/2021 13:20,668,0,7.9751,7.9492,-0.874926,-0.929081,28.3749,46.8,28.6
SEAFET02117,6/27/2021 13:25,669,0,7.9765,7.9506,-0.874842,-0.928995,28.3756,46.8,28.6
SEAFET02117,6/27/2021 13:30,670,0,7.9762,7.9499,-0.874861,-0.929035,28.3777,46.8,28.6
SEAFET02117,6/27/2021 13:35,671,0,7.9776,7.9514,-0.874776,-0.928944,28.3779,46.8,28.6
SEAFET02117,6/27/2021 13:40,672,0,7.9763,7.9501,-0.874854,-0.92902,28.3789,46.8,28.6
SEAFET02117,6/27/2021 13:45,673,0,7.9767,7.9508,-0.874824,-0.928981,28.3812,46.8,28.6
SEAFET02117,6/27/2021 13:50,674,0,7.976,7.9496,-0.874868,-0.929049,28.3826,46.8,28.6
SEAFET02117,6/27/2021 13:55,675,0,7.9754,7.9494,-0.8749,-0.929066,28.3848,46.9,28.6
SEAFET02117,6/27/2021 14:00,676,0,7.9744,7.9479,-0.87496,-0.92915,28.3855,46.9,28.6
SEAFET02117,6/27/2021 14:05,677,0,7.9751,7.9488,-0.874915,-0.929096,28.3871,46.8,28.6
SEAFET02117,6/27/2021 14:10,678,0,7.9742,7.9479,-0.874971,-0.929153,28.3891,46.9,28.6
SEAFET02117,6/27/2021 14:15,679,0,7.976,7.9496,-0.874857,-0.929047,28.3914,46.8,28.6
SEAFET02117,6/27/2021 14:20,680,0,7.9725,7.9463,-0.875069,-0.929244,28.3937,46.8,28.6
SEAFET02117,6/27/2021 14:25,681,0,7.974,7.9475,-0.874974,-0.929174,28.3937,46.8,28.6
SEAFET02117,6/27/2021 14:30,682,0,7.9726,7.9464,-0.875058,-0.929238,28.3957,46.8,28.6
SEAFET02117,6/27/2021 14:35,683,0,7.9754,7.949,-0.874891,-0.929081,28.3963,46.8,28.6
SEAFET02117,6/27/2021 14:40,684,0,7.9748,7.9485,-0.874926,-0.929109,28.397,46.8,28.6
SEAFET02117,6/27/2021 14:45,685,0,7.9745,7.948,-0.874938,-0.929143,28.3993,46.8,28.6
SEAFET02117,6/27/2021 14:50,686,0,7.9746,7.9483,-0.874937,-0.929123,28.3993,46.8,28.6
SEAFET02117,6/27/2021 14:55,687,0,7.9776,7.9511,-0.874754,-0.928953,28.3993,46.8,28.6
SEAFET02117,6/27/2021 15:00,688,0,7.9774,7.9511,-0.874765,-0.928955,28.4016,46.8,28.6
SEAFET02117,6/27/2021 15:05,689,0,7.9783,7.9521,-0.874705,-0.928895,28.4056,46.8,28.6
SEAFET02117,6/27/2021 15:10,690,0,7.9791,7.9529,-0.874657,-0.928847,28.4092,46.8,28.6
SEAFET02117,6/27/2021 15:15,691,0,7.978,7.9516,-0.87472,-0.92892,28.4104,46.8,28.6
SEAFET02117,6/27/2021 15:20,692,0,7.98,7.9537,-0.874606,-0.928797,28.4066,46.9,28.6
SEAFET02117,6/27/2021 15:25,693,0,7.9828,7.9564,-0.874439,-0.928634,28.4048,46.9,28.6
SEAFET02117,6/27/2021 15:30,694,0,7.9837,7.9571,-0.874384,-0.928596,28.4076,46.9,28.6
SEAFET02117,6/27/2021 15:35,695,0,7.9831,7.9564,-0.874415,-0.928632,28.4088,46.9,28.6
SEAFET02117,6/27/2021 15:40,696,0,7.9851,7.9586,-0.874296,-0.928505,28.4095,46.9,28.7
SEAFET02117,6/27/2021 15:45,697,0,7.9858,7.9592,-0.874255,-0.928465,28.4092,46.9,28.7
SEAFET02117,6/27/2021 15:50,698,0,7.9861,7.9593,-0.874237,-0.928463,28.4104,46.9,28.6
SEAFET02117,6/27/2021 15:55,699,0,7.9878,7.9614,-0.87413,-0.928333,28.415,46.9,28.6
SEAFET02117,6/27/2021 16:00,700,0,7.9902,7.9637,-0.873983,-0.928192,28.4206,46.9,28.6
SEAFET02117,6/27/2021 16:05,701,0,7.9908,7.964,-0.873944,-0.928179,28.4206,46.9,28.6
SEAFET02117,6/27/2021 16:10,702,0,7.9915,7.9649,-0.873902,-0.92812,28.4206,46.9,28.7
SEAFET02117,6/27/2021 16:15,703,0,7.9919,7.9655,-0.873871,-0.928083,28.4277,46.9,28.6
SEAFET02117,6/27/2021 16:20,704,0,7.9935,7.9664,-0.873775,-0.928029,28.4302,46.9,28.6
SEAFET02117,6/27/2021 16:25,705,0,7.9942,7.9674,-0.873731,-0.927969,28.4308,46.9,28.7
SEAFET02117,6/27/2021 16:30,706,0,7.993,7.966,-0.873803,-0.928054,28.4285,46.9,28.7
SEAFET02117,6/27/2021 16:35,707,0,7.9932,7.9666,-0.87379,-0.928017,28.4341,46.9,28.7
SEAFET02117,6/27/2021 16:40,708,0,7.9952,7.968,-0.87366,-0.927926,28.442,46.9,28.7
SEAFET02117,6/27/2021 16:45,709,0,7.9978,7.971,-0.873498,-0.927748,28.4502,46.9,28.7
SEAFET02117,6/27/2021 16:50,710,0,7.9952,7.9682,-0.873648,-0.927911,28.4531,46.9,28.7
SEAFET02117,6/27/2021 16:55,711,0,7.9915,7.9645,-0.873861,-0.92813,28.4629,46.9,28.7
SEAFET02117,6/27/2021 17:00,712,0,7.9938,7.9669,-0.873718,-0.927983,28.4687,46.9,28.7
SEAFET02117,6/27/2021 17:05,713,0,7.9953,7.9681,-0.873623,-0.927909,28.4761,46.9,28.7
SEAFET02117,6/27/2021 17:10,714,0,7.9979,7.9709,-0.873456,-0.927739,28.4886,46.9,28.7
SEAFET02117,6/27/2021 17:15,715,0,7.9993,7.972,-0.873365,-0.92767,28.4985,46.9,28.7
SEAFET02117,6/27/2021 17:20,716,0,7.9992,7.9717,-0.873363,-0.927683,28.5067,46.9,28.7
SEAFET02117,6/27/2021 17:25,717,0,8.0031,7.9757,-0.873116,-0.92744,28.5172,46.9,28.7
SEAFET02117,6/27/2021 17:30,718,0,8.0003,7.9729,-0.873277,-0.927601,28.5242,46.9,28.7
SEAFET02117,6/27/2021 17:35,719,0,7.9995,7.9726,-0.873322,-0.927618,28.5292,46.9,28.7
SEAFET02117,6/27/2021 17:40,720,0,8.002,7.9746,-0.873161,-0.927497,28.5399,46.9,28.7
SEAFET02117,6/27/2021 17:45,721,0,8.004,7.9766,-0.873035,-0.927373,28.5478,46.9,28.8
SEAFET02117,6/27/2021 17:50,722,0,8.0031,7.9755,-0.873087,-0.927437,28.55,46.9,28.8
SEAFET02117,6/27/2021 17:55,723,0,8.002,7.9743,-0.873151,-0.92751,28.5519,46.9,28.8
SEAFET02117,6/27/2021 18:00,724,0,8,7.9732,-0.873263,-0.927575,28.556,46.9,28.8
SEAFET02117,6/27/2021 18:05,725,0,8.0008,7.9736,-0.873214,-0.92755,28.5629,46.9,28.8
SEAFET02117,6/27/2021 18:10,726,0,8.0007,7.9738,-0.873208,-0.927533,28.5701,46.9,28.8
SEAFET02117,6/27/2021 18:15,727,0,7.9983,7.9709,-0.873349,-0.927706,28.5762,46.9,28.8
SEAFET02117,6/27/2021 18:20,728,0,8.0009,7.9734,-0.873185,-0.927551,28.585,46.9,28.8
SEAFET02117,6/27/2021 18:25,729,0,7.9983,7.971,-0.87335,-0.927701,28.5748,46.9,28.8
SEAFET02117,6/27/2021 18:30,730,0,7.9924,7.9656,-0.87373,-0.928035,28.5455,46.9,28.8
SEAFET02117,6/27/2021 18:35,731,0,7.9886,7.9616,-0.873979,-0.928278,28.5242,47,28.7
SEAFET02117,6/27/2021 18:40,732,0,7.9888,7.9617,-0.87398,-0.928277,28.5107,47,28.7
SEAFET02117,6/27/2021 18:45,733,0,7.9903,7.9632,-0.873894,-0.92819,28.5079,47,28.7
SEAFET02117,6/27/2021 18:50,734,0,7.9867,7.9592,-0.874115,-0.928432,28.4979,47,28.7
SEAFET02117,6/27/2021 18:55,735,0,7.9868,7.9598,-0.874115,-0.928398,28.4949,47,28.7
SEAFET02117,6/27/2021 19:00,736,0,7.9856,7.9586,-0.874191,-0.928475,28.4896,47,28.7
SEAFET02117,6/27/2021 19:05,737,0,7.9863,7.9588,-0.874152,-0.928459,28.4893,47,28.7
SEAFET02117,6/27/2021 19:10,738,0,7.9877,7.9604,-0.874063,-0.928364,28.4926,47,28.7
SEAFET02117,6/27/2021 19:15,739,0,7.9898,7.9627,-0.873938,-0.92823,28.488,47,28.7
SEAFET02117,6/27/2021 19:20,740,0,7.9916,7.9645,-0.873835,-0.928122,28.4847,47,28.7
SEAFET02117,6/27/2021 19:25,741,0,7.9924,7.9653,-0.873785,-0.928072,28.487,47,28.7
SEAFET02117,6/27/2021 19:30,742,0,7.9935,7.9663,-0.873727,-0.928014,28.4791,47,28.7
SEAFET02117,6/27/2021 19:35,743,0,7.9922,7.9651,-0.873823,-0.928093,28.4633,47,28.7
SEAFET02117,6/27/2021 19:40,744,0,7.9945,7.9671,-0.873683,-0.927977,28.461,47,28.7
SEAFET02117,6/27/2021 19:45,745,0,7.9956,7.9682,-0.873617,-0.927906,28.4642,47,28.7
SEAFET02117,6/27/2021 19:50,746,0,7.9965,7.969,-0.873568,-0.927864,28.4582,47,28.7
SEAFET02117,6/27/2021 19:55,747,0,7.995,7.9673,-0.873666,-0.927968,28.4476,47,28.7
SEAFET02117,6/27/2021 20:00,748,0,7.9879,7.9607,-0.874105,-0.928366,28.4364,47,28.7
SEAFET02117,6/27/2021 20:05,749,0,7.9833,7.956,-0.874384,-0.928654,28.4285,47,28.7
SEAFET02117,6/27/2021 20:10,750,0,7.9823,7.955,-0.874446,-0.928712,28.4283,47,28.7
SEAFET02117,6/27/2021 20:15,751,0,7.9838,7.9563,-0.874348,-0.928631,28.4397,47,28.7
SEAFET02117,6/27/2021 20:20,752,0,7.9826,7.9558,-0.87441,-0.92866,28.4456,47,28.6
SEAFET02117,6/27/2021 20:25,753,0,7.9815,7.954,-0.874473,-0.928763,28.4499,46.9,28.7
SEAFET02117,6/27/2021 20:30,754,0,7.9814,7.9544,-0.874478,-0.928741,28.4538,46.9,28.7
SEAFET02117,6/27/2021 20:35,755,0,7.9793,7.9521,-0.874601,-0.928875,28.4554,46.9,28.7
SEAFET02117,6/27/2021 20:40,756,0,7.9807,7.9534,-0.87451,-0.928794,28.4601,46.9,28.7
SEAFET02117,6/27/2021 20:45,757,0,7.9791,7.952,-0.874605,-0.928878,28.4627,46.9,28.7
SEAFET02117,6/27/2021 20:50,758,0,7.9791,7.9517,-0.874603,-0.928896,28.4657,46.9,28.7
SEAFET02117,6/27/2021 20:55,759,0,7.9789,7.9517,-0.87461,-0.928892,28.4676,46.9,28.7
SEAFET02117,6/27/2021 21:00,760,0,7.9766,7.9496,-0.874749,-0.929019,28.4689,46.9,28.7
SEAFET02117,6/27/2021 21:05,761,0,7.975,7.948,-0.874844,-0.929115,28.4689,46.9,28.7
SEAFET02117,6/27/2021 21:10,762,0,7.9719,7.9453,-0.875028,-0.929275,28.4696,46.9,28.7
SEAFET02117,6/27/2021 21:15,763,0,7.969,7.942,-0.875207,-0.929475,28.4684,46.9,28.7
SEAFET02117,6/27/2021 21:20,764,0,7.9725,7.9455,-0.87501,-0.929269,28.4535,46.9,28.7
SEAFET02117,6/27/2021 21:25,765,0,7.9712,7.9445,-0.875097,-0.929333,28.4443,46.9,28.7
SEAFET02117,6/27/2021 21:30,766,0,7.9716,7.9449,-0.875076,-0.929313,28.4384,46.9,28.7
SEAFET02117,6/27/2021 21:35,767,0,7.9763,7.9493,-0.874809,-0.929053,28.4262,46.9,28.7
SEAFET02117,6/27/2021 21:40,768,0,7.9711,7.9442,-0.875126,-0.929362,28.4206,46.9,28.7
SEAFET02117,6/27/2021 21:45,769,0,7.9716,7.9444,-0.8751,-0.929353,28.415,46.9,28.7
SEAFET02117,6/27/2021 21:50,770,0,7.9723,7.9449,-0.875064,-0.929324,28.4085,46.9,28.6
SEAFET02117,6/27/2021 21:55,771,0,7.9718,7.9448,-0.8751,-0.929331,28.4018,46.9,28.6
SEAFET02117,6/27/2021 22:00,772,0,7.9709,7.9436,-0.875157,-0.929404,28.397,46.9,28.6
SEAFET02117,6/27/2021 22:05,773,0,7.9775,7.9505,-0.874781,-0.928996,28.3812,46.9,28.6
SEAFET02117,6/27/2021 22:10,774,0,7.9729,7.9463,-0.875058,-0.929254,28.374,46.9,28.6
SEAFET02117,6/27/2021 22:15,775,0,7.9747,7.9473,-0.874962,-0.929194,28.3647,46.9,28.6
SEAFET02117,6/27/2021 22:20,776,0,7.973,7.9461,-0.875068,-0.929272,28.3598,46.9,28.6
SEAFET02117,6/27/2021 22:25,777,0,7.9747,7.9475,-0.874974,-0.929186,28.352,46.9,28.6
SEAFET02117,6/27/2021 22:30,778,0,7.979,7.9521,-0.874726,-0.928915,28.3434,46.9,28.6
SEAFET02117,6/27/2021 22:35,779,0,7.9792,7.9522,-0.874717,-0.928913,28.3406,46.9,28.6
SEAFET02117,6/27/2021 22:40,780,0,7.9791,7.9522,-0.874723,-0.92891,28.338,46.9,28.5
SEAFET02117,6/27/2021 22:45,781,0,7.9785,7.9513,-0.874764,-0.928967,28.3353,46.9,28.5
SEAFET02117,6/27/2021 22:50,782,0,7.9792,7.9524,-0.874721,-0.928904,28.3329,46.9,28.5
SEAFET02117,6/27/2021 22:55,783,0,7.98,7.9529,-0.874673,-0.92887,28.3319,46.9,28.5
SEAFET02117,6/27/2021 23:00,784,0,7.9784,7.9512,-0.87477,-0.928973,28.3306,46.9,28.5
SEAFET02117,6/27/2021 23:05,785,0,7.9781,7.9511,-0.874788,-0.928984,28.3306,46.9,28.6
SEAFET02117,6/27/2021 23:10,786,0,7.9774,7.9505,-0.874828,-0.929014,28.3326,46.9,28.5
SEAFET02117,6/27/2021 23:15,787,0,7.9766,7.9492,-0.87488,-0.929096,28.3332,46.9,28.5
SEAFET02117,6/27/2021 23:20,788,0,7.9779,7.9505,-0.874786,-0.929013,28.3464,46.9,28.5
SEAFET02117,6/27/2021 23:25,789,0,7.9792,7.9519,-0.874703,-0.928921,28.3562,46.9,28.6
SEAFET02117,6/27/2021 23:30,790,0,7.9795,7.9524,-0.874677,-0.92889,28.3638,46.9,28.5
SEAFET02117,6/27/2021 23:35,791,0,7.9793,7.9521,-0.874688,-0.928909,28.3654,46.9,28.6
SEAFET02117,6/27/2021 23:40,792,0,7.9785,7.9514,-0.874725,-0.928946,28.3724,46.9,28.6
SEAFET02117,6/27/2021 23:45,793,0,7.978,7.9508,-0.874753,-0.928981,28.3756,46.9,28.6
SEAFET02117,6/27/2021 23:50,794,0,7.9746,7.9472,-0.874952,-0.929197,28.3779,46.8,28.6
SEAFET02117,6/27/2021 23:55,795,0,7.977,7.9499,-0.874808,-0.929031,28.3835,46.8,28.6
SEAFET02117,6/28/2021 0:00,796,0,7.9767,7.9492,-0.874821,-0.929075,28.3855,46.9,28.6
SEAFET02117,6/28/2021 0:05,797,0,7.9705,7.9432,-0.875192,-0.929436,28.3841,46.9,28.6
SEAFET02117,6/28/2021 0:10,798,0,7.9701,7.9429,-0.875219,-0.929453,28.3835,46.9,28.6
SEAFET02117,6/28/2021 0:15,799,0,7.979,7.952,-0.874715,-0.928916,28.3547,46.9,28.6
SEAFET02117,6/28/2021 0:20,800,0,7.9791,7.9522,-0.874715,-0.928909,28.3454,46.9,28.6
SEAFET02117,6/28/2021 0:25,801,0,7.9794,7.952,-0.874702,-0.928923,28.3424,46.9,28.6
SEAFET02117,6/28/2021 0:30,802,0,7.9794,7.9522,-0.8747,-0.928909,28.3413,46.9,28.6
SEAFET02117,6/28/2021 0:35,803,0,7.9781,7.9507,-0.874781,-0.929005,28.3391,46.9,28.6
SEAFET02117,6/28/2021 0:40,804,0,7.978,7.9506,-0.874785,-0.929005,28.3421,46.9,28.5
SEAFET02117,6/28/2021 0:45,805,0,7.9765,7.9493,-0.874875,-0.929085,28.3441,46.9,28.5
SEAFET02117,6/28/2021 0:50,806,0,7.974,7.9469,-0.875022,-0.92923,28.3448,46.9,28.5
SEAFET02117,6/28/2021 0:55,807,0,7.9729,7.9458,-0.875084,-0.929293,28.3462,46.9,28.5
SEAFET02117,6/28/2021 1:00,808,0,7.9785,7.9514,-0.874754,-0.92896,28.3444,46.9,28.5
SEAFET02117,6/28/2021 1:05,809,0,7.9793,7.952,-0.874708,-0.928921,28.3446,46.9,28.5
SEAFET02117,6/28/2021 1:10,810,0,7.9778,7.9509,-0.874796,-0.92899,28.3441,46.9,28.6
SEAFET02117,6/28/2021 1:15,811,0,7.979,7.9518,-0.874726,-0.928936,28.3431,46.9,28.5
SEAFET02117,6/28/2021 1:20,812,0,7.9811,7.9541,-0.874601,-0.928797,28.34,46.9,28.6
SEAFET02117,6/28/2021 1:25,813,0,7.9816,7.9542,-0.874574,-0.928792,28.3385,46.9,28.6
SEAFET02117,6/28/2021 1:30,814,0,7.9818,7.9543,-0.874559,-0.928788,28.3378,46.9,28.6
SEAFET02117,6/28/2021 1:35,815,0,7.9825,7.9552,-0.874521,-0.928734,28.3365,46.9,28.6
SEAFET02117,6/28/2021 1:40,816,0,7.9833,7.956,-0.874472,-0.928684,28.3362,46.9,28.5
SEAFET02117,6/28/2021 1:45,817,0,7.9841,7.9568,-0.874422,-0.928638,28.3375,46.9,28.5
SEAFET02117,6/28/2021 1:50,818,0,7.9835,7.9565,-0.87446,-0.928654,28.3385,46.9,28.5
SEAFET02117,6/28/2021 1:55,819,0,7.9828,7.9554,-0.874498,-0.92872,28.3408,46.9,28.5
SEAFET02117,6/28/2021 2:00,820,0,7.9822,7.9553,-0.874537,-0.928727,28.3411,46.9,28.6
SEAFET02117,6/28/2021 2:05,821,0,7.9831,7.9556,-0.874482,-0.928705,28.3424,46.9,28.6
SEAFET02117,6/28/2021 2:10,822,0,7.9816,7.9545,-0.874572,-0.928772,28.3431,46.9,28.5
SEAFET02117,6/28/2021 2:15,823,0,7.9832,7.9559,-0.874473,-0.92869,28.3431,46.9,28.6
SEAFET02117,6/28/2021 2:20,824,0,7.9816,7.9544,-0.874571,-0.928782,28.3431,46.9,28.6
SEAFET02117,6/28/2021 2:25,825,0,7.9808,7.9534,-0.874619,-0.92884,28.3441,46.9,28.6
SEAFET02117,6/28/2021 2:30,826,0,7.9805,7.953,-0.874633,-0.92886,28.3441,46.9,28.5
SEAFET02117,6/28/2021 2:35,827,0,7.9791,7.9518,-0.874719,-0.928934,28.3441,46.9,28.5
SEAFET02117,6/28/2021 2:40,828,0,7.9824,7.9555,-0.874522,-0.928715,28.3431,46.9,28.5
SEAFET02117,6/28/2021 2:45,829,0,7.9819,7.9545,-0.874554,-0.928774,28.3401,46.9,28.6
SEAFET02117,6/28/2021 2:50,830,0,7.9816,7.9547,-0.874576,-0.928763,28.3385,46.9,28.5
SEAFET02117,6/28/2021 2:55,831,0,7.9855,7.9582,-0.874342,-0.928554,28.3338,46.9,28.6
SEAFET02117,6/28/2021 3:00,832,0,7.9848,7.9574,-0.874387,-0.928602,28.3306,46.9,28.6
SEAFET02117,6/28/2021 3:05,833,0,7.9847,7.9575,-0.874396,-0.928599,28.3276,46.9,28.5
SEAFET02117,6/28/2021 3:10,834,0,7.9842,7.9569,-0.874429,-0.928633,28.327,46.9,28.5
SEAFET02117,6/28/2021 3:15,835,0,7.9844,7.9572,-0.874421,-0.928618,28.324,46.9,28.6
SEAFET02117,6/28/2021 3:20,836,0,7.9858,7.9584,-0.874341,-0.928547,28.3211,46.9,28.5
SEAFET02117,6/28/2021 3:25,837,0,7.9844,7.957,-0.874428,-0.928632,28.3185,46.9,28.5
SEAFET02117,6/28/2021 3:30,838,0,7.9848,7.9576,-0.874405,-0.9286,28.3152,46.9,28.5
SEAFET02117,6/28/2021 3:35,839,0,7.9854,7.9584,-0.87437,-0.92855,28.3149,46.9,28.5
SEAFET02117,6/28/2021 3:40,840,0,7.9837,7.9563,-0.874473,-0.928674,28.3136,46.9,28.5
SEAFET02117,6/28/2021 3:45,841,0,7.9841,7.9568,-0.874447,-0.928647,28.3116,46.9,28.5
SEAFET02117,6/28/2021 3:50,842,0,7.9847,7.9574,-0.874416,-0.928615,28.3097,46.9,28.5
SEAFET02117,6/28/2021 3:55,843,0,7.9838,7.9563,-0.874468,-0.928676,28.3093,46.9,28.5
SEAFET02117,6/28/2021 4:00,844,0,7.9848,7.9572,-0.874415,-0.928624,28.3037,46.9,28.5
SEAFET02117,6/28/2021 4:05,845,0,7.9858,7.9585,-0.874372,-0.928556,28.2876,46.9,28.5
SEAFET02117,6/28/2021 4:10,846,0,7.9861,7.9585,-0.874359,-0.928559,28.2813,46.9,28.5
SEAFET02117,6/28/2021 4:15,847,0,7.9839,7.9566,-0.874493,-0.928671,28.2768,46.9,28.5
SEAFET02117,6/28/2021 4:20,848,0,7.9849,7.9578,-0.874438,-0.928604,28.2711,46.9,28.5
SEAFET02117,6/28/2021 4:25,849,0,7.985,7.9582,-0.874433,-0.92858,28.2696,46.9,28.5
SEAFET02117,6/28/2021 4:30,850,0,7.9868,7.9595,-0.87433,-0.928502,28.2663,46.9,28.5
SEAFET02117,6/28/2021 4:35,851,0,7.9861,7.9587,-0.874374,-0.928551,28.2643,46.9,28.5
SEAFET02117,6/28/2021 4:40,852,0,7.9835,7.9561,-0.874532,-0.928706,28.263,46.9,28.5
SEAFET02117,6/28/2021 4:45,853,0,7.9811,7.9537,-0.87468,-0.928854,28.2591,46.9,28.4
SEAFET02117,6/28/2021 4:50,854,0,7.982,7.9546,-0.874627,-0.928798,28.2568,46.9,28.5
SEAFET02117,6/28/2021 4:55,855,0,7.9764,7.9491,-0.874965,-0.929126,28.2562,46.9,28.4
SEAFET02117,6/28/2021 5:00,856,0,7.9749,7.9475,-0.875056,-0.929224,28.2536,46.9,28.4
SEAFET02117,6/28/2021 5:05,857,0,7.9761,7.9487,-0.874986,-0.929156,28.2496,46.9,28.5
SEAFET02117,6/28/2021 5:10,858,0,7.9796,7.952,-0.874779,-0.928957,28.2453,46.9,28.4
SEAFET02117,6/28/2021 5:15,859,0,7.9757,7.9486,-0.875016,-0.92916,28.2453,46.9,28.4
SEAFET02117,6/28/2021 5:20,860,0,7.9731,7.9456,-0.875174,-0.929343,28.2427,46.9,28.4
SEAFET02117,6/28/2021 5:25,861,0,7.9656,7.9379,-0.875623,-0.929802,28.243,46.9,28.4
SEAFET02117,6/28/2021 5:30,862,0,7.9675,7.9403,-0.875511,-0.929661,28.2376,46.9,28.5
SEAFET02117,6/28/2021 5:35,863,0,7.9692,7.9422,-0.875413,-0.929548,28.2348,46.9,28.4
SEAFET02117,6/28/2021 5:40,864,0,7.9717,7.9446,-0.875266,-0.929405,28.2305,46.9,28.4
SEAFET02117,6/28/2021 5:45,865,0,7.9648,7.9373,-0.875679,-0.929846,28.2295,46.9,28.4
SEAFET02117,6/28/2021 5:50,866,0,7.9671,7.9396,-0.875547,-0.929709,28.2265,46.9,28.4
SEAFET02117,6/28/2021 5:55,867,0,7.9697,7.9421,-0.875393,-0.929559,28.224,46.9,28.4
SEAFET02117,6/28/2021 6:00,868,0,7.9676,7.9403,-0.87552,-0.929668,28.2216,46.9,28.4
SEAFET02117,6/28/2021 6:05,869,0,7.9671,7.94,-0.875555,-0.929689,28.2193,46.9,28.4
SEAFET02117,6/28/2021 6:10,870,0,7.9657,7.9383,-0.875636,-0.929791,28.2184,46.9,28.4
SEAFET02117,6/28/2021 6:15,871,0,7.9726,7.9455,-0.875229,-0.929359,28.2153,46.9,28.4
SEAFET02117,6/28/2021 6:20,872,0,7.9717,7.9444,-0.875286,-0.929423,28.2138,46.9,28.4
SEAFET02117,6/28/2021 6:25,873,0,7.9712,7.944,-0.875316,-0.929452,28.2098,46.9,28.4
SEAFET02117,6/28/2021 6:30,874,0,7.9673,7.9402,-0.875551,-0.929679,28.2091,46.9,28.4
SEAFET02117,6/28/2021 6:35,875,0,7.9751,7.9478,-0.875093,-0.929228,28.2033,46.9,28.4
SEAFET02117,6/28/2021 6:40,876,0,7.9732,7.9457,-0.875208,-0.929349,28.2019,46.9,28.4
SEAFET02117,6/28/2021 6:45,877,0,7.9723,7.9451,-0.87526,-0.92939,28.2003,46.9,28.4
SEAFET02117,6/28/2021 6:50,878,0,7.9731,7.9454,-0.875217,-0.929369,28.198,46.9,28.4
SEAFET02117,6/28/2021 6:55,879,0,7.9745,7.9473,-0.875134,-0.929259,28.1948,46.9,28.4
SEAFET02117,6/28/2021 7:00,880,0,7.9798,7.9523,-0.87482,-0.928964,28.1901,46.9,28.4
SEAFET02117,6/28/2021 7:05,881,0,7.9792,7.9519,-0.874859,-0.928986,28.1888,46.9,28.4
SEAFET02117,6/28/2021 7:10,882,0,7.9832,7.9557,-0.874621,-0.928762,28.1856,46.9,28.4
SEAFET02117,6/28/2021 7:15,883,0,7.9798,7.9525,-0.87483,-0.928953,28.1822,46.9,28.4
SEAFET02117,6/28/2021 7:20,884,0,7.9798,7.9529,-0.874828,-0.928928,28.1822,46.9,28.4
SEAFET02117,6/28/2021 7:25,885,0,7.9774,7.9501,-0.874973,-0.929096,28.1818,46.9,28.4
SEAFET02117,6/28/2021 7:30,886,0,7.9767,7.9494,-0.875016,-0.92914,28.1806,46.9,28.4
SEAFET02117,6/28/2021 7:35,887,0,7.9765,7.9496,-0.87503,-0.929128,28.179,46.9,28.4
SEAFET02117,6/28/2021 7:40,888,0,7.9808,7.9536,-0.874777,-0.928888,28.1767,46.9,28.4
SEAFET02117,6/28/2021 7:45,889,0,7.9827,7.9556,-0.874661,-0.928772,28.1767,46.9,28.4
SEAFET02117,6/28/2021 7:50,890,0,7.9835,7.9564,-0.874613,-0.92872,28.1767,46.9,28.4
SEAFET02117,6/28/2021 7:55,891,0,7.9784,7.951,-0.874917,-0.929043,28.1767,46.9,28.4
SEAFET02117,6/28/2021 8:00,892,0,7.9825,7.9554,-0.874673,-0.928781,28.1767,46.9,28.4
SEAFET02117,6/28/2021 8:05,893,0,7.9841,7.957,-0.874579,-0.928689,28.1744,46.9,28.4
SEAFET02117,6/28/2021 8:10,894,0,7.9824,7.9553,-0.874683,-0.928787,28.1745,46.9,28.4
SEAFET02117,6/28/2021 8:15,895,0,7.9825,7.9554,-0.874673,-0.92878,28.176,46.9,28.4
SEAFET02117,6/28/2021 8:20,896,0,7.9821,7.9547,-0.874699,-0.928822,28.1769,46.9,28.4
SEAFET02117,6/28/2021 8:25,897,0,7.9772,7.95,-0.874988,-0.929102,28.1792,46.9,28.4
SEAFET02117,6/28/2021 8:30,898,0,7.9837,7.9566,-0.874596,-0.928705,28.1846,46.9,28.4
