DateTime,PAR (raw),PAR (CALC),,serial #,478
6/25/2021 22:22,8408,33.15101205,,,
6/25/2021 22:22,8411,33.23051051,,,
6/25/2021 22:22,8418,33.41674908,,,
6/25/2021 22:22,8420,33.47015156,,,
6/25/2021 22:22,8421,33.49688479,,,
6/25/2021 22:22,8417,33.3900798,,,
6/25/2021 22:22,8413,33.28361536,,,
6/25/2021 22:23,8414,33.3101996,,,
6/25/2021 22:23,8420,33.47015156,,,
6/25/2021 22:27,8387,32.59982269,,,
6/25/2021 22:27,8380,32.41813701,,,
6/25/2021 22:27,8377,32.34058202,,,
6/25/2021 22:27,8379,32.39226471,,,
6/25/2021 22:27,8383,32.49587798,,,
6/25/2021 22:27,8382,32.46994363,,,
6/25/2021 22:27,8380,32.41813701,,,
6/25/2021 22:28,8382,32.46994363,,,
6/25/2021 22:28,8378,32.36641305,,,
6/25/2021 22:28,8375,32.2889818,,,
6/25/2021 22:32,8411,33.23051051,,,
6/25/2021 22:32,8424,33.57721268,,,
6/25/2021 22:32,8420,33.47015156,,,
6/25/2021 22:32,8403,33.01893704,,,
6/25/2021 22:32,8405,33.07170378,,,
6/25/2021 22:32,8415,33.33680508,,,
6/25/2021 22:33,8422,33.52363938,,,
6/25/2021 22:33,8432,33.79236338,,,
6/25/2021 22:33,8430,33.7384468,,,
6/25/2021 22:33,8418,33.41674908,,,
6/25/2021 22:37,8434,33.84636611,,,
6/25/2021 22:37,8430,33.7384468,,,
6/25/2021 22:37,8433,33.81935397,,,
6/25/2021 22:37,8444,34.11767707,,,
6/25/2021 22:37,8449,34.25414702,,,
6/25/2021 22:38,8449,34.25414702,,,
6/25/2021 22:38,8449,34.25414702,,,
6/25/2021 22:38,8448,34.22680943,,,
6/25/2021 22:38,8450,34.28150645,,,
6/25/2021 22:38,8463,34.63917392,,,
6/25/2021 22:42,8502,35.73472228,,,
6/25/2021 22:42,8505,35.82041666,,,
6/25/2021 22:42,8497,35.59235366,,,
6/25/2021 22:42,8499,35.64923292,,,
6/25/2021 22:43,8499,35.64923292,,,
6/25/2021 22:43,8496,35.56394807,,,
6/25/2021 22:43,8497,35.59235366,,,
6/25/2021 22:43,8491,35.42225982,,,
6/25/2021 22:43,8489,35.3657427,,,
6/25/2021 22:43,8491,35.42225982,,,
6/25/2021 22:47,8264,29.55058885,,,
6/25/2021 22:47,8265,29.57419146,,,
6/25/2021 22:47,8262,29.50344013,,,
6/25/2021 22:48,8255,29.33901125,,,
6/25/2021 22:48,8257,29.3858972,,,
6/25/2021 22:48,8257,29.3858972,,,
6/25/2021 22:48,8261,29.47989399,,,
6/25/2021 22:48,8261,29.47989399,,,
6/25/2021 22:48,8255,29.33901125,,,
6/25/2021 22:48,8254,29.31559634,,,
6/25/2021 22:52,8110,26.13172512,,,
