Date,Time,PAR (raw),Datetime (UTC),Datetime (AST),PAR (calc),PAR (avg),,Serial #:,0392
6/24/24,13:44:41,9548,6/24/2024 13:44:41,6/24/2024 9:44:41,93.28590102,,,,
6/24/24,13:44:42,9585,6/24/2024 13:44:42,6/24/2024 9:44:42,96.08373223,,,,
6/24/24,13:44:43,9605,6/24/2024 13:44:43,6/24/2024 9:44:43,97.6308527,,,,
6/24/24,13:44:44,9583,6/24/2024 13:44:44,6/24/2024 9:44:44,95.93037505,,,,
6/24/24,13:44:46,9624,6/24/2024 13:44:46,6/24/2024 9:44:46,99.12368518,95.01349378,,,
6/24/24,13:59:37,10324,6/24/2024 13:59:37,6/24/2024 9:59:37,173.3724458,,,,
6/24/24,13:59:38,10305,6/24/2024 13:59:38,6/24/2024 9:59:38,170.7614046,,,,
6/24/24,13:59:39,10287,6/24/2024 13:59:39,6/24/2024 9:59:39,168.3240694,,,,
6/24/24,13:59:40,10305,6/24/2024 13:59:40,6/24/2024 9:59:40,170.7614046,,,,
6/24/24,13:59:41,10302,6/24/2024 13:59:41,6/24/2024 9:59:41,170.3527449,,,,
6/24/24,13:59:42,10302,6/24/2024 13:59:42,6/24/2024 9:59:42,170.3527449,,,,
6/24/24,13:59:43,10325,6/24/2024 13:59:43,6/24/2024 9:59:43,173.5109696,,,,
6/24/24,13:59:44,10278,6/24/2024 13:59:44,6/24/2024 9:59:44,167.1184789,,,,
6/24/24,13:59:45,10315,6/24/2024 13:59:45,6/24/2024 9:59:45,172.1306971,,,,
6/24/24,13:59:47,10312,6/24/2024 13:59:47,6/24/2024 9:59:47,171.7187605,170.840372,,,
6/24/24,14:14:38,10474,6/24/2024 14:14:38,6/24/2024 10:14:38,195.4380911,,,,
6/24/24,14:14:39,10510,6/24/2024 14:14:39,6/24/2024 10:14:39,201.1389621,,,,
6/24/24,14:14:40,10499,6/24/2024 14:14:40,6/24/2024 10:14:40,199.3796066,,,,
6/24/24,14:14:41,10479,6/24/2024 14:14:41,6/24/2024 10:14:41,196.2201108,,,,
6/24/24,14:14:42,10525,6/24/2024 14:14:42,6/24/2024 10:14:42,203.5631293,,,,
6/24/24,14:14:43,10470,6/24/2024 14:14:43,6/24/2024 10:14:43,194.8147199,,,,
6/24/24,14:14:44,10525,6/24/2024 14:14:44,6/24/2024 10:14:44,203.5631293,,,,
6/24/24,14:14:45,10483,6/24/2024 14:14:45,6/24/2024 10:14:45,196.847979,,,,
6/24/24,14:14:46,10494,6/24/2024 14:14:46,6/24/2024 10:14:46,198.584995,,,,
6/24/24,14:14:48,10500,6/24/2024 14:14:48,6/24/2024 10:14:48,199.5389101,198.9089633,,,
6/24/24,14:29:39,10681,6/24/2024 14:29:39,6/24/2024 10:29:39,230.573515,,,,
6/24/24,14:29:40,10655,6/24/2024 14:29:40,6/24/2024 10:29:40,225.8348891,,,,
6/24/24,14:29:41,10698,6/24/2024 14:29:41,6/24/2024 10:29:41,233.7254775,,,,
6/24/24,14:29:42,10663,6/24/2024 14:29:42,6/24/2024 10:29:42,227.2824613,,,,
6/24/24,14:29:43,10660,6/24/2024 14:29:43,6/24/2024 10:29:43,226.7385376,,,,
6/24/24,14:29:44,10683,6/24/2024 14:29:44,6/24/2024 10:29:44,230.9421167,,,,
6/24/24,14:29:45,10655,6/24/2024 14:29:45,6/24/2024 10:29:45,225.8348891,,,,
6/24/24,14:29:46,10675,6/24/2024 14:29:46,6/24/2024 10:29:46,229.471236,,,,
6/24/24,14:29:47,10660,6/24/2024 14:29:47,6/24/2024 10:29:47,226.7385376,,,,
6/24/24,14:29:49,10690,6/24/2024 14:29:49,6/24/2024 10:29:49,232.2368694,228.9378529,,,
6/24/24,14:44:40,10650,6/24/2024 14:44:40,6/24/2024 10:44:40,224.934842,,,,
6/24/24,14:44:41,10643,6/24/2024 14:44:41,6/24/2024 10:44:41,223.6807992,,,,
6/24/24,14:44:42,10638,6/24/2024 14:44:42,6/24/2024 10:44:42,222.789337,,,,
6/24/24,14:44:43,10638,6/24/2024 14:44:43,6/24/2024 10:44:43,222.789337,,,,
6/24/24,14:44:44,10598,6/24/2024 14:44:44,6/24/2024 10:44:44,215.7843604,,,,
6/24/24,14:44:45,10681,6/24/2024 14:44:45,6/24/2024 10:44:45,230.573515,,,,
6/24/24,14:44:46,10609,6/24/2024 14:44:46,6/24/2024 10:44:46,217.6884739,,,,
6/24/24,14:44:47,10643,6/24/2024 14:44:47,6/24/2024 10:44:47,223.6807992,,,,
6/24/24,14:44:48,10634,6/24/2024 14:44:48,6/24/2024 10:44:48,222.0787261,,,,
6/24/24,14:44:50,10627,6/24/2024 14:44:50,6/24/2024 10:44:50,220.8406065,222.4840796,,,
6/24/24,14:59:41,10744,6/24/2024 14:59:41,6/24/2024 10:59:41,242.4720351,,,,
6/24/24,14:59:42,10761,6/24/2024 14:59:42,6/24/2024 10:59:42,245.7866515,,,,
6/24/24,14:59:43,10741,6/24/2024 14:59:43,6/24/2024 10:59:43,241.8917602,,,,
6/24/24,14:59:44,10768,6/24/2024 14:59:44,6/24/2024 10:59:44,247.1646285,,,,
6/24/24,14:59:45,10780,6/24/2024 14:59:45,6/24/2024 10:59:45,249.5448722,,,,
6/24/24,14:59:46,10766,6/24/2024 14:59:46,6/24/2024 10:59:46,246.7701343,,,,
6/24/24,14:59:47,10747,6/24/2024 14:59:47,6/24/2024 10:59:47,243.053702,,,,
6/24/24,14:59:48,10808,6/24/2024 14:59:48,6/24/2024 10:59:48,255.1882982,,,,
6/24/24,14:59:49,10764,6/24/2024 14:59:49,6/24/2024 10:59:49,246.3762698,,,,
6/24/24,14:59:51,10764,6/24/2024 14:59:51,6/24/2024 10:59:51,246.3762698,246.4624622,,,
6/24/24,15:14:42,9893,6/24/2024 15:14:42,6/24/2024 11:14:42,122.8805154,,,,
6/24/24,15:14:43,9901,6/24/2024 15:14:43,6/24/2024 11:14:43,123.6681635,,,,
6/24/24,15:14:44,9898,6/24/2024 15:14:44,6/24/2024 11:14:44,123.3722055,,,,
6/24/24,15:14:45,9902,6/24/2024 15:14:45,6/24/2024 11:14:45,123.7669738,,,,
6/24/24,15:14:46,9907,6/24/2024 15:14:46,6/24/2024 11:14:46,124.262211,,,,
6/24/24,15:14:47,9898,6/24/2024 15:14:47,6/24/2024 11:14:47,123.3722055,,,,
6/24/24,15:14:48,9917,6/24/2024 15:14:48,6/24/2024 11:14:48,125.2586382,,,,
6/24/24,15:14:49,9914,6/24/2024 15:14:49,6/24/2024 11:14:49,124.958874,,,,
6/24/24,15:14:50,9922,6/24/2024 15:14:50,6/24/2024 11:14:50,125.7598442,,,,
6/24/24,15:14:52,9930,6/24/2024 15:14:52,6/24/2024 11:14:52,126.5659484,124.386558,,,
6/24/24,15:29:43,10874,6/24/2024 15:29:43,6/24/2024 11:29:43,269.0008025,,,,
6/24/24,15:29:44,10845,6/24/2024 15:29:44,6/24/2024 11:29:44,262.8419069,,,,
6/24/24,15:29:45,10873,6/24/2024 15:29:45,6/24/2024 11:29:45,268.7860436,,,,
6/24/24,15:29:46,10871,6/24/2024 15:29:46,6/24/2024 11:29:46,268.35704,,,,
6/24/24,15:29:47,10860,6/24/2024 15:29:47,6/24/2024 11:29:47,266.0097303,,,,
6/24/24,15:29:48,10892,6/24/2024 15:29:48,6/24/2024 11:29:48,272.8959384,,,,
6/24/24,15:29:49,10834,6/24/2024 15:29:49,6/24/2024 11:29:49,260.5428379,,,,
6/24/24,15:29:50,10895,6/24/2024 15:29:50,6/24/2024 11:29:50,273.5505893,,,,
6/24/24,15:29:51,10841,6/24/2024 15:29:51,6/24/2024 11:29:51,262.0035439,,,,
6/24/24,15:29:53,10883,6/24/2024 15:29:53,6/24/2024 11:29:53,270.9413709,267.4929804,,,
6/24/24,15:44:44,10675,6/24/2024 15:44:44,6/24/2024 11:44:44,229.471236,,,,
6/24/24,15:44:45,10698,6/24/2024 15:44:45,6/24/2024 11:44:45,233.7254775,,,,
6/24/24,15:44:46,10674,6/24/2024 15:44:46,6/24/2024 11:44:46,229.2880358,,,,
6/24/24,15:44:47,10643,6/24/2024 15:44:47,6/24/2024 11:44:47,223.6807992,,,,
6/24/24,15:44:48,10629,6/24/2024 15:44:48,6/24/2024 11:44:48,221.1936489,,,,
6/24/24,15:44:49,10658,6/24/2024 15:44:49,6/24/2024 11:44:49,226.3766451,,,,
6/24/24,15:44:50,10654,6/24/2024 15:44:50,6/24/2024 11:44:50,225.654592,,,,
6/24/24,15:44:51,10650,6/24/2024 15:44:51,6/24/2024 11:44:51,224.934842,,,,
6/24/24,15:44:52,10601,6/24/2024 15:44:52,6/24/2024 11:44:52,216.3020062,,,,
6/24/24,15:44:54,10643,6/24/2024 15:44:54,6/24/2024 11:44:54,223.6807992,225.4308082,,,
6/24/24,15:59:45,9832,6/24/2024 15:59:45,6/24/2024 11:59:45,117.0373578,,,,
6/24/24,15:59:46,9792,6/24/2024 15:59:46,6/24/2024 11:59:46,113.3574512,,,,
6/24/24,15:59:47,9839,6/24/2024 15:59:47,6/24/2024 11:59:47,117.6935154,,,,
6/24/24,15:59:48,9837,6/24/2024 15:59:48,6/24/2024 11:59:48,117.5056673,,,,
6/24/24,15:59:49,9835,6/24/2024 15:59:49,6/24/2024 11:59:49,117.3181191,,,,
6/24/24,15:59:50,9862,6/24/2024 15:59:50,6/24/2024 11:59:50,119.8754736,,,,
6/24/24,15:59:51,9859,6/24/2024 15:59:51,6/24/2024 11:59:51,119.5885922,,,,
6/24/24,15:59:52,9858,6/24/2024 15:59:52,6/24/2024 11:59:52,119.4931177,,,,
6/24/24,15:59:53,9857,6/24/2024 15:59:53,6/24/2024 11:59:53,119.3977194,,,,
6/24/24,15:59:55,9862,6/24/2024 15:59:55,6/24/2024 11:59:55,119.8754736,118.1142487,,,
6/24/24,16:14:46,10873,6/24/2024 16:14:46,6/24/2024 12:14:46,268.7860436,,,,
6/24/24,16:14:47,10882,6/24/2024 16:14:47,6/24/2024 12:14:47,270.7250627,,,,
6/24/24,16:14:48,10881,6/24/2024 16:14:48,6/24/2024 12:14:48,270.5089272,,,,
6/24/24,16:14:49,10895,6/24/2024 16:14:49,6/24/2024 12:14:49,273.5505893,,,,
6/24/24,16:14:50,10906,6/24/2024 16:14:50,6/24/2024 12:14:50,275.9644406,,,,
6/24/24,16:14:51,10882,6/24/2024 16:14:51,6/24/2024 12:14:51,270.7250627,,,,
6/24/24,16:14:52,10931,6/24/2024 16:14:52,6/24/2024 12:14:52,281.5299787,,,,
6/24/24,16:14:53,10896,6/24/2024 16:14:53,6/24/2024 12:14:53,273.7691551,,,,
6/24/24,16:14:54,10922,6/24/2024 16:14:54,6/24/2024 12:14:54,279.5135714,,,,
6/24/24,16:14:56,10957,6/24/2024 16:14:56,6/24/2024 12:14:56,287.437238,275.2510069,,,
6/24/24,16:29:47,11033,6/24/2024 16:29:47,6/24/2024 12:29:47,305.4249139,,,,
6/24/24,16:29:48,11092,6/24/2024 16:29:48,6/24/2024 12:29:48,320.1616089,,,,
6/24/24,16:29:49,11079,6/24/2024 16:29:49,6/24/2024 12:29:49,316.8546332,,,,
6/24/24,16:29:50,11076,6/24/2024 16:29:50,6/24/2024 12:29:50,316.0963487,,,,
6/24/24,16:29:51,11054,6/24/2024 16:29:51,6/24/2024 12:29:51,310.5907656,,,,
6/24/24,16:29:52,11116,6/24/2024 16:29:52,6/24/2024 12:29:52,326.3577389,,,,
6/24/24,16:29:53,11041,6/24/2024 16:29:53,6/24/2024 12:29:53,307.3826479,,,,
6/24/24,16:29:54,11051,6/24/2024 16:29:54,6/24/2024 12:29:54,309.8474715,,,,
6/24/24,16:29:55,11059,6/24/2024 16:29:55,6/24/2024 12:29:55,311.8335535,,,,
6/24/24,16:29:57,11024,6/24/2024 16:29:57,6/24/2024 12:29:57,303.2373635,312.7787046,,,
6/24/24,16:44:48,10942,6/24/2024 16:44:48,6/24/2024 12:44:48,284.0142413,,,,
6/24/24,16:44:49,10953,6/24/2024 16:44:49,6/24/2024 12:44:49,286.5204255,,,,
6/24/24,16:44:50,10921,6/24/2024 16:44:50,6/24/2024 12:44:50,279.2904195,,,,
6/24/24,16:44:51,10872,6/24/2024 16:44:51,6/24/2024 12:44:51,268.5714561,,,,
6/24/24,16:44:52,10835,6/24/2024 16:44:52,6/24/2024 12:44:52,260.7510105,,,,
6/24/24,16:44:53,10816,6/24/2024 16:44:53,6/24/2024 12:44:53,256.824022,,,,
6/24/24,16:44:54,10799,6/24/2024 16:44:54,6/24/2024 12:44:54,253.3605584,,,,
6/24/24,16:44:55,10787,6/24/2024 16:44:55,6/24/2024 12:44:55,250.9439193,,,,
6/24/24,16:44:56,10784,6/24/2024 16:44:56,6/24/2024 12:44:56,250.3433698,,,,
6/24/24,16:44:58,10805,6/24/2024 16:44:58,6/24/2024 12:44:58,254.5775912,264.5197014,,,
6/24/24,16:59:49,11332,6/24/2024 16:59:49,6/24/2024 12:59:49,387.8072035,,,,
6/24/24,16:59:50,11365,6/24/2024 16:59:50,6/24/2024 12:59:50,398.1642669,,,,
6/24/24,16:59:51,11336,6/24/2024 16:59:51,6/24/2024 12:59:51,389.0481151,,,,
6/24/24,16:59:52,11360,6/24/2024 16:59:52,6/24/2024 12:59:52,396.5774147,,,,
6/24/24,16:59:53,11326,6/24/2024 16:59:53,6/24/2024 12:59:53,385.9532536,,,,
6/24/24,16:59:54,11339,6/24/2024 16:59:54,6/24/2024 12:59:54,389.9814038,,,,
6/24/24,16:59:55,11348,6/24/2024 16:59:55,6/24/2024 12:59:55,392.7947246,,,,
6/24/24,16:59:56,11338,6/24/2024 16:59:56,6/24/2024 12:59:56,389.670059,,,,
6/24/24,16:59:57,11341,6/24/2024 16:59:57,6/24/2024 12:59:57,390.6048397,,,,
6/24/24,16:59:59,11376,6/24/2024 16:59:59,6/24/2024 12:59:59,401.677728,392.2279009,,,
6/24/24,17:14:50,11232,6/24/2024 17:14:50,6/24/2024 13:14:50,358.0385429,,,,
6/24/24,17:14:51,11269,6/24/2024 17:14:51,6/24/2024 13:14:51,368.7768366,,,,
6/24/24,17:14:52,11220,6/24/2024 17:14:52,6/24/2024 13:14:52,354.6234496,,,,
6/24/24,17:14:53,11219,6/24/2024 17:14:53,6/24/2024 13:14:53,354.3403332,,,,
6/24/24,17:14:54,11288,6/24/2024 17:14:54,6/24/2024 13:14:54,374.4156488,,,,
6/24/24,17:14:55,11227,6/24/2024 17:14:55,6/24/2024 13:14:55,356.6116086,,,,
6/24/24,17:14:56,11189,6/24/2024 17:14:56,6/24/2024 13:14:56,345.9511367,,,,
6/24/24,17:14:57,11257,6/24/2024 17:14:57,6/24/2024 13:14:57,365.2593179,,,,
6/24/24,17:14:58,11206,6/24/2024 17:14:58,6/24/2024 13:14:58,350.6803226,,,,
6/24/24,17:15:00,11210,6/24/2024 17:15:00,6/24/2024 13:15:00,351.8024349,358.0499632,,,
6/24/24,17:29:51,11308,6/24/2024 17:29:51,6/24/2024 13:29:51,380.4444125,,,,
6/24/24,17:29:52,11283,6/24/2024 17:29:52,6/24/2024 13:29:52,372.9234449,,,,
6/24/24,17:29:53,11305,6/24/2024 17:29:53,6/24/2024 13:29:53,379.5339473,,,,
6/24/24,17:29:54,11300,6/24/2024 17:29:54,6/24/2024 13:29:54,378.0213448,,,,
6/24/24,17:29:55,11295,6/24/2024 17:29:55,6/24/2024 13:29:55,376.5147707,,,,
6/24/24,17:29:56,11297,6/24/2024 17:29:56,6/24/2024 13:29:56,377.1166785,,,,
6/24/24,17:29:57,11275,6/24/2024 17:29:57,6/24/2024 13:29:57,370.5482786,,,,
6/24/24,17:29:58,11316,6/24/2024 17:29:58,6/24/2024 13:29:58,382.8830117,,,,
6/24/24,17:29:59,11309,6/24/2024 17:29:59,6/24/2024 13:29:59,380.7483859,,,,
6/24/24,17:30:01,11325,6/24/2024 17:30:01,6/24/2024 13:30:01,385.6451248,378.43794,,,
6/24/24,17:44:52,11260,6/24/2024 17:44:52,6/24/2024 13:44:52,366.1355395,,,,
6/24/24,17:44:53,11262,6/24/2024 17:44:53,6/24/2024 13:44:53,366.7208548,,,,
6/24/24,17:44:54,11247,6/24/2024 17:44:54,6/24/2024 13:44:54,362.3536953,,,,
6/24/24,17:44:55,11303,6/24/2024 17:44:55,6/24/2024 13:44:55,378.9281814,,,,
6/24/24,17:44:56,11219,6/24/2024 17:44:56,6/24/2024 13:44:56,354.3403332,,,,
6/24/24,17:44:57,11238,6/24/2024 17:44:57,6/24/2024 13:44:57,359.7584028,,,,
6/24/24,17:44:58,11275,6/24/2024 17:44:58,6/24/2024 13:44:58,370.5482786,,,,
6/24/24,17:44:59,11228,6/24/2024 17:44:59,6/24/2024 13:44:59,356.8965398,,,,
6/24/24,17:45:00,11288,6/24/2024 17:45:00,6/24/2024 13:45:00,374.4156488,,,,
6/24/24,17:45:02,11266,6/24/2024 17:45:02,6/24/2024 13:45:02,367.8942939,365.7991768,,,
6/24/24,17:59:53,11221,6/24/2024 17:59:53,6/24/2024 13:59:53,354.9067922,,,,
6/24/24,17:59:54,11221,6/24/2024 17:59:54,6/24/2024 13:59:54,354.9067922,,,,
6/24/24,17:59:55,11216,6/24/2024 17:59:55,6/24/2024 13:59:55,353.4923393,,,,
6/24/24,17:59:56,11218,6/24/2024 17:59:56,6/24/2024 13:59:56,354.0574428,,,,
6/24/24,17:59:57,11247,6/24/2024 17:59:57,6/24/2024 13:59:57,362.3536953,,,,
6/24/24,17:59:58,11186,6/24/2024 17:59:58,6/24/2024 13:59:58,345.1232196,,,,
6/24/24,17:59:59,11251,6/24/2024 17:59:59,6/24/2024 13:59:59,363.5131603,,,,
6/24/24,18:00:00,11196,6/24/2024 18:00:00,6/24/2024 14:00:00,347.8906753,,,,
6/24/24,18:00:01,11217,6/24/2024 18:00:01,6/24/2024 14:00:01,353.7747782,,,,
6/24/24,18:00:03,11241,6/24/2024 18:00:03,6/24/2024 14:00:03,360.6214283,355.0640323,,,
6/24/24,18:14:54,11208,6/24/2024 18:14:54,6/24/2024 14:14:54,351.2409306,,,,
6/24/24,18:14:55,11178,6/24/2024 18:14:55,6/24/2024 14:14:55,342.9251142,,,,
6/24/24,18:14:56,11204,6/24/2024 18:14:56,6/24/2024 14:14:56,350.1206093,,,,
6/24/24,18:14:57,11183,6/24/2024 18:14:57,6/24/2024 14:14:57,344.2972837,,,,
6/24/24,18:14:58,11199,6/24/2024 18:14:58,6/24/2024 14:14:58,348.7252313,,,,
6/24/24,18:14:59,11185,6/24/2024 18:14:59,6/24/2024 14:14:59,344.8476877,,,,
6/24/24,18:15:00,11183,6/24/2024 18:15:00,6/24/2024 14:15:00,344.2972837,,,,
6/24/24,18:15:01,11195,6/24/2024 18:15:01,6/24/2024 14:15:01,347.612934,,,,
6/24/24,18:15:02,11185,6/24/2024 18:15:02,6/24/2024 14:15:02,344.8476877,,,,
6/24/24,18:15:04,11195,6/24/2024 18:15:04,6/24/2024 14:15:04,347.612934,346.6527696,,,
6/24/24,18:29:55,11091,6/24/2024 18:29:55,6/24/2024 14:29:55,319.9060054,,,,
6/24/24,18:29:56,11102,6/24/2024 18:29:56,6/24/2024 14:29:56,322.7289038,,,,
6/24/24,18:29:57,11074,6/24/2024 18:29:57,6/24/2024 14:29:57,315.5918341,,,,
6/24/24,18:29:58,11093,6/24/2024 18:29:58,6/24/2024 14:29:58,320.4174167,,,,
6/24/24,18:29:59,11106,6/24/2024 18:29:59,6/24/2024 14:29:59,323.7615768,,,,
6/24/24,18:30:00,11099,6/24/2024 18:30:00,6/24/2024 14:30:00,321.9565612,,,,
6/24/24,18:30:01,11103,6/24/2024 18:30:01,6/24/2024 14:30:01,322.9867628,,,,
6/24/24,18:30:02,11118,6/24/2024 18:30:02,6/24/2024 14:30:02,326.8794642,,,,
6/24/24,18:30:03,11133,6/24/2024 18:30:03,6/24/2024 14:30:03,330.8190811,,,,
6/24/24,18:30:05,11126,6/24/2024 18:30:05,6/24/2024 14:30:05,328.974719,323.4022325,,,
6/24/24,18:44:56,11087,6/24/2024 18:44:56,6/24/2024 14:44:56,318.8856302,,,,
6/24/24,18:44:57,11077,6/24/2024 18:44:57,6/24/2024 14:44:57,316.3489083,,,,
6/24/24,18:44:58,11083,6/24/2024 18:44:58,6/24/2024 14:44:58,317.8685096,,,,
6/24/24,18:44:59,11099,6/24/2024 18:44:59,6/24/2024 14:44:59,321.9565612,,,,
6/24/24,18:45:00,11073,6/24/2024 18:45:00,6/24/2024 14:45:00,315.3398789,,,,
6/24/24,18:45:01,11089,6/24/2024 18:45:01,6/24/2024 14:45:01,319.3954103,,,,
6/24/24,18:45:02,11091,6/24/2024 18:45:02,6/24/2024 14:45:02,319.9060054,,,,
6/24/24,18:45:03,11090,6/24/2024 18:45:03,6/24/2024 14:45:03,319.6506059,,,,
6/24/24,18:45:04,11098,6/24/2024 18:45:04,6/24/2024 14:45:04,321.6995247,,,,
6/24/24,18:45:06,11088,6/24/2024 18:45:06,6/24/2024 14:45:06,319.1404184,319.0191453,,,
6/24/24,18:59:57,10373,6/24/2024 18:59:57,6/24/2024 14:59:57,180.2919186,,,,
6/24/24,18:59:58,10416,6/24/2024 18:59:58,6/24/2024 14:59:58,186.5912523,,,,
6/24/24,18:59:59,10382,6/24/2024 18:59:59,6/24/2024 14:59:59,181.5925422,,,,
6/24/24,19:00:00,10418,6/24/2024 19:00:00,6/24/2024 15:00:00,186.8895427,,,,
6/24/24,19:00:01,10401,6/24/2024 19:00:01,6/24/2024 15:00:01,184.3691977,,,,
6/24/24,19:00:02,10450,6/24/2024 19:00:02,6/24/2024 15:00:02,191.7275622,,,,
6/24/24,19:00:03,10487,6/24/2024 19:00:03,6/24/2024 15:00:03,197.4778562,,,,
6/24/24,19:00:04,10599,6/24/2024 19:00:04,6/24/2024 15:00:04,215.9567712,,,,
6/24/24,19:00:05,10724,6/24/2024 19:00:05,6/24/2024 15:00:05,238.6296693,,,,
6/24/24,19:00:07,10855,6/24/2024 19:00:07,6/24/2024 15:00:07,264.9495696,202.8475882,,,
6/24/24,19:14:58,11002,6/24/2024 19:14:58,6/24/2024 15:14:58,297.9557507,,,,
6/24/24,19:14:59,10976,6/24/2024 19:14:59,6/24/2024 15:14:59,291.8323204,,,,
6/24/24,19:15:00,10986,6/24/2024 19:15:00,6/24/2024 15:15:00,294.1724499,,,,
6/24/24,19:15:01,10974,6/24/2024 19:15:01,6/24/2024 15:15:01,291.3665332,,,,
6/24/24,19:15:02,10983,6/24/2024 19:15:02,6/24/2024 15:15:02,293.4684476,,,,
6/24/24,19:15:03,10966,6/24/2024 19:15:03,6/24/2024 15:15:03,289.5108066,,,,
6/24/24,19:15:04,10967,6/24/2024 19:15:04,6/24/2024 15:15:04,289.7421245,,,,
6/24/24,19:15:05,10970,6/24/2024 19:15:05,6/24/2024 15:15:05,290.4371877,,,,
6/24/24,19:15:06,10914,6/24/2024 19:15:06,6/24/2024 15:15:06,277.7333368,,,,
6/24/24,19:15:08,10922,6/24/2024 19:15:08,6/24/2024 15:15:08,279.5135714,289.5732529,,,
6/24/24,19:29:59,10766,6/24/2024 19:29:59,6/24/2024 15:29:59,246.7701343,,,,
6/24/24,19:30:00,10799,6/24/2024 19:30:00,6/24/2024 15:30:00,253.3605584,,,,
6/24/24,19:30:01,10768,6/24/2024 19:30:01,6/24/2024 15:30:01,247.1646285,,,,
6/24/24,19:30:02,10799,6/24/2024 19:30:02,6/24/2024 15:30:02,253.3605584,,,,
6/24/24,19:30:03,10763,6/24/2024 19:30:03,6/24/2024 15:30:03,246.1795734,,,,
6/24/24,19:30:04,10778,6/24/2024 19:30:04,6/24/2024 15:30:04,249.1465791,,,,
6/24/24,19:30:05,10788,6/24/2024 19:30:05,6/24/2024 15:30:05,251.1444224,,,,
6/24/24,19:30:06,10766,6/24/2024 19:30:06,6/24/2024 15:30:06,246.7701343,,,,
6/24/24,19:30:07,10788,6/24/2024 19:30:07,6/24/2024 15:30:07,251.1444224,,,,
6/24/24,19:30:09,10762,6/24/2024 19:30:09,6/24/2024 15:30:09,245.983034,249.1024045,,,
6/24/24,19:45:00,8821,6/24/2024 19:45:00,6/24/2024 15:45:00,52.19731094,,,,
6/24/24,19:45:01,8822,6/24/2024 19:45:01,6/24/2024 15:45:01,52.23901637,,,,
6/24/24,19:45:02,8823,6/24/2024 19:45:02,6/24/2024 15:45:02,52.28075512,,,,
6/24/24,19:45:03,8832,6/24/2024 19:45:03,6/24/2024 15:45:03,52.65790782,,,,
6/24/24,19:45:04,8835,6/24/2024 19:45:04,6/24/2024 15:45:04,52.78422904,,,,
6/24/24,19:45:05,8838,6/24/2024 19:45:05,6/24/2024 15:45:05,52.91085328,,,,
6/24/24,19:45:06,8839,6/24/2024 19:45:06,6/24/2024 15:45:06,52.95312883,,,,
6/24/24,19:45:07,8847,6/24/2024 19:45:07,6/24/2024 15:45:07,53.2925515,,,,
6/24/24,19:45:08,8854,6/24/2024 19:45:08,6/24/2024 15:45:08,53.59133058,,,,
6/24/24,19:45:10,8851,6/24/2024 19:45:10,6/24/2024 15:45:10,53.46307783,52.83701613,,,
6/24/24,20:00:01,9000,6/24/2024 20:00:01,6/24/2024 16:00:01,60.21937345,,,,
6/24/24,20:00:02,9006,6/24/2024 20:00:02,6/24/2024 16:00:02,60.50864087,,,,
6/24/24,20:00:03,9013,6/24/2024 20:00:03,6/24/2024 16:00:03,60.84787619,,,,
6/24/24,20:00:04,9012,6/24/2024 20:00:04,6/24/2024 16:00:04,60.79929781,,,,
6/24/24,20:00:05,9023,6/24/2024 20:00:05,6/24/2024 16:00:05,61.33579991,,,,
6/24/24,20:00:06,9026,6/24/2024 20:00:06,6/24/2024 16:00:06,61.48293855,,,,
6/24/24,20:00:07,9026,6/24/2024 20:00:07,6/24/2024 16:00:07,61.48293855,,,,
6/24/24,20:00:08,9042,6/24/2024 20:00:08,6/24/2024 16:00:08,62.27365994,,,,
6/24/24,20:00:09,9042,6/24/2024 20:00:09,6/24/2024 16:00:09,62.27365994,,,,
6/24/24,20:00:11,9050,6/24/2024 20:00:11,6/24/2024 16:00:11,62.672826,61.38970112,,,
6/24/24,20:15:02,10524,6/24/2024 20:15:02,6/24/2024 16:15:02,203.4006131,,,,
6/24/24,20:15:03,10414,6/24/2024 20:15:03,6/24/2024 16:15:03,186.293438,,,,
6/24/24,20:15:04,10293,6/24/2024 20:15:04,6/24/2024 16:15:04,169.1326243,,,,
6/24/24,20:15:05,10198,6/24/2024 20:15:05,6/24/2024 16:15:05,156.7745639,,,,
6/24/24,20:15:06,10133,6/24/2024 20:15:06,6/24/2024 16:15:06,148.8434207,,,,
6/24/24,20:15:07,10123,6/24/2024 20:15:07,6/24/2024 16:15:07,147.6593775,,,,
6/24/24,20:15:08,10154,6/24/2024 20:15:08,6/24/2024 16:15:08,151.3609069,,,,
6/24/24,20:15:09,10172,6/24/2024 20:15:09,6/24/2024 16:15:09,153.5526153,,,,
6/24/24,20:15:10,10231,6/24/2024 20:15:10,6/24/2024 16:15:10,160.9615003,,,,
6/24/24,20:15:12,10282,6/24/2024 20:15:12,6/24/2024 16:15:12,167.6532272,164.5632287,,,
6/24/24,20:30:03,10545,6/24/2024 20:30:03,6/24/2024 16:30:03,206.8408609,,,,
6/24/24,20:30:04,10559,6/24/2024 20:30:04,6/24/2024 16:30:04,209.1666252,,,,
6/24/24,20:30:05,10547,6/24/2024 20:30:05,6/24/2024 16:30:05,207.1715229,,,,
6/24/24,20:30:06,10555,6/24/2024 20:30:06,6/24/2024 16:30:06,208.4994654,,,,
6/24/24,20:30:07,10552,6/24/2024 20:30:07,6/24/2024 16:30:07,208.0004924,,,,
6/24/24,20:30:08,10551,6/24/2024 20:30:08,6/24/2024 16:30:08,207.8344335,,,,
