Date,Time,PAR (raw),Datetime (UTC),Datetime (AST),PAR (calc),PAR (avg),,Serial #:,0392
6/23/24,17:13:14,4846,6/23/2024 17:13:14,6/23/2024 13:13:14,2.182106875,,,Location:,DRTO Temporal Suite
6/23/24,17:13:15,5226,6/23/2024 17:13:15,6/23/2024 13:13:15,2.955855252,,,Digital Im:,1.3589
6/23/24,17:13:16,5298,6/23/2024 17:13:16,6/23/2024 13:13:16,3.130813143,,,Digital a1:,2883
6/23/24,17:13:17,5346,6/23/2024 17:13:17,6/23/2024 13:13:17,3.253167852,,,Digital a0:,4253
6/23/24,17:13:18,5592,6/23/2024 17:13:18,6/23/2024 13:13:18,3.959444461,,,Note:,instrument times logged in UTC
6/23/24,17:13:19,5461,6/23/2024 17:13:19,6/23/2024 13:13:19,3.566116086,,,,
6/23/24,17:13:21,5495,6/23/2024 17:13:21,6/23/2024 13:13:21,3.664280803,,,,
6/23/24,17:13:22,5575,6/23/2024 17:13:22,6/23/2024 13:13:22,3.906048397,,,,
6/23/24,17:13:23,4972,6/23/2024 17:13:23,6/23/2024 13:13:23,2.41312874,,,,
6/23/24,17:13:24,6355,6/23/2024 17:13:24,6/23/2024 13:13:24,7.282644808,3.631360642,,,
6/23/24,17:28:15,5344,6/23/2024 17:28:15,6/23/2024 13:28:15,3.247975541,,,,
6/23/24,17:28:16,5390,6/23/2024 17:28:16,6/23/2024 13:28:16,3.369522432,,,,
6/23/24,17:28:17,5384,6/23/2024 17:28:17,6/23/2024 13:28:17,3.353414103,,,,
6/23/24,17:28:18,5357,6/23/2024 17:28:18,6/23/2024 13:28:18,3.281874292,,,,
6/23/24,17:28:19,5353,6/23/2024 17:28:19,6/23/2024 13:28:19,3.271406395,,,,
6/23/24,17:28:20,5311,6/23/2024 17:28:20,6/23/2024 13:28:20,3.163489083,,,,
6/23/24,17:28:21,5303,6/23/2024 17:28:21,6/23/2024 13:28:21,3.143340679,,,,
6/23/24,17:28:22,5316,6/23/2024 17:28:22,6/23/2024 13:28:22,3.176147367,,,,
6/23/24,17:28:23,5265,6/23/2024 17:28:23,6/23/2024 13:28:23,3.049374318,,,,
6/23/24,17:28:25,5272,6/23/2024 17:28:25,6/23/2024 13:28:25,3.066470314,3.212301452,,,
6/23/24,17:43:16,8034,6/23/2024 17:43:16,6/23/2024 13:43:16,27.83995922,,,,
6/23/24,17:43:17,8753,6/23/2024 17:43:17,6/23/2024 13:43:17,49.43807911,,,,
6/23/24,17:43:18,7853,6/23/2024 17:43:18,6/23/2024 13:43:18,24.09277197,,,,
6/23/24,17:43:19,8091,6/23/2024 17:43:19,6/23/2024 13:43:19,29.13665332,,,,
6/23/24,17:43:20,7822,6/23/2024 17:43:20,6/23/2024 13:43:20,23.50358348,,,,
6/23/24,17:43:21,7961,6/23/2024 17:43:21,6/23/2024 13:43:21,26.2632065,,,,
6/23/24,17:43:22,7723,6/23/2024 17:43:22,6/23/2024 13:43:22,21.71675101,,,,
6/23/24,17:43:23,7657,6/23/2024 17:43:23,6/23/2024 13:43:23,20.6016513,,,,
6/23/24,17:43:24,7588,6/23/2024 17:43:24,6/23/2024 13:43:24,19.49703761,,,,
6/23/24,17:43:26,7389,6/23/2024 17:43:26,6/23/2024 13:43:26,16.63195528,25.87216488,,,
6/23/24,17:58:17,6340,6/23/2024 17:58:17,6/23/2024 13:58:17,7.195918157,,,,
6/23/24,17:58:18,6420,6/23/2024 17:58:18,6/23/2024 13:58:18,7.670701591,,,,
6/23/24,17:58:19,6345,6/23/2024 17:58:19,6/23/2024 13:58:19,7.224711674,,,,
6/23/24,17:58:20,6397,6/23/2024 17:58:20,6/23/2024 13:58:20,7.531080452,,,,
6/23/24,17:58:21,6336,6/23/2024 17:58:21,6/23/2024 13:58:21,7.172965989,,,,
6/23/24,17:58:22,6374,6/23/2024 17:58:22,6/23/2024 13:58:22,7.39400068,,,,
6/23/24,17:58:23,6363,6/23/2024 17:58:23,6/23/2024 13:58:23,7.329325614,,,,
6/23/24,17:58:24,6363,6/23/2024 17:58:24,6/23/2024 13:58:24,7.329325614,,,,
6/23/24,17:58:25,6355,6/23/2024 17:58:25,6/23/2024 13:58:25,7.282644808,,,,
6/23/24,17:58:27,6338,6/23/2024 17:58:27,6/23/2024 13:58:27,7.184432908,7.331510749,,,
6/23/24,18:13:18,6618,6/23/2024 18:13:18,6/23/2024 14:13:18,8.984906207,,,,
6/23/24,18:13:19,6674,6/23/2024 18:13:19,6/23/2024 14:13:19,9.395886431,,,,
6/23/24,18:13:20,6714,6/23/2024 18:13:20,6/23/2024 14:13:20,9.700903739,,,,
6/23/24,18:13:21,6868,6/23/2024 18:13:21,6/23/2024 14:13:21,10.97055945,,,,
6/23/24,18:13:22,6788,6/23/2024 18:13:22,6/23/2024 14:13:22,10.29152901,,,,
6/23/24,18:13:23,6801,6/23/2024 18:13:23,6/23/2024 14:13:23,10.39894052,,,,
6/23/24,18:13:24,6837,6/23/2024 18:13:24,6/23/2024 14:13:24,10.70227453,,,,
6/23/24,18:13:25,6721,6/23/2024 18:13:25,6/23/2024 14:13:25,9.755290833,,,,
6/23/24,18:13:26,6712,6/23/2024 18:13:26,6/23/2024 14:13:26,9.685420336,,,,
6/23/24,18:13:28,6945,6/23/2024 18:13:28,6/23/2024 14:13:28,11.66640543,10.15521165,,,
6/23/24,18:28:19,10859,6/23/2024 18:28:19,6/23/2024 14:28:19,265.7973594,,,,
6/23/24,18:28:20,10899,6/23/2024 18:28:20,6/23/2024 14:28:20,274.4259007,,,,
6/23/24,18:28:21,10830,6/23/2024 18:28:21,6/23/2024 14:28:21,259.711808,,,,
6/23/24,18:28:22,10903,6/23/2024 18:28:22,6/23/2024 14:28:22,275.304013,,,,
6/23/24,18:28:23,10812,6/23/2024 18:28:23,6/23/2024 14:28:23,256.0048537,,,,
6/23/24,18:28:24,10926,6/23/2024 18:28:24,6/23/2024 14:28:24,280.4079632,,,,
6/23/24,18:28:25,10790,6/23/2024 18:28:25,6/23/2024 14:28:25,251.5459094,,,,
6/23/24,18:28:26,10899,6/23/2024 18:28:26,6/23/2024 14:28:26,274.4259007,,,,
6/23/24,18:28:27,10851,6/23/2024 18:28:27,6/23/2024 14:28:27,264.104484,,,,
6/23/24,18:28:29,10813,6/23/2024 18:28:29,6/23/2024 14:28:29,256.2094005,265.7937593,,,
6/23/24,18:43:20,11167,6/23/2024 18:43:20,6/23/2024 14:43:20,339.9255602,,,,
6/23/24,18:43:21,11155,6/23/2024 18:43:21,6/23/2024 14:43:21,336.6832347,,,,
6/23/24,18:43:22,11181,6/23/2024 18:43:22,6/23/2024 14:43:22,343.7477583,,,,
6/23/24,18:43:23,11088,6/23/2024 18:43:23,6/23/2024 14:43:23,319.1404184,,,,
6/23/24,18:43:24,11155,6/23/2024 18:43:24,6/23/2024 14:43:24,336.6832347,,,,
6/23/24,18:43:25,11197,6/23/2024 18:43:25,6/23/2024 14:43:25,348.1686385,,,,
6/23/24,18:43:26,11130,6/23/2024 18:43:26,6/23/2024 14:43:26,330.0273774,,,,
6/23/24,18:43:27,11178,6/23/2024 18:43:27,6/23/2024 14:43:27,342.9251142,,,,
6/23/24,18:43:28,11132,6/23/2024 18:43:28,6/23/2024 14:43:28,330.5549691,,,,
6/23/24,18:43:30,11165,6/23/2024 18:43:30,6/23/2024 14:43:30,339.3830123,336.7239318,,,
6/23/24,18:58:21,11092,6/23/2024 18:58:21,6/23/2024 14:58:21,320.1616089,,,,
6/23/24,18:58:22,11105,6/23/2024 18:58:22,6/23/2024 14:58:22,323.5030992,,,,
6/23/24,18:58:23,11127,6/23/2024 18:58:23,6/23/2024 14:58:23,329.2375684,,,,
6/23/24,18:58:24,11061,6/23/2024 18:58:24,6/23/2024 14:58:24,312.33206,,,,
6/23/24,18:58:25,11108,6/23/2024 18:58:25,6/23/2024 14:58:25,324.2791517,,,,
6/23/24,18:58:26,11144,6/23/2024 18:58:26,6/23/2024 14:58:26,333.7382782,,,,
6/23/24,18:58:27,10998,6/23/2024 18:58:27,6/23/2024 14:58:27,297.0053883,,,,
6/23/24,18:58:28,11131,6/23/2024 18:58:28,6/23/2024 14:58:28,330.2910679,,,,
6/23/24,18:58:29,11099,6/23/2024 18:58:29,6/23/2024 14:58:29,321.9565612,,,,
6/23/24,18:58:31,11046,6/23/2024 18:58:31,6/23/2024 14:58:31,308.612599,320.1117383,,,
6/23/24,19:13:22,10938,6/23/2024 19:13:22,6/23/2024 15:13:22,283.1083468,,,,
6/23/24,19:13:23,10945,6/23/2024 19:13:23,6/23/2024 15:13:23,284.695564,,,,
6/23/24,19:13:24,10931,6/23/2024 19:13:24,6/23/2024 15:13:24,281.5299787,,,,
6/23/24,19:13:25,10956,6/23/2024 19:13:25,6/23/2024 15:13:25,287.2077602,,,,
6/23/24,19:13:26,10955,6/23/2024 19:13:26,6/23/2024 15:13:26,286.9784656,,,,
6/23/24,19:13:27,10958,6/23/2024 19:13:27,6/23/2024 15:13:27,287.6668992,,,,
6/23/24,19:13:28,10959,6/23/2024 19:13:28,6/23/2024 15:13:28,287.8967438,,,,
6/23/24,19:13:29,10982,6/23/2024 19:13:29,6/23/2024 15:13:29,293.2341547,,,,
6/23/24,19:13:30,10925,6/23/2024 19:13:30,6/23/2024 15:13:30,280.1840973,,,,
6/23/24,19:13:32,10946,6/23/2024 19:13:32,6/23/2024 15:13:32,284.9230345,285.7425045,,,
6/23/24,19:28:23,10955,6/23/2024 19:28:23,6/23/2024 15:28:23,286.9784656,,,,
6/23/24,19:28:24,10892,6/23/2024 19:28:24,6/23/2024 15:28:24,272.8959384,,,,
6/23/24,19:28:25,11000,6/23/2024 19:28:25,6/23/2024 15:28:25,297.48019,,,,
6/23/24,19:28:26,10936,6/23/2024 19:28:26,6/23/2024 15:28:26,282.6564837,,,,
6/23/24,19:28:27,10944,6/23/2024 19:28:27,6/23/2024 15:28:27,284.468275,,,,
6/23/24,19:28:28,10975,6/23/2024 19:28:28,6/23/2024 15:28:28,291.5993338,,,,
6/23/24,19:28:29,10903,6/23/2024 19:28:29,6/23/2024 15:28:29,275.304013,,,,
6/23/24,19:28:30,10985,6/23/2024 19:28:30,6/23/2024 15:28:30,293.937595,,,,
6/23/24,19:28:31,10936,6/23/2024 19:28:31,6/23/2024 15:28:31,282.6564837,,,,
6/23/24,19:28:33,10919,6/23/2024 19:28:33,6/23/2024 15:28:33,278.8446501,284.6821428,,,
6/23/24,19:43:24,10834,6/23/2024 19:43:24,6/23/2024 15:43:24,260.5428379,,,,
6/23/24,19:43:25,10813,6/23/2024 19:43:25,6/23/2024 15:43:25,256.2094005,,,,
6/23/24,19:43:26,10822,6/23/2024 19:43:26,6/23/2024 15:43:26,258.0576918,,,,
6/23/24,19:43:27,10848,6/23/2024 19:43:27,6/23/2024 15:43:27,263.4724391,,,,
6/23/24,19:43:28,10786,6/23/2024 19:43:28,6/23/2024 15:43:28,250.7435762,,,,
6/23/24,19:43:29,10845,6/23/2024 19:43:29,6/23/2024 15:43:29,262.8419069,,,,
6/23/24,19:43:30,10815,6/23/2024 19:43:30,6/23/2024 15:43:30,256.6189845,,,,
6/23/24,19:43:31,10812,6/23/2024 19:43:31,6/23/2024 15:43:31,256.0048537,,,,
6/23/24,19:43:32,10831,6/23/2024 19:43:32,6/23/2024 15:43:32,259.9193167,,,,
6/23/24,19:43:34,10816,6/23/2024 19:43:34,6/23/2024 15:43:34,256.824022,258.1235029,,,
6/23/24,19:58:25,10723,6/23/2024 19:58:25,6/23/2024 15:58:25,238.4391574,,,,
6/23/24,19:58:26,10708,6/23/2024 19:58:26,6/23/2024 15:58:26,235.5996629,,,,
6/23/24,19:58:27,10722,6/23/2024 19:58:27,6/23/2024 15:58:27,238.2487976,,,,
6/23/24,19:58:28,10737,6/23/2024 19:58:28,6/23/2024 15:58:28,241.12022,,,,
6/23/24,19:58:29,10699,6/23/2024 19:58:29,6/23/2024 15:58:29,233.9122232,,,,
6/23/24,19:58:30,10761,6/23/2024 19:58:30,6/23/2024 15:58:30,245.7866515,,,,
6/23/24,19:58:31,10699,6/23/2024 19:58:31,6/23/2024 15:58:31,233.9122232,,,,
6/23/24,19:58:32,10742,6/23/2024 19:58:32,6/23/2024 15:58:32,242.0850307,,,,
6/23/24,19:58:33,10707,6/23/2024 19:58:33,6/23/2024 15:58:33,235.4115701,,,,
6/23/24,19:58:35,10748,6/23/2024 19:58:35,6/23/2024 15:58:35,243.2479009,238.7763437,,,
6/23/24,20:13:26,10782,6/23/2024 20:13:26,6/23/2024 16:13:26,249.9438022,,,,
6/23/24,20:13:27,10744,6/23/2024 20:13:27,6/23/2024 16:13:27,242.4720351,,,,
6/23/24,20:13:28,10785,6/23/2024 20:13:28,6/23/2024 16:13:28,250.5433931,,,,
6/23/24,20:13:29,10713,6/23/2024 20:13:29,6/23/2024 16:13:29,236.5423839,,,,
6/23/24,20:13:30,10766,6/23/2024 20:13:30,6/23/2024 16:13:30,246.7701343,,,,
6/23/24,20:13:31,10735,6/23/2024 20:13:31,6/23/2024 16:13:31,240.7353732,,,,
6/23/24,20:13:32,10752,6/23/2024 20:13:32,6/23/2024 16:13:32,244.0262493,,,,
6/23/24,20:13:33,10762,6/23/2024 20:13:33,6/23/2024 16:13:33,245.983034,,,,
6/23/24,20:13:34,10766,6/23/2024 20:13:34,6/23/2024 16:13:34,246.7701343,,,,
6/23/24,20:13:36,10710,6/23/2024 20:13:36,6/23/2024 16:13:36,235.9762996,243.9762839,,,
6/23/24,20:28:27,10647,6/23/2024 20:28:27,6/23/2024 16:28:27,224.3965365,,,,
6/23/24,20:28:28,10636,6/23/2024 20:28:28,6/23/2024 16:28:28,222.4337478,,,,
6/23/24,20:28:29,10618,6/23/2024 20:28:29,6/23/2024 16:28:29,219.2588758,,,,
6/23/24,20:28:30,10618,6/23/2024 20:28:30,6/23/2024 16:28:30,219.2588758,,,,
6/23/24,20:28:31,10598,6/23/2024 20:28:31,6/23/2024 16:28:31,215.7843604,,,,
6/23/24,20:28:32,10648,6/23/2024 20:28:32,6/23/2024 16:28:32,224.5758284,,,,
6/23/24,20:28:33,10621,6/23/2024 20:28:33,6/23/2024 16:28:33,219.7848566,,,,
6/23/24,20:28:34,10610,6/23/2024 20:28:34,6/23/2024 16:28:34,217.8624061,,,,
6/23/24,20:28:35,10627,6/23/2024 20:28:35,6/23/2024 16:28:35,220.8406065,,,,
6/23/24,20:28:37,10624,6/23/2024 20:28:37,6/23/2024 16:28:37,220.3120991,220.4508193,,,
6/23/24,20:43:28,10375,6/23/2024 20:43:28,6/23/2024 16:43:28,180.5801387,,,,
6/23/24,20:43:29,10392,6/23/2024 20:43:29,6/23/2024 16:43:29,183.0486868,,,,
6/23/24,20:43:30,10394,6/23/2024 20:43:30,6/23/2024 16:43:30,183.3413139,,,,
6/23/24,20:43:31,10379,6/23/2024 20:43:31,6/23/2024 16:43:31,181.1579618,,,,
6/23/24,20:43:32,10385,6/23/2024 20:43:32,6/23/2024 16:43:32,182.0281651,,,,
6/23/24,20:43:33,10386,6/23/2024 20:43:33,6/23/2024 16:43:33,182.1736048,,,,
6/23/24,20:43:34,10378,6/23/2024 20:43:34,6/23/2024 16:43:34,181.0133329,,,,
6/23/24,20:43:35,10376,6/23/2024 20:43:35,6/23/2024 16:43:35,180.7244214,,,,
6/23/24,20:43:36,10402,6/23/2024 20:43:36,6/23/2024 16:43:36,184.5165079,,,,
6/23/24,20:43:38,10366,6/23/2024 20:43:38,6/23/2024 16:43:38,179.2867662,181.78709,,,
6/23/24,20:58:29,10270,6/23/2024 20:58:29,6/23/2024 16:58:29,166.0540937,,,,
6/23/24,20:58:30,10231,6/23/2024 20:58:30,6/23/2024 16:58:30,160.9615003,,,,
6/23/24,20:58:31,10290,6/23/2024 20:58:31,6/23/2024 16:58:31,168.7278626,,,,
6/23/24,20:58:32,10256,6/23/2024 20:58:32,6/23/2024 16:58:32,164.207706,,,,
6/23/24,20:58:33,10271,6/23/2024 20:58:33,6/23/2024 16:58:33,166.1867703,,,,
6/23/24,20:58:34,10279,6/23/2024 20:58:34,6/23/2024 16:58:34,167.2520058,,,,
6/23/24,20:58:35,10252,6/23/2024 20:58:35,6/23/2024 16:58:35,163.6839476,,,,
6/23/24,20:58:36,10250,6/23/2024 20:58:36,6/23/2024 16:58:36,163.4226952,,,,
6/23/24,20:58:37,10276,6/23/2024 20:58:37,6/23/2024 16:58:37,166.8517447,,,,
6/23/24,20:58:39,10264,6/23/2024 20:58:39,6/23/2024 16:58:39,165.260256,165.2608582,,,
6/23/24,21:13:30,10093,6/23/2024 21:13:30,6/23/2024 17:13:30,144.1634629,,,,
6/23/24,21:13:31,10049,6/23/2024 21:13:31,6/23/2024 17:13:31,139.1852859,,,,
6/23/24,21:13:32,10100,6/23/2024 21:13:32,6/23/2024 17:13:32,144.9717002,,,,
6/23/24,21:13:33,10092,6/23/2024 21:13:33,6/23/2024 17:13:33,144.0483689,,,,
6/23/24,21:13:34,10088,6/23/2024 21:13:34,6/23/2024 17:13:34,143.5889109,,,,
6/23/24,21:13:35,10069,6/23/2024 21:13:35,6/23/2024 17:13:35,141.4264187,,,,
6/23/24,21:13:36,10094,6/23/2024 21:13:36,6/23/2024 17:13:36,144.2786489,,,,
6/23/24,21:13:37,10108,6/23/2024 21:13:37,6/23/2024 17:13:37,145.9009499,,,,
6/23/24,21:13:38,10074,6/23/2024 21:13:38,6/23/2024 17:13:38,141.9923179,,,,
6/23/24,21:13:40,10096,6/23/2024 21:13:40,6/23/2024 17:13:40,144.5092971,143.4065361,,,
6/23/24,21:28:31,9960,6/23/2024 21:28:31,6/23/2024 17:28:31,129.6351293,,,,
6/23/24,21:28:32,9947,6/23/2024 21:28:32,6/23/2024 17:28:32,128.2961173,,,,
6/23/24,21:28:33,9964,6/23/2024 21:28:33,6/23/2024 17:28:33,130.0499378,,,,
6/23/24,21:28:34,9959,6/23/2024 21:28:34,6/23/2024 17:28:34,129.531634,,,,
6/23/24,21:28:35,9949,6/23/2024 21:28:35,6/23/2024 17:28:35,128.5012153,,,,
6/23/24,21:28:36,9952,6/23/2024 21:28:36,6/23/2024 17:28:36,128.8094773,,,,
6/23/24,21:28:37,9945,6/23/2024 21:28:37,6/23/2024 17:28:37,128.0913466,,,,
6/23/24,21:28:38,9945,6/23/2024 21:28:38,6/23/2024 17:28:38,128.0913466,,,,
6/23/24,21:28:39,9962,6/23/2024 21:28:39,6/23/2024 17:28:39,129.8423679,,,,
6/23/24,21:28:41,9960,6/23/2024 21:28:41,6/23/2024 17:28:41,129.6351293,129.0483701,,,
6/23/24,21:43:32,9771,6/23/2024 21:43:32,6/23/2024 17:43:32,111.4720514,,,,
6/23/24,21:43:33,9800,6/23/2024 21:43:33,6/23/2024 17:43:33,114.0840577,,,,
6/23/24,21:43:34,9789,6/23/2024 21:43:34,6/23/2024 17:43:34,113.0861684,,,,
6/23/24,21:43:35,9778,6/23/2024 21:43:35,6/23/2024 17:43:35,112.0970077,,,,
6/23/24,21:43:36,9795,6/23/2024 21:43:36,6/23/2024 17:43:36,113.6293847,,,,
6/23/24,21:43:37,9778,6/23/2024 21:43:37,6/23/2024 17:43:37,112.0970077,,,,
6/23/24,21:43:38,9784,6/23/2024 21:43:38,6/23/2024 17:43:38,112.6354725,,,,
6/23/24,21:43:39,9771,6/23/2024 21:43:39,6/23/2024 17:43:39,111.4720514,,,,
6/23/24,21:43:40,9799,6/23/2024 21:43:40,6/23/2024 17:43:40,113.9929778,,,,
6/23/24,21:43:42,9786,6/23/2024 21:43:42,6/23/2024 17:43:42,112.8155349,112.7381714,,,
6/23/24,21:58:33,9644,6/23/2024 21:58:33,6/23/2024 17:58:33,100.7197543,,,,
6/23/24,21:58:34,9632,6/23/2024 21:58:34,6/23/2024 17:58:34,99.7590551,,,,
6/23/24,21:58:35,9626,6/23/2024 21:58:35,6/23/2024 17:58:35,99.28214727,,,,
6/23/24,21:58:36,9654,6/23/2024 21:58:36,6/23/2024 17:58:36,101.5274006,,,,
6/23/24,21:58:37,9640,6/23/2024 21:58:37,6/23/2024 17:58:37,100.3984977,,,,
6/23/24,21:58:38,9625,6/23/2024 21:58:38,6/23/2024 17:58:38,99.20288458,,,,
6/23/24,21:58:39,9642,6/23/2024 21:58:39,6/23/2024 17:58:39,100.5589977,,,,
6/23/24,21:58:40,9633,6/23/2024 21:58:40,6/23/2024 17:58:40,99.83876217,,,,
6/23/24,21:58:41,9643,6/23/2024 21:58:41,6/23/2024 17:58:41,100.6393439,,,,
6/23/24,21:58:43,9642,6/23/2024 21:58:43,6/23/2024 17:58:43,100.5589977,100.2485841,,,
6/23/24,22:13:34,9494,6/23/2024 22:13:34,6/23/2024 18:13:34,89.34814113,,,,
6/23/24,22:13:35,9490,6/23/2024 22:13:35,6/23/2024 18:13:35,89.06315546,,,,
6/23/24,22:13:36,9483,6/23/2024 22:13:36,6/23/2024 18:13:36,88.56661606,,,,
6/23/24,22:13:37,9484,6/23/2024 22:13:37,6/23/2024 18:13:37,88.63738041,,,,
6/23/24,22:13:38,9471,6/23/2024 22:13:38,6/23/2024 18:13:38,87.72183758,,,,
6/23/24,22:13:39,9501,6/23/2024 22:13:39,6/23/2024 18:13:39,89.84906207,,,,
6/23/24,22:13:40,9485,6/23/2024 22:13:40,6/23/2024 18:13:40,88.70820131,,,,
6/23/24,22:13:41,9475,6/23/2024 22:13:41,6/23/2024 18:13:41,88.00253128,,,,
6/23/24,22:13:42,9484,6/23/2024 22:13:42,6/23/2024 18:13:42,88.63738041,,,,
6/23/24,22:13:44,9463,6/23/2024 22:13:44,6/23/2024 18:13:44,87.16313324,88.5697439,,,
6/23/24,22:28:35,8473,6/23/2024 22:28:35,6/23/2024 18:28:35,39.53124877,,,,
6/23/24,22:28:36,8479,6/23/2024 22:28:36,6/23/2024 18:28:36,39.72113953,,,,
6/23/24,22:28:37,8513,6/23/2024 22:28:37,6/23/2024 18:28:37,40.814546,,,,
6/23/24,22:28:38,8569,6/23/2024 22:28:38,6/23/2024 18:28:38,42.68145155,,,,
6/23/24,22:28:39,8635,6/23/2024 22:28:39,6/23/2024 18:28:39,44.99165832,,,,
6/23/24,22:28:40,8761,6/23/2024 22:28:40,6/23/2024 18:28:40,49.75497077,,,,
6/23/24,22:28:41,8884,6/23/2024 22:28:41,6/23/2024 18:28:41,54.89090197,,,,
6/23/24,22:28:42,9065,6/23/2024 22:28:42,6/23/2024 18:28:42,63.42817148,,,,
6/23/24,22:28:43,9199,6/23/2024 22:28:43,6/23/2024 18:28:43,70.59298617,,,,
6/23/24,22:28:45,9292,6/23/2024 22:28:45,6/23/2024 18:28:45,76.03606232,52.24431369,,,
6/23/24,22:43:36,9251,6/23/2024 22:43:36,6/23/2024 18:43:36,73.58652943,,,,
6/23/24,22:43:37,9268,6/23/2024 22:43:37,6/23/2024 18:43:37,74.59246448,,,,
6/23/24,22:43:38,9266,6/23/2024 22:43:38,6/23/2024 18:43:38,74.47340906,,,,
6/23/24,22:43:39,9250,6/23/2024 22:43:39,6/23/2024 18:43:39,73.52778104,,,,
6/23/24,22:43:40,9247,6/23/2024 22:43:40,6/23/2024 18:43:40,73.35181714,,,,
6/23/24,22:43:41,9244,6/23/2024 22:43:41,6/23/2024 18:43:41,73.17627435,,,,
6/23/24,22:43:42,9256,6/23/2024 22:43:42,6/23/2024 18:43:42,73.88097621,,,,
6/23/24,22:43:43,9255,6/23/2024 22:43:43,6/23/2024 18:43:43,73.82199275,,,,
6/23/24,22:43:44,9248,6/23/2024 22:43:44,6/23/2024 18:43:44,73.41042493,,,,
6/23/24,22:43:46,9232,6/23/2024 22:43:46,6/23/2024 18:43:46,72.47829418,73.62999636,,,
6/23/24,22:58:37,8752,6/23/2024 22:58:37,6/23/2024 18:58:37,49.39860983,,,,
6/23/24,22:58:38,8715,6/23/2024 22:58:38,6/23/2024 18:58:38,47.96018764,,,,
6/23/24,22:58:39,8686,6/23/2024 22:58:39,6/23/2024 18:58:39,46.86211735,,,,
6/23/24,22:58:40,8673,6/23/2024 22:58:40,6/23/2024 18:58:40,46.37807467,,,,
6/23/24,22:58:41,8642,6/23/2024 22:58:41,6/23/2024 18:58:41,45.24389932,,,,
6/23/24,22:58:42,8599,6/23/2024 22:58:42,6/23/2024 18:58:42,43.71646212,,,,
6/23/24,22:58:43,8584,6/23/2024 22:58:43,6/23/2024 18:58:43,43.19585698,,,,
6/23/24,22:58:44,8556,6/23/2024 22:58:44,6/23/2024 18:58:44,42.24059131,,,,
6/23/24,22:58:45,8539,6/23/2024 22:58:45,6/23/2024 18:58:45,41.67094541,,,,
6/23/24,22:58:47,8506,6/23/2024 22:58:47,6/23/2024 18:58:47,40.58699927,44.72537439,,,
6/23/24,23:13:38,8016,6/23/2024 23:13:38,6/23/2024 19:13:38,27.44259007,,,,
6/23/24,23:13:39,7978,6/23/2024 23:13:39,6/23/2024 19:13:39,26.6222271,,,,
6/23/24,23:13:40,7937,6/23/2024 23:13:40,6/23/2024 19:13:40,25.76458115,,,,
6/23/24,23:13:41,7911,6/23/2024 23:13:41,6/23/2024 19:13:41,25.23508099,,,,
6/23/24,23:13:42,7886,6/23/2024 23:13:42,6/23/2024 19:13:42,24.7362112,,,,
6/23/24,23:13:43,7875,6/23/2024 23:13:43,6/23/2024 19:13:43,24.51984442,,,,
6/23/24,23:13:44,7852,6/23/2024 23:13:44,6/23/2024 19:13:44,24.07353732,,,,
6/23/24,23:13:45,7820,6/23/2024 23:13:45,6/23/2024 19:13:45,23.46606991,,,,
6/23/24,23:13:46,7815,6/23/2024 23:13:46,6/23/2024 19:13:46,23.37254775,,,,
6/23/24,23:13:48,7809,6/23/2024 23:13:48,6/23/2024 19:13:48,23.26081302,24.84935029,,,
6/23/24,23:28:39,7926,6/23/2024 23:28:39,6/23/2024 19:28:39,25.53921926,,,,
6/23/24,23:28:40,7913,6/23/2024 23:28:40,6/23/2024 19:28:40,25.27542255,,,,
6/23/24,23:28:41,7910,6/23/2024 23:28:41,6/23/2024 19:28:41,25.21493437,,,,
6/23/24,23:28:42,7929,6/23/2024 23:28:42,6/23/2024 19:28:42,25.60048537,,,,
6/23/24,23:28:43,7910,6/23/2024 23:28:43,6/23/2024 19:28:43,25.21493437,,,,
6/23/24,23:28:44,7909,6/23/2024 23:28:44,6/23/2024 19:28:44,25.19480382,,,,
6/23/24,23:28:45,7942,6/23/2024 23:28:45,6/23/2024 19:28:45,25.86767472,,,,
6/23/24,23:28:46,7918,6/23/2024 23:28:46,6/23/2024 19:28:46,25.37655881,,,,
6/23/24,23:28:47,7904,6/23/2024 23:28:47,6/23/2024 19:28:47,25.09439193,,,,
6/23/24,23:28:49,7942,6/23/2024 23:28:49,6/23/2024 19:28:49,25.86767472,25.42460999,,,
6/23/24,23:43:40,7441,6/23/2024 23:43:40,6/23/2024 19:43:40,17.33724458,,,,
6/23/24,23:43:41,7423,6/23/2024 23:43:41,6/23/2024 19:43:41,17.08978423,,,,
6/23/24,23:43:42,7427,6/23/2024 23:43:42,6/23/2024 19:43:42,17.14446839,,,,
6/23/24,23:43:43,7440,6/23/2024 23:43:43,6/23/2024 19:43:43,17.32340325,,,,
6/23/24,23:43:44,7412,6/23/2024 23:43:44,6/23/2024 19:43:44,16.94030048,,,,
6/23/24,23:43:45,7401,6/23/2024 23:43:45,6/23/2024 19:43:45,16.79212427,,,,
6/23/24,23:43:46,7444,6/23/2024 23:43:46,6/23/2024 19:43:46,17.37883495,,,,
6/23/24,23:43:47,7438,6/23/2024 23:43:47,6/23/2024 19:43:47,17.29575374,,,,
6/23/24,23:43:48,7407,6/23/2024 23:43:48,6/23/2024 19:43:48,16.87278626,,,,
6/23/24,23:43:50,7418,6/23/2024 23:43:50,6/23/2024 19:43:50,17.02167425,17.11963744,,,
