Date,Time,PAR (raw),PAR (CALC)
6/25/21,17:52:00,8268,29.64511244
6/25/21,17:52:01,8266,29.59781291
6/25/21,17:52:02,8483,35.19673182
6/25/21,17:52:04,8310,30.65605092
6/25/21,17:52:05,8890,48.71085794
6/25/21,17:52:06,8945,50.89750737
6/25/21,17:52:07,8407,33.12455485
6/25/21,17:52:08,8086,25.63576642
6/25/21,17:52:09,8475,34.97263973
6/25/21,17:52:10,7871,21.59220867
6/25/21,17:57:01,6354,6.431192672
6/25/21,17:57:02,6332,6.319216384
6/25/21,17:57:03,6374,6.534710219
6/25/21,17:57:04,6377,6.550380913
6/25/21,17:57:05,6380,6.566089187
6/25/21,17:57:06,6367,6.498290903
6/25/21,17:57:07,6472,7.066541538
6/25/21,17:57:08,6384,6.587092164
6/25/21,17:57:09,6383,6.58183513
6/25/21,17:57:11,6361,6.46723594
6/25/21,18:02:02,4285,1.232778753
6/25/21,18:02:03,4305,1.252621765
6/25/21,18:02:04,4313,1.260648115
6/25/21,18:02:05,4310,1.257632224
6/25/21,18:02:06,4334,1.281962827
6/25/21,18:02:07,4316,1.263671237
6/25/21,18:02:08,4324,1.271768388
6/25/21,18:02:09,4321,1.268725894
6/25/21,18:02:10,4322,1.269739249
6/25/21,18:02:12,4336,1.2840115
6/25/21,18:07:03,6396,6.650505051
6/25/21,18:07:04,6384,6.587092164
6/25/21,18:07:05,6432,6.844430069
6/25/21,18:07:06,6429,6.828055912
6/25/21,18:07:07,6394,6.639894001
6/25/21,18:07:08,6418,6.768351763
6/25/21,18:07:09,6435,6.860843494
6/25/21,18:07:10,6416,6.757552686
6/25/21,18:07:11,6406,6.703815202
6/25/21,18:07:12,6451,6.949048819
6/25/21,18:12:03,3982,0.9678827
6/25/21,18:12:04,4073,1.04082119
6/25/21,18:12:05,4227,1.176993823
6/25/21,18:12:06,5267,2.70012859
6/25/21,18:12:07,5053,2.276050799
6/25/21,18:12:08,5410,3.026692904
6/25/21,18:12:09,5406,3.017042278
6/25/21,18:12:10,5106,2.374429091
6/25/21,18:12:11,5362,2.912894852
6/25/21,18:12:12,5490,3.226321257
6/25/21,18:17:03,1133,0.099531065
6/25/21,18:17:04,1115,0.098110913
6/25/21,18:17:05,1113,0.097954375
6/25/21,18:17:06,1108,0.09756412
6/25/21,18:17:07,1106,0.097408454
6/25/21,18:17:08,1119,0.098424741
6/25/21,18:17:09,1119,0.098424741
6/25/21,18:17:10,1125,0.098897366
6/25/21,18:17:11,1108,0.09756412
6/25/21,18:17:13,1087,0.095941959
6/25/21,18:22:04,1122,0.098660771
6/25/21,18:22:05,1135,0.099690123
6/25/21,18:22:06,1169,0.102433335
6/25/21,18:22:07,1199,0.104916437
6/25/21,18:22:08,1194,0.104498445
6/25/21,18:22:09,1171,0.102597031
6/25/21,18:22:10,1152,0.101052421
6/25/21,18:22:11,1172,0.102678977
6/25/21,18:22:12,1198,0.104832705
6/25/21,18:22:14,1203,0.105252033
6/25/21,18:27:05,3995,0.977980861
6/25/21,18:27:06,3970,0.958653892
6/25/21,18:27:07,3933,0.930748696
6/25/21,18:27:08,4003,0.984247411
6/25/21,18:27:09,3976,0.963257244
6/25/21,18:27:10,4037,1.011331333
6/25/21,18:27:11,3988,0.972530368
6/25/21,18:27:12,3962,0.952550293
6/25/21,18:27:13,3889,0.89861952
6/25/21,18:27:15,3790,0.830325785
6/25/21,18:32:06,4104,1.066903366
6/25/21,18:32:07,4044,1.016999284
6/25/21,18:32:08,3984,0.96942945
6/25/21,18:32:09,4061,1.03089691
6/25/21,18:32:10,4061,1.03089691
6/25/21,18:32:11,4027,1.003289013
6/25/21,18:32:12,4002,0.983461901
6/25/21,18:32:13,3785,0.827017733
6/25/21,18:32:14,3513,0.665581693
6/25/21,18:32:16,3299,0.561046518
6/25/21,18:37:07,9497,79.08558766
6/25/21,18:37:08,9470,77.39899986
6/25/21,18:37:09,9484,78.26898787
6/25/21,18:37:10,9518,80.42274631
6/25/21,18:37:11,9547,82.30654621
6/25/21,18:37:12,9542,81.9786335
6/25/21,18:37:13,9537,81.6520272
6/25/21,18:37:14,9525,80.87347118
6/25/21,18:37:15,9530,81.19696327
6/25/21,18:37:17,9518,80.42274631
6/25/21,18:42:08,9661,90.1493938
6/25/21,18:42:09,9658,89.93372641
6/25/21,18:42:10,9660,90.07744727
6/25/21,18:42:11,9659,90.00555815
6/25/21,18:42:12,9657,89.86195199
6/25/21,18:42:13,9655,89.71857496
6/25/21,18:42:14,9657,89.86195199
6/25/21,18:42:15,9655,89.71857496
6/25/21,18:42:16,9650,89.36113242
6/25/21,18:42:18,9651,89.43250682
6/25/21,18:47:09,9699,92.92636623
6/25/21,18:47:10,9701,93.07486956
6/25/21,18:47:11,9698,92.85220345
6/25/21,18:47:12,9697,92.77809985
6/25/21,18:47:13,9701,93.07486956
6/25/21,18:47:14,9703,93.2236102
6/25/21,18:47:15,9702,93.14921019
6/25/21,18:47:16,9701,93.07486956
6/25/21,18:47:17,9699,92.92636623
6/25/21,18:47:19,9701,93.07486956
6/25/21,18:52:10,9679,91.45430258
6/25/21,18:52:11,9676,91.23551341
6/25/21,18:52:12,9680,91.52734883
6/25/21,18:52:13,9689,92.18739618
6/25/21,18:52:14,9683,91.74683784
6/25/21,18:52:15,9673,91.01724765
6/25/21,18:52:16,9677,91.30838491
6/25/21,18:52:17,9688,92.11382316
6/25/21,18:52:18,9688,92.11382316
6/25/21,18:52:20,9679,91.45430258
6/25/21,18:57:11,9722,94.64855536
6/25/21,18:57:12,9717,94.27147157
6/25/21,18:57:13,9715,94.12105904
6/25/21,18:57:14,9714,94.04594279
6/25/21,18:57:15,9713,93.97088649
6/25/21,18:57:16,9713,93.97088649
6/25/21,18:57:17,9717,94.27147157
6/25/21,18:57:18,9722,94.64855536
6/25/21,18:57:19,9717,94.27147157
6/25/21,18:57:21,9713,93.97088649
6/25/21,19:02:12,9823,102.5970312
6/25/21,19:02:13,9824,102.6789774
6/25/21,19:02:14,9829,103.089691
6/25/21,19:02:15,9830,103.1720307
6/25/21,19:02:16,9832,103.3369073
6/25/21,19:02:17,9831,103.2544361
6/25/21,19:02:18,9824,102.6789774
6/25/21,19:02:19,9818,102.1882804
6/25/21,19:02:20,9828,103.0074171
6/25/21,19:02:22,9832,103.3369073
6/25/21,19:07:13,9832,103.3369073
6/25/21,19:07:14,9831,103.2544361
6/25/21,19:07:15,9829,103.089691
6/25/21,19:07:16,9831,103.2544361
6/25/21,19:07:17,9836,103.6674515
6/25/21,19:07:18,9837,103.7502527
6/25/21,19:07:19,9830,103.1720307
6/25/21,19:07:20,9824,102.6789774
6/25/21,19:07:21,9831,103.2544361
6/25/21,19:07:23,9830,103.1720307
6/25/21,19:12:14,9202,62.48976017
6/25/21,19:12:15,9198,62.29051124
6/25/21,19:12:16,9201,62.43988826
6/25/21,19:12:17,9194,62.09189762
6/25/21,19:12:18,9185,61.64732934
6/25/21,19:12:19,9181,61.45076651
6/25/21,19:12:20,9182,61.49984838
6/25/21,19:12:21,9182,61.49984838
6/25/21,19:12:22,9179,61.35272025
6/25/21,19:12:24,9174,61.10828846
6/25/21,19:17:15,7716,19.07885335
6/25/21,19:17:16,7712,19.01802033
6/25/21,19:17:17,7706,18.92713429
6/25/21,19:17:18,7708,18.95738127
6/25/21,19:17:19,7709,18.97252288
6/25/21,19:17:20,7706,18.92713429
6/25/21,19:17:21,7702,18.86678502
6/25/21,19:17:22,7695,18.76163646
6/25/21,19:17:23,7693,18.73170179
6/25/21,19:17:25,7695,18.76163646
6/25/21,19:22:16,7237,13.01557935
6/25/21,19:22:17,7229,12.93271119
6/25/21,19:22:18,7231,12.95337863
6/25/21,19:22:19,7231,12.95337863
6/25/21,19:22:20,7223,12.8709065
6/25/21,19:22:21,7216,12.79917422
6/25/21,19:22:22,7215,12.78895944
6/25/21,19:22:23,7215,12.78895944
6/25/21,19:22:24,7214,12.77875282
6/25/21,19:22:26,7209,12.72784173
6/25/21,19:27:17,6540,7.460797962
6/25/21,19:27:18,6540,7.460797962
6/25/21,19:27:19,6538,7.448894069
6/25/21,19:27:20,6539,7.45484364
6/25/21,19:27:21,6546,7.496623903
6/25/21,19:27:22,6546,7.496623903
6/25/21,19:27:23,6545,7.490640988
6/25/21,19:27:24,6568,7.629463811
6/25/21,19:27:25,6562,7.593003036
6/25/21,19:27:27,6557,7.562752196
6/25/21,19:32:18,6983,10.62652779
6/25/21,19:32:19,6978,10.58419126
6/25/21,19:32:20,6976,10.56730391
6/25/21,19:32:21,6983,10.62652779
6/25/21,19:32:22,6986,10.65201095
6/25/21,19:32:23,6995,10.72882768
6/25/21,19:32:24,7008,10.8407642
6/25/21,19:32:25,7012,10.8754406
6/25/21,19:32:26,7003,10.79757414
6/25/21,19:32:28,7010,10.85808856
6/25/21,19:37:19,7603,17.43293768
6/25/21,19:37:20,7588,17.22540605
6/25/21,19:37:21,7582,17.14308681
6/25/21,19:37:22,7586,17.19792247
6/25/21,19:37:23,7583,17.15677931
6/25/21,19:37:24,7586,17.19792247
6/25/21,19:37:25,7577,17.07478804
6/25/21,19:37:26,7564,16.89848198
6/25/21,19:37:27,7563,16.88499561
6/25/21,19:37:29,7559,16.83115772
6/25/21,19:42:20,8744,43.35125211
6/25/21,19:42:21,8738,43.14407893
6/25/21,19:42:22,8734,43.00651381
6/25/21,19:42:23,8737,43.10964646
6/25/21,19:42:24,8751,43.59421183
6/25/21,19:42:25,8757,43.80354649
6/25/21,19:42:26,8755,43.73365682
6/25/21,19:42:27,8752,43.62903134
6/25/21,19:42:28,8756,43.7685877
6/25/21,19:42:30,8764,44.04904107
6/25/21,19:47:21,8700,41.85477943
6/25/21,19:47:22,8702,41.92166652
6/25/21,19:47:23,8697,41.75464885
6/25/21,19:47:24,8691,41.55510575
6/25/21,19:47:25,8682,41.25757769
6/25/21,19:47:26,8678,41.12602769
6/25/21,19:47:27,8680,41.19175017
6/25/21,19:47:28,8680,41.19175017
6/25/21,19:47:29,8680,41.19175017
6/25/21,19:47:31,8668,40.79898485
6/25/21,19:52:22,8207,28.23591872
6/25/21,19:52:23,8206,28.21338416
6/25/21,19:52:24,8211,28.32623707
6/25/21,19:52:25,8208,28.25847127
6/25/21,19:52:26,8199,28.05614504
6/25/21,19:52:27,8191,27.87751594
6/25/21,19:52:28,8189,27.83303666
6/25/21,19:52:29,8185,27.74429087
6/25/21,19:52:30,8180,27.63375646
6/25/21,19:52:32,8176,27.54564609
6/25/21,19:57:23,8919,49.85184744
6/25/21,19:57:24,8910,49.494916
6/25/21,19:57:25,8902,49.17978961
6/25/21,19:57:26,8896,48.94476218
6/25/21,19:57:27,8901,49.14054014
6/25/21,19:57:28,8917,49.77230755
6/25/21,19:57:29,8908,49.41594561
6/25/21,19:57:30,8901,49.14054014
6/25/21,19:57:31,8892,48.78870155
6/25/21,19:57:33,8894,48.86666957
6/25/21,20:02:24,8250,29.22212341
6/25/21,20:02:25,8276,29.83506766
6/25/21,20:02:26,8293,30.24277357
6/25/21,20:02:27,8300,30.41226754
6/25/21,20:02:28,8314,30.75411056
6/25/21,20:02:29,8315,30.77867444
6/25/21,20:02:30,8314,30.75411056
6/25/21,20:02:31,8327,31.07497584
6/25/21,20:02:32,8325,31.02539492
6/25/21,20:02:34,8329,31.12463599
6/25/21,20:07:25,9256,65.24283922
6/25/21,20:07:26,9262,65.55612824
6/25/21,20:07:27,9253,65.08675661
6/25/21,20:07:28,9264,65.66089187
6/25/21,20:07:29,9281,66.55816933
6/25/21,20:07:30,9286,66.82440053
6/25/21,20:07:31,9281,66.55816933
6/25/21,20:07:32,9258,65.34710219
6/25/21,20:07:33,9262,65.55612824
6/25/21,20:07:35,9258,65.34710219
6/25/21,20:12:26,8731,42.9036279
6/25/21,20:12:27,8736,43.07524146
6/25/21,20:12:28,8738,43.14407893
6/25/21,20:12:29,8739,43.17853891
6/25/21,20:12:30,8733,42.97219112
6/25/21,20:12:31,8735,43.04086392
6/25/21,20:12:32,8743,43.31665429
6/25/21,20:12:33,8736,43.07524146
6/25/21,20:12:34,8734,43.00651381
6/25/21,20:12:36,8738,43.14407893
6/25/21,20:17:27,8300,30.41226754
6/25/21,20:17:28,8296,30.31529787
6/25/21,20:17:29,8302,30.46086863
6/25/21,20:17:30,8296,30.31529787
6/25/21,20:17:31,8289,30.14634433
6/25/21,20:17:32,8284,30.02624004
6/25/21,20:17:33,8282,29.97833241
6/25/21,20:17:34,8280,29.93050122
6/25/21,20:17:35,8282,29.97833241
6/25/21,20:17:37,8277,29.85889748
6/25/21,20:22:28,7864,21.47187075
6/25/21,20:22:29,7866,21.50618441
6/25/21,20:22:30,7870,21.57497634
6/25/21,20:22:31,7868,21.54055291
6/25/21,20:22:32,7864,21.47187075
6/25/21,20:22:33,7865,21.48902073
6/25/21,20:22:34,7867,21.5233618
6/25/21,20:22:35,7870,21.57497634
6/25/21,20:22:36,7872,21.60945477
6/25/21,20:22:38,7874,21.64398831
6/25/21,20:27:29,8009,24.10722808
6/25/21,20:27:30,8009,24.10722808
6/25/21,20:27:31,8002,23.97287342
6/25/21,20:27:32,7994,23.82024188
6/25/21,20:27:33,7991,23.76325592
6/25/21,20:27:34,7990,23.74429091
6/25/21,20:27:35,7996,23.85830842
6/25/21,20:27:36,7987,23.68748666
6/25/21,20:27:37,7980,23.55547131
6/25/21,20:27:39,7963,23.2379176
6/25/21,20:32:30,8716,42.39287864
6/25/21,20:32:31,8712,42.25770872
6/25/21,20:32:32,8696,41.72132525
6/25/21,20:32:33,8703,41.95515013
6/25/21,20:32:34,8700,41.85477943
6/25/21,20:32:35,8690,41.5219414
6/25/21,20:32:36,8678,41.12602769
6/25/21,20:32:37,8665,40.70138008
6/25/21,20:32:38,8659,40.50687049
6/25/21,20:32:40,8662,40.60400881
6/25/21,20:37:31,8929,50.25145762
6/25/21,20:37:32,8918,49.81206162
6/25/21,20:37:33,8917,49.77230755
6/25/21,20:37:34,8918,49.81206162
6/25/21,20:37:35,8936,50.53308917
6/25/21,20:37:36,8931,50.33176323
6/25/21,20:37:37,8925,50.09123059
6/25/21,20:37:38,8922,49.97139567
6/25/21,20:37:39,8915,49.69289457
6/25/21,20:37:41,8916,49.73258521
6/25/21,20:42:32,8934,50.45246234
6/25/21,20:42:33,8937,50.57345089
6/25/21,20:42:34,8937,50.57345089
6/25/21,20:42:35,8937,50.57345089
6/25/21,20:42:36,8938,50.61384484
6/25/21,20:42:37,8935,50.49275966
6/25/21,20:42:38,8941,50.7352204
6/25/21,20:42:39,8941,50.7352204
6/25/21,20:42:40,8935,50.49275966
6/25/21,20:42:42,8940,50.69472958
6/25/21,20:47:33,9268,65.87092164
6/25/21,20:47:34,9286,66.82440053
6/25/21,20:47:35,9291,67.09169664
6/25/21,20:47:36,9297,67.41386368
6/25/21,20:47:37,9306,67.90001719
6/25/21,20:47:38,9306,67.90001719
6/25/21,20:47:39,9300,67.57552686
6/25/21,20:47:40,9301,67.62950069
6/25/21,20:47:41,9303,67.73757772
6/25/21,20:47:43,9303,67.73757772
6/25/21,20:52:34,9341,69.82417396
6/25/21,20:52:35,9342,69.87994382
6/25/21,20:52:36,9334,69.43502914
6/25/21,20:52:37,9329,69.15839709
6/25/21,20:52:38,9336,69.54599154
6/25/21,20:52:39,9346,70.1034691
6/25/21,20:52:40,9349,70.27158214
6/25/21,20:52:41,9327,69.0480531
6/25/21,20:52:42,9320,68.66323377
6/25/21,20:52:44,9337,69.60153921
6/25/21,20:57:35,9197,62.24079836
6/25/21,20:57:36,9200,62.39005616
6/25/21,20:57:37,9210,62.89017207
6/25/21,20:57:38,9196,62.19112515
6/25/21,20:57:39,9195,62.14149158
6/25/21,20:57:40,9192,61.99282842
6/25/21,20:57:41,9200,62.39005616
6/25/21,20:57:42,9202,62.48976017
6/25/21,20:57:43,9199,62.34026383
6/25/21,20:57:45,9197,62.24079836
6/25/21,21:02:36,9264,65.66089187
6/25/21,21:02:37,9259,65.39929614
6/25/21,21:02:38,9261,65.50380913
6/25/21,21:02:39,9271,66.02888474
6/25/21,21:02:40,9273,66.13440386
6/25/21,21:02:41,9272,66.08162324
6/25/21,21:02:42,9270,65.97618833
6/25/21,21:02:43,9272,66.08162324
6/25/21,21:02:44,9268,65.87092164
6/25/21,21:02:46,9277,66.34594826
6/25/21,21:07:37,9689,92.18739618
6/25/21,21:07:38,9721,94.57301813
6/25/21,21:07:39,9715,94.12105904
6/25/21,21:07:40,9738,95.86538921
6/25/21,21:07:41,9725,94.87552925
6/25/21,21:07:42,9733,95.4834575
6/25/21,21:07:43,9723,94.72415292
6/25/21,21:07:44,9687,92.04030885
6/25/21,21:07:45,9673,91.01724765
6/25/21,21:07:47,9643,88.86310402
6/25/21,21:12:38,9662,90.2213978
6/25/21,21:12:39,9686,91.96685321
6/25/21,21:12:40,9658,89.93372641
6/25/21,21:12:41,9650,89.36113242
6/25/21,21:12:42,9625,87.59516756
6/25/21,21:12:43,9631,88.01579003
6/25/21,21:12:44,9644,88.93408064
6/25/21,21:12:45,9726,94.9513081
6/25/21,21:12:46,9751,96.86557663
6/25/21,21:12:48,9777,98.89736596
6/25/21,21:17:39,9791,100.0090021
6/25/21,21:17:40,9774,98.6607705
6/25/21,21:17:41,9776,98.81843783
6/25/21,21:17:42,9786,99.61056202
6/25/21,21:17:43,9782,99.29295322
6/25/21,21:17:44,9767,98.11091326
6/25/21,21:17:45,9777,98.89736596
6/25/21,21:17:46,9757,97.3307146
6/25/21,21:17:47,9768,98.18927627
6/25/21,21:17:49,9779,99.05541139
6/25/21,21:22:40,9746,96.47966014
6/25/21,21:22:41,9751,96.86557663
6/25/21,21:22:42,9746,96.47966014
6/25/21,21:22:43,9773,98.5820312
6/25/21,21:22:44,9747,96.55672024
6/25/21,21:22:45,9741,96.09528115
6/25/21,21:22:46,9757,97.3307146
6/25/21,21:22:47,9756,97.25303679
6/25/21,21:22:48,9768,98.18927627
6/25/21,21:22:50,9764,97.87619926
6/25/21,21:27:41,9735,95.63604725
6/25/21,21:27:42,9711,93.82095355
6/25/21,21:27:43,9728,95.10304743
6/25/21,21:27:44,9714,94.04594279
6/25/21,21:27:45,9711,93.82095355
6/25/21,21:27:46,9730,95.25502925
6/25/21,21:27:47,9703,93.2236102
6/25/21,21:27:48,9718,94.34676795
6/25/21,21:27:49,9724,94.79981087
6/25/21,21:27:51,9709,93.67125984
6/25/21,21:32:42,9496,79.02247094
6/25/21,21:32:43,9515,80.23034829
6/25/21,21:32:44,9488,78.51934721
6/25/21,21:32:45,9476,77.77066145
6/25/21,21:32:46,9451,76.23374879
6/25/21,21:32:47,9458,76.66099667
6/25/21,21:32:48,9480,78.01942679
6/25/21,21:32:49,9438,75.44659572
6/25/21,21:32:50,9360,70.89145314
6/25/21,21:32:52,9361,70.94807547
6/25/21,21:37:43,9463,76.96763895
6/25/21,21:37:44,9462,76.90621252
6/25/21,21:37:45,9465,77.09063902
6/25/21,21:37:46,9469,77.33722918
6/25/21,21:37:47,9469,77.33722918
6/25/21,21:37:48,9462,76.90621252
6/25/21,21:37:49,9454,76.41656268
6/25/21,21:37:50,9459,76.72222723
6/25/21,21:37:51,9455,76.47759801
6/25/21,21:37:53,9458,76.66099667
6/25/21,21:42:44,9263,65.60848914
6/25/21,21:42:45,9251,64.98290903
6/25/21,21:42:46,9254,65.13874261
6/25/21,21:42:47,9248,64.82744826
6/25/21,21:42:48,9247,64.77571069
6/25/21,21:42:49,9258,65.34710219
6/25/21,21:42:50,9253,65.08675661
6/25/21,21:42:51,9241,64.46615124
6/25/21,21:42:52,9240,64.41470202
6/25/21,21:42:54,9239,64.36329386
6/25/21,21:47:45,9257,65.2949499
6/25/21,21:47:46,9253,65.08675661
6/25/21,21:47:47,9255,65.19077014
6/25/21,21:47:48,9254,65.13874261
6/25/21,21:47:49,9252,65.03481209
6/25/21,21:47:50,9259,65.39929614
6/25/21,21:47:51,9259,65.39929614
6/25/21,21:47:52,9256,65.24283922
6/25/21,21:47:53,9260,65.45153177
6/25/21,21:47:55,9249,64.87922715
6/25/21,21:52:46,9121,58.57642549
6/25/21,21:52:47,9125,58.76379415
6/25/21,21:52:48,9117,58.38965425
6/25/21,21:52:49,9120,58.52967675
6/25/21,21:52:50,9125,58.76379415
6/25/21,21:52:51,9131,59.0459715
6/25/21,21:52:52,9130,58.99884802
6/25/21,21:52:53,9123,58.67003502
6/25/21,21:52:54,9122,58.62321157
6/25/21,21:52:56,9127,58.85770311
6/25/21,21:57:47,8887,48.59432533
6/25/21,21:57:48,8891,48.74976421
6/25/21,21:57:49,8895,48.90570029
6/25/21,21:57:50,8897,48.98385527
6/25/21,21:57:51,8893,48.82767
6/25/21,21:57:52,8887,48.59432533
6/25/21,21:57:53,8884,48.47807151
6/25/21,21:57:54,8893,48.82767
6/25/21,21:57:55,8896,48.94476218
6/25/21,21:57:57,8887,48.59432533
6/25/21,22:02:48,8652,40.28111717
6/25/21,22:02:49,8657,40.44224075
6/25/21,22:02:50,8659,40.50687049
6/25/21,22:02:51,8651,40.24896957
6/25/21,22:02:52,8645,40.05662203
6/25/21,22:02:53,8643,39.99271067
6/25/21,22:02:54,8646,40.088616
6/25/21,22:02:55,8652,40.28111717
6/25/21,22:02:56,8657,40.44224075
6/25/21,22:02:58,8657,40.44224075
6/25/21,22:07:49,8665,40.70138008
6/25/21,22:07:50,8658,40.47454272
6/25/21,22:07:51,8662,40.60400881
6/25/21,22:07:52,8675,41.02764052
6/25/21,22:07:53,8679,41.15887581
6/25/21,22:07:54,8669,40.83157175
6/25/21,22:07:55,8657,40.44224075
6/25/21,22:07:56,8659,40.50687049
6/25/21,22:07:57,8667,40.76642394
6/25/21,22:07:59,8670,40.86418469
6/25/21,22:12:50,8547,37.04194137
6/25/21,22:12:51,8556,37.30906847
6/25/21,22:12:52,8562,37.48822256
6/25/21,22:12:53,8561,37.45830391
6/25/21,22:12:54,8557,37.33886792
6/25/21,22:12:55,8553,37.21981274
6/25/21,22:12:56,8552,37.19010831
6/25/21,22:12:57,8555,37.2792928
6/25/21,22:12:58,8550,37.13077055
6/25/21,22:13:00,8545,36.98284001
6/25/21,22:17:51,8443,34.0904484
6/25/21,22:17:52,8449,34.25414702
6/25/21,22:17:53,8447,34.19949366
6/25/21,22:17:54,8438,33.95463063
6/25/21,22:17:55,8432,33.79236338
6/25/21,22:17:56,8439,33.98175083
6/25/21,22:17:57,8447,34.19949366
6/25/21,22:17:58,8447,34.19949366
6/25/21,22:17:59,8442,34.06324145
6/25/21,22:18:01,8436,33.90045515
6/25/21,22:22:52,8418,33.41674908
6/25/21,22:22:53,8408,33.15101205
6/25/21,22:22:54,8411,33.23051051
6/25/21,22:22:55,8418,33.41674908
6/25/21,22:22:56,8420,33.47015156
6/25/21,22:22:57,8421,33.49688479
6/25/21,22:22:58,8417,33.3900798
6/25/21,22:22:59,8413,33.28361536
6/25/21,22:23:00,8414,33.3101996
6/25/21,22:23:02,8420,33.47015156
6/25/21,22:27:53,8387,32.59982269
6/25/21,22:27:54,8380,32.41813701
6/25/21,22:27:55,8377,32.34058202
6/25/21,22:27:56,8379,32.39226471
6/25/21,22:27:57,8383,32.49587798
6/25/21,22:27:58,8382,32.46994363
6/25/21,22:27:59,8380,32.41813701
6/25/21,22:28:00,8382,32.46994363
6/25/21,22:28:01,8378,32.36641305
6/25/21,22:28:03,8375,32.2889818
6/25/21,22:32:54,8411,33.23051051
6/25/21,22:32:55,8424,33.57721268
6/25/21,22:32:56,8420,33.47015156
6/25/21,22:32:57,8403,33.01893704
6/25/21,22:32:58,8405,33.07170378
6/25/21,22:32:59,8415,33.33680508
6/25/21,22:33:00,8422,33.52363938
6/25/21,22:33:01,8432,33.79236338
6/25/21,22:33:02,8430,33.7384468
6/25/21,22:33:04,8418,33.41674908
6/25/21,22:37:55,8434,33.84636611
6/25/21,22:37:56,8430,33.7384468
6/25/21,22:37:57,8433,33.81935397
6/25/21,22:37:58,8444,34.11767707
6/25/21,22:37:59,8449,34.25414702
6/25/21,22:38:00,8449,34.25414702
6/25/21,22:38:01,8449,34.25414702
6/25/21,22:38:02,8448,34.22680943
6/25/21,22:38:03,8450,34.28150645
6/25/21,22:38:05,8463,34.63917392
6/25/21,22:42:56,8502,35.73472228
6/25/21,22:42:57,8505,35.82041666
6/25/21,22:42:58,8497,35.59235366
6/25/21,22:42:59,8499,35.64923292
6/25/21,22:43:00,8499,35.64923292
6/25/21,22:43:01,8496,35.56394807
6/25/21,22:43:02,8497,35.59235366
6/25/21,22:43:03,8491,35.42225982
6/25/21,22:43:04,8489,35.3657427
6/25/21,22:43:06,8491,35.42225982
6/25/21,22:47:57,8264,29.55058885
6/25/21,22:47:58,8265,29.57419146
6/25/21,22:47:59,8262,29.50344013
6/25/21,22:48:00,8255,29.33901125
6/25/21,22:48:01,8257,29.3858972
6/25/21,22:48:02,8257,29.3858972
6/25/21,22:48:03,8261,29.47989399
6/25/21,22:48:04,8261,29.47989399
6/25/21,22:48:05,8255,29.33901125
6/25/21,22:48:07,8254,29.31559634
6/25/21,22:52:58,8110,26.13172512
6/25/21,22:52:59,8112,26.17348558
6/25/21,22:53:00,8111,26.15259701
6/25/21,22:53:01,8115,26.23625144
6/25/21,22:53:02,8114,26.21531278
6/25/21,22:53:03,8114,26.21531278
6/25/21,22:53:04,8107,26.06920932
6/25/21,22:53:05,8105,26.02761524
6/25/21,22:53:06,8110,26.13172512
6/25/21,22:53:08,8109,26.11086988
6/25/21,22:57:59,8017,24.26169852
6/25/21,22:58:00,8008,24.08798855
6/25/21,22:58:01,8006,24.04955555
6/25/21,22:58:02,8011,24.14575324
6/25/21,22:58:03,8019,24.30047054
6/25/21,22:58:04,8022,24.35874478
6/25/21,22:58:05,8011,24.14575324
6/25/21,22:58:06,8000,23.93462409
6/25/21,22:58:07,8011,24.14575324
6/25/21,22:58:09,8020,24.31987978
6/25/21,23:03:00,7925,22.54348545
6/25/21,23:03:01,7926,22.56149135
6/25/21,23:03:02,7928,22.59754631
6/25/21,23:03:03,7927,22.57951163
6/25/21,23:03:04,7927,22.57951163
6/25/21,23:03:05,7915,22.3642149
6/25/21,23:03:06,7918,22.41784586
6/25/21,23:03:07,7925,22.54348545
6/25/21,23:03:08,7925,22.54348545
6/25/21,23:03:10,7930,22.63365889
6/25/21,23:08:01,7822,20.76379715
6/25/21,23:08:02,7826,20.8302144
6/25/21,23:08:03,7824,20.79697926
6/25/21,23:08:04,7819,20.71412323
6/25/21,23:08:05,7820,20.73066798
6/25/21,23:08:06,7826,20.8302144
6/25/21,23:08:07,7824,20.79697926
6/25/21,23:08:08,7817,20.68107332
6/25/21,23:08:09,7813,20.61513161
6/25/21,23:08:11,7815,20.64807614
6/25/21,23:13:02,7716,19.07885335
6/25/21,23:13:03,7705,18.9120289
6/25/21,23:13:04,7705,18.9120289
6/25/21,23:13:05,7711,19.0028424
6/25/21,23:13:06,7717,19.09409199
6/25/21,23:13:07,7717,19.09409199
6/25/21,23:13:08,7711,19.0028424
6/25/21,23:13:09,7705,18.9120289
6/25/21,23:13:10,7706,18.92713429
6/25/21,23:13:12,7713,19.03321037
6/25/21,23:18:03,7577,17.07478804
6/25/21,23:18:04,7585,17.18419713
6/25/21,23:18:05,7586,17.19792247
6/25/21,23:18:06,7584,17.17048275
6/25/21,23:18:07,7575,17.04754478
6/25/21,23:18:08,7565,16.91197911
6/25/21,23:18:09,7571,16.99318859
6/25/21,23:18:10,7583,17.15677931
6/25/21,23:18:11,7585,17.18419713
6/25/21,23:18:13,7576,17.06116097
6/25/21,23:23:04,7377,14.55483189
6/25/21,23:23:05,7377,14.55483189
6/25/21,23:23:06,7382,14.61305089
6/25/21,23:23:07,7389,14.69494893
6/25/21,23:23:08,7389,14.69494893
