Date,Time,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2021-06-26,09:05:00.000,4.46,241.87,-2.10,-3.93
2021-06-26,09:10:00.000,5.04,214.75,-4.14,-2.87
2021-06-26,09:15:00.000,5.17,207.72,-4.58,-2.41
2021-06-26,09:20:00.000,5.97,199.61,-5.62,-2.00
2021-06-26,09:25:00.000,2.86,225.51,-2.01,-2.04
2021-06-26,09:30:00.000,5.34,193.99,-5.18,-1.29
2021-06-26,09:35:00.000,4.87,214.64,-4.01,-2.77
2021-06-26,09:40:00.000,4.13,189.46,-4.08,-0.68
2021-06-26,09:45:00.000,4.11,200.73,-3.84,-1.45
2021-06-26,09:50:00.000,3.02,212.66,-2.54,-1.63
2021-06-26,09:55:00.000,2.99,245.79,-1.22,-2.72
2021-06-26,10:00:00.000,2.83,217.67,-2.24,-1.73
2021-06-26,10:05:00.000,4.23,208.35,-3.72,-2.01
2021-06-26,10:10:00.000,4.29,201.26,-4.00,-1.56
2021-06-26,10:15:00.000,2.79,217.95,-2.20,-1.71
2021-06-26,10:20:00.000,3.91,191.80,-3.83,-0.80
2021-06-26,10:25:00.000,0.87,215.37,-0.71,-0.50
2021-06-26,10:30:00.000,1.84,248.70,-0.67,-1.71
2021-06-26,10:35:00.000,1.75,199.76,-1.64,-0.59
2021-06-26,10:40:00.000,2.06,246.06,-0.83,-1.88
2021-06-26,10:45:00.000,3.36,211.91,-2.85,-1.77
2021-06-26,10:50:00.000,2.15,229.94,-1.39,-1.65
2021-06-26,10:55:00.000,1.57,226.35,-1.08,-1.14
2021-06-26,11:00:00.000,1.19,202.42,-1.10,-0.45
2021-06-26,11:05:00.000,1.92,234.91,-1.10,-1.57
2021-06-26,11:10:00.000,1.69,336.19,1.54,-0.68
2021-06-26,11:15:00.000,1.24,344.01,1.20,-0.34
2021-06-26,11:20:00.000,1.04,332.09,0.92,-0.49
2021-06-26,11:25:00.000,0.75,311.51,0.50,-0.56
2021-06-26,11:30:00.000,0.41,271.73,0.01,-0.41
2021-06-26,11:35:00.000,1.61,277.72,0.22,-1.60
2021-06-26,11:40:00.000,0.49,332.21,0.43,-0.23
2021-06-26,11:45:00.000,0.63,11.49,0.62,0.13
2021-06-26,11:50:00.000,1.35,326.16,1.12,-0.75
2021-06-26,11:55:00.000,0.87,326.28,0.72,-0.48
2021-06-26,12:00:00.000,0.59,296.37,0.26,-0.53
2021-06-26,12:05:00.000,0.31,21.23,0.29,0.11
2021-06-26,12:10:00.000,0.39,118.64,-0.19,0.35
2021-06-26,12:15:00.000,0.88,335.65,0.80,-0.36
2021-06-26,12:20:00.000,2.94,27.28,2.61,1.35
2021-06-26,12:25:00.000,1.23,14.33,1.19,0.30
2021-06-26,12:30:00.000,0.74,8.10,0.73,0.10
2021-06-26,12:35:00.000,1.98,348.84,1.94,-0.38
2021-06-26,12:40:00.000,1.60,341.81,1.52,-0.50
2021-06-26,12:45:00.000,1.61,318.41,1.20,-1.07
2021-06-26,12:50:00.000,1.10,348.49,1.07,-0.22
2021-06-26,12:55:00.000,1.22,338.26,1.14,-0.45
2021-06-26,13:00:00.000,0.61,292.51,0.23,-0.57
2021-06-26,13:05:00.000,1.66,352.56,1.65,-0.22
2021-06-26,13:10:00.000,0.48,323.26,0.39,-0.29
2021-06-26,13:15:00.000,0.76,261.74,-0.11,-0.75
2021-06-26,13:20:00.000,0.49,249.97,-0.17,-0.46
2021-06-26,13:25:00.000,0.88,328.62,0.75,-0.46
2021-06-26,13:30:00.000,1.02,334.89,0.92,-0.43
2021-06-26,13:35:00.000,1.75,24.12,1.59,0.71
2021-06-26,13:40:00.000,0.29,289.46,0.10,-0.27
2021-06-26,13:45:00.000,1.41,347.80,1.38,-0.30
2021-06-26,13:50:00.000,1.05,308.31,0.65,-0.82
2021-06-26,13:55:00.000,0.56,275.03,0.05,-0.55
2021-06-26,14:00:00.000,0.95,298.28,0.45,-0.84
2021-06-26,14:05:00.000,1.11,302.97,0.60,-0.93
2021-06-26,14:10:00.000,0.96,312.73,0.65,-0.70
2021-06-26,14:15:00.000,1.06,300.68,0.54,-0.92
2021-06-26,14:20:00.000,0.53,246.13,-0.22,-0.49
2021-06-26,14:25:00.000,0.58,285.68,0.16,-0.56
2021-06-26,14:30:00.000,1.13,259.18,-0.21,-1.11
2021-06-26,14:35:00.000,0.89,244.05,-0.39,-0.80
2021-06-26,14:40:00.000,1.20,197.23,-1.15,-0.36
2021-06-26,14:45:00.000,1.51,176.21,-1.50,0.10
2021-06-26,14:50:00.000,1.53,212.72,-1.29,-0.83
2021-06-26,14:55:00.000,1.76,197.82,-1.68,-0.54
2021-06-26,15:00:00.000,1.48,202.88,-1.36,-0.58
2021-06-26,15:05:00.000,1.61,196.36,-1.55,-0.45
2021-06-26,15:10:00.000,1.71,198.05,-1.63,-0.53
2021-06-26,15:15:00.000,2.86,199.40,-2.70,-0.95
2021-06-26,15:20:00.000,1.84,180.17,-1.84,-0.01
2021-06-26,15:25:00.000,1.94,198.16,-1.84,-0.60
2021-06-26,15:30:00.000,1.88,203.11,-1.73,-0.74
2021-06-26,15:35:00.000,2.15,210.69,-1.85,-1.10
2021-06-26,15:40:00.000,1.35,220.27,-1.03,-0.87
2021-06-26,15:45:00.000,1.45,204.63,-1.32,-0.60
2021-06-26,15:50:00.000,1.82,211.30,-1.56,-0.95
2021-06-26,15:55:00.000,2.91,208.25,-2.57,-1.38
2021-06-26,16:00:00.000,2.67,221.92,-1.99,-1.78
2021-06-26,16:05:00.000,3.41,200.70,-3.19,-1.21
2021-06-26,16:10:00.000,1.77,243.79,-0.78,-1.59
2021-06-26,16:15:00.000,1.25,242.08,-0.59,-1.11
2021-06-26,16:20:00.000,1.99,231.98,-1.23,-1.57
2021-06-26,16:25:00.000,1.56,258.17,-0.32,-1.53
2021-06-26,16:30:00.000,1.73,227.99,-1.16,-1.28
2021-06-26,16:35:00.000,3.59,218.59,-2.80,-2.24
2021-06-26,16:40:00.000,1.43,221.39,-1.07,-0.94
2021-06-26,16:45:00.000,3.82,196.99,-3.65,-1.12
2021-06-26,16:50:00.000,2.92,199.34,-2.76,-0.97
2021-06-26,16:55:00.000,2.91,206.58,-2.60,-1.30
2021-06-26,17:00:00.000,4.04,203.88,-3.69,-1.64
2021-06-26,17:05:00.000,3.46,213.72,-2.88,-1.92
2021-06-26,17:10:00.000,1.63,245.01,-0.69,-1.48
2021-06-26,17:15:00.000,2.95,224.42,-2.11,-2.07
2021-06-26,17:20:00.000,4.56,191.70,-4.47,-0.93
2021-06-26,17:25:00.000,3.11,209.12,-2.72,-1.52
2021-06-26,17:30:00.000,3.96,203.38,-3.64,-1.57
2021-06-26,17:35:00.000,5.23,187.84,-5.18,-0.71
2021-06-26,17:40:00.000,2.54,192.17,-2.48,-0.53
2021-06-26,17:45:00.000,3.92,199.15,-3.70,-1.29
2021-06-26,17:50:00.000,2.48,200.13,-2.33,-0.85
2021-06-26,17:55:00.000,3.62,220.56,-2.75,-2.36
2021-06-26,18:00:00.000,5.23,200.27,-4.90,-1.81
2021-06-26,18:05:00.000,3.90,189.72,-3.85,-0.66
2021-06-26,18:10:00.000,2.47,195.14,-2.39,-0.65
2021-06-26,18:15:00.000,4.63,183.69,-4.62,-0.30
2021-06-26,18:20:00.000,5.00,203.23,-4.60,-1.97
2021-06-26,18:25:00.000,3.53,202.41,-3.26,-1.35
2021-06-26,18:30:00.000,3.87,204.57,-3.52,-1.61
2021-06-26,18:35:00.000,4.14,211.48,-3.53,-2.16
2021-06-26,18:40:00.000,3.72,192.46,-3.63,-0.80
2021-06-26,18:45:00.000,3.36,223.93,-2.42,-2.33
2021-06-26,18:50:00.000,3.78,239.39,-1.92,-3.25
2021-06-26,18:55:00.000,3.28,253.55,-0.93,-3.14
2021-06-26,19:00:00.000,4.37,207.51,-3.88,-2.02
2021-06-26,19:05:00.000,2.17,189.61,-2.14,-0.36
2021-06-26,19:10:00.000,3.96,187.08,-3.93,-0.49
2021-06-26,19:15:00.000,3.47,211.84,-2.95,-1.83
2021-06-26,19:20:00.000,3.07,250.37,-1.03,-2.89
2021-06-26,19:25:00.000,3.32,238.53,-1.73,-2.83
2021-06-26,19:30:00.000,3.19,224.78,-2.26,-2.25
2021-06-26,19:35:00.000,1.50,231.94,-0.93,-1.18
2021-06-26,19:40:00.000,2.40,221.61,-1.79,-1.59
2021-06-26,19:45:00.000,3.67,237.94,-1.95,-3.11
2021-06-26,19:50:00.000,1.75,200.36,-1.64,-0.61
2021-06-26,19:55:00.000,1.60,192.31,-1.57,-0.34
2021-06-26,20:00:00.000,1.16,254.10,-0.32,-1.12
2021-06-26,20:05:00.000,1.26,243.32,-0.57,-1.13
2021-06-26,20:10:00.000,0.74,275.75,0.07,-0.73
2021-06-26,20:15:00.000,1.08,211.19,-0.92,-0.56
2021-06-26,20:20:00.000,1.74,221.50,-1.31,-1.16
2021-06-26,20:25:00.000,1.16,233.45,-0.69,-0.94
2021-06-26,20:30:00.000,3.11,285.07,0.81,-3.00
2021-06-26,20:35:00.000,1.12,241.00,-0.54,-0.98
2021-06-26,20:40:00.000,1.20,251.30,-0.38,-1.14
2021-06-26,20:45:00.000,0.90,254.90,-0.23,-0.87
2021-06-26,20:50:00.000,3.74,247.49,-1.43,-3.45
2021-06-26,20:55:00.000,2.34,245.69,-0.96,-2.13
2021-06-26,21:00:00.000,3.49,262.13,-0.48,-3.46
2021-06-26,21:05:00.000,0.88,239.06,-0.45,-0.76
2021-06-26,21:10:00.000,3.03,219.21,-2.35,-1.91
2021-06-26,21:15:00.000,2.20,224.58,-1.56,-1.54
2021-06-26,21:20:00.000,1.82,246.38,-0.73,-1.67
2021-06-26,21:25:00.000,4.12,252.74,-1.22,-3.93
2021-06-26,21:30:00.000,2.78,223.62,-2.01,-1.92
2021-06-26,21:35:00.000,3.35,196.67,-3.21,-0.96
2021-06-26,21:40:00.000,2.18,225.92,-1.52,-1.57
2021-06-26,21:45:00.000,1.46,237.08,-0.80,-1.23
2021-06-26,21:50:00.000,1.38,216.86,-1.11,-0.83
2021-06-26,21:55:00.000,0.86,232.85,-0.52,-0.68
2021-06-26,22:00:00.000,1.08,200.79,-1.01,-0.38
2021-06-26,22:05:00.000,1.49,163.34,-1.43,0.43
2021-06-26,22:10:00.000,1.97,185.21,-1.96,-0.18
2021-06-26,22:15:00.000,1.13,169.91,-1.12,0.20
2021-06-26,22:20:00.000,0.54,356.12,0.54,-0.04
2021-06-26,22:25:00.000,0.39,197.66,-0.37,-0.12
2021-06-26,22:30:00.000,0.83,9.86,0.82,0.14
2021-06-26,22:35:00.000,0.89,300.00,0.44,-0.77
2021-06-26,22:40:00.000,1.13,119.06,-0.55,0.98
2021-06-26,22:45:00.000,1.35,88.16,0.04,1.35
2021-06-26,22:50:00.000,0.54,75.09,0.14,0.52
2021-06-26,22:55:00.000,1.47,343.65,1.41,-0.41
2021-06-26,23:00:00.000,1.11,62.60,0.51,0.99
2021-06-26,23:05:00.000,1.18,53.99,0.69,0.96
2021-06-26,23:10:00.000,0.89,85.37,0.07,0.89
2021-06-26,23:15:00.000,1.70,28.49,1.50,0.81
2021-06-26,23:20:00.000,1.38,41.25,1.04,0.91
2021-06-26,23:25:00.000,0.64,57.19,0.35,0.54
2021-06-26,23:30:00.000,0.73,16.90,0.69,0.21
2021-06-26,23:35:00.000,2.04,59.14,1.05,1.75
2021-06-26,23:40:00.000,1.52,50.72,0.96,1.17
2021-06-26,23:45:00.000,1.29,57.23,0.70,1.09
2021-06-26,23:50:00.000,1.16,41.79,0.87,0.77
2021-06-26,23:55:00.000,0.56,63.27,0.25,0.50
2021-06-27,00:00:00.000,0.08,115.11,-0.03,0.07
2021-06-27,00:05:00.000,0.25,359.66,0.25,-0.00
2021-06-27,00:10:00.000,0.55,89.81,0.00,0.55
2021-06-27,00:15:00.000,1.01,55.04,0.58,0.83
2021-06-27,00:20:00.000,1.50,35.37,1.22,0.87
2021-06-27,00:25:00.000,0.12,155.53,-0.11,0.05
2021-06-27,00:30:00.000,0.87,313.82,0.60,-0.63
2021-06-27,00:35:00.000,0.79,7.74,0.78,0.11
2021-06-27,00:40:00.000,0.29,344.24,0.28,-0.08
2021-06-27,00:45:00.000,0.89,0.76,0.89,0.01
2021-06-27,00:50:00.000,1.42,44.02,1.02,0.99
2021-06-27,00:55:00.000,1.04,8.90,1.02,0.16
2021-06-27,01:00:00.000,1.45,25.13,1.32,0.62
2021-06-27,01:05:00.000,0.29,231.32,-0.18,-0.23
2021-06-27,01:10:00.000,1.85,33.29,1.55,1.01
2021-06-27,01:15:00.000,1.58,3.69,1.58,0.10
2021-06-27,01:20:00.000,0.52,230.03,-0.33,-0.40
2021-06-27,01:25:00.000,0.40,69.32,0.14,0.38
2021-06-27,01:30:00.000,1.32,247.57,-0.50,-1.22
2021-06-27,01:35:00.000,1.69,17.28,1.61,0.50
2021-06-27,01:40:00.000,2.32,15.70,2.23,0.63
2021-06-27,01:45:00.000,2.55,28.15,2.25,1.20
2021-06-27,01:50:00.000,3.58,19.92,3.37,1.22
2021-06-27,01:55:00.000,2.79,356.98,2.79,-0.15
2021-06-27,02:00:00.000,2.56,0.31,2.56,0.01
2021-06-27,02:05:00.000,1.07,294.82,0.45,-0.97
2021-06-27,02:10:00.000,1.15,285.92,0.31,-1.10
2021-06-27,02:15:00.000,0.66,351.96,0.66,-0.09
2021-06-27,02:20:00.000,3.44,1.75,3.44,0.11
2021-06-27,02:25:00.000,2.86,19.30,2.70,0.95
2021-06-27,02:30:00.000,2.08,359.82,2.08,-0.01
2021-06-27,02:35:00.000,0.43,28.09,0.38,0.20
2021-06-27,02:40:00.000,1.36,317.66,1.01,-0.92
2021-06-27,02:45:00.000,0.66,90.54,-0.01,0.66
2021-06-27,02:50:00.000,2.83,18.62,2.68,0.90
2021-06-27,02:55:00.000,0.94,5.20,0.93,0.08
2021-06-27,03:00:00.000,1.85,353.31,1.84,-0.22
2021-06-27,03:05:00.000,1.38,339.63,1.29,-0.48
2021-06-27,03:10:00.000,1.23,281.11,0.24,-1.20
2021-06-27,03:15:00.000,1.70,320.33,1.31,-1.08
2021-06-27,03:20:00.000,2.59,346.54,2.52,-0.60
2021-06-27,03:25:00.000,3.61,355.52,3.60,-0.28
2021-06-27,03:30:00.000,2.10,16.57,2.01,0.60
2021-06-27,03:35:00.000,1.12,354.08,1.12,-0.12
2021-06-27,03:40:00.000,1.31,289.19,0.43,-1.23
2021-06-27,03:45:00.000,1.35,260.55,-0.22,-1.33
2021-06-27,03:50:00.000,0.86,278.33,0.12,-0.85
2021-06-27,03:55:00.000,1.26,243.88,-0.55,-1.13
2021-06-27,04:00:00.000,2.10,234.93,-1.21,-1.72
2021-06-27,04:05:00.000,1.43,220.81,-1.08,-0.93
2021-06-27,04:10:00.000,1.36,232.76,-0.82,-1.08
2021-06-27,04:15:00.000,1.85,232.43,-1.13,-1.46
2021-06-27,04:20:00.000,2.51,219.68,-1.93,-1.60
2021-06-27,04:25:00.000,1.04,250.10,-0.36,-0.98
2021-06-27,04:30:00.000,2.52,239.89,-1.26,-2.18
2021-06-27,04:35:00.000,2.40,252.94,-0.70,-2.30
2021-06-27,04:40:00.000,1.37,245.01,-0.58,-1.24
2021-06-27,04:45:00.000,2.95,201.69,-2.75,-1.09
2021-06-27,04:50:00.000,2.65,205.76,-2.39,-1.15
2021-06-27,04:55:00.000,2.71,216.55,-2.18,-1.61
2021-06-27,05:00:00.000,2.79,191.41,-2.73,-0.55
2021-06-27,05:05:00.000,3.40,189.29,-3.35,-0.55
2021-06-27,05:10:00.000,4.55,197.98,-4.33,-1.40
2021-06-27,05:15:00.000,4.33,191.28,-4.24,-0.85
2021-06-27,05:20:00.000,4.05,194.29,-3.93,-1.00
2021-06-27,05:25:00.000,4.36,188.77,-4.31,-0.66
2021-06-27,05:30:00.000,3.61,207.71,-3.19,-1.68
2021-06-27,05:35:00.000,3.85,202.42,-3.56,-1.47
2021-06-27,05:40:00.000,5.53,200.38,-5.19,-1.93
2021-06-27,05:45:00.000,4.23,208.98,-3.70,-2.05
2021-06-27,05:50:00.000,5.39,183.06,-5.38,-0.29
2021-06-27,05:55:00.000,5.12,195.23,-4.94,-1.35
2021-06-27,06:00:00.000,5.93,202.57,-5.47,-2.28
2021-06-27,06:05:00.000,5.20,204.93,-4.71,-2.19
2021-06-27,06:10:00.000,4.95,181.54,-4.95,-0.13
2021-06-27,06:15:00.000,6.47,191.93,-6.33,-1.34
2021-06-27,06:20:00.000,6.90,197.82,-6.57,-2.11
2021-06-27,06:25:00.000,6.92,187.43,-6.86,-0.89
2021-06-27,06:30:00.000,4.91,203.07,-4.52,-1.93
2021-06-27,06:35:00.000,7.89,200.66,-7.38,-2.78
2021-06-27,06:40:00.000,6.77,202.67,-6.25,-2.61
2021-06-27,06:45:00.000,6.87,193.80,-6.67,-1.64
2021-06-27,06:50:00.000,3.64,195.91,-3.51,-1.00
2021-06-27,06:55:00.000,9.07,212.16,-7.68,-4.83
2021-06-27,07:00:00.000,5.79,224.91,-4.10,-4.09
2021-06-27,07:05:00.000,10.37,188.10,-10.27,-1.46
2021-06-27,07:10:00.000,7.46,199.54,-7.03,-2.49
2021-06-27,07:15:00.000,9.80,201.17,-9.14,-3.54
2021-06-27,07:20:00.000,7.77,187.61,-7.70,-1.03
2021-06-27,07:25:00.000,11.25,178.68,-11.25,0.26
2021-06-27,07:30:00.000,7.54,189.21,-7.45,-1.21
2021-06-27,07:35:00.000,3.49,237.95,-1.85,-2.96
2021-06-27,07:40:00.000,9.36,197.15,-8.94,-2.76
2021-06-27,07:45:00.000,7.46,201.17,-6.95,-2.69
2021-06-27,07:50:00.000,7.28,205.09,-6.59,-3.09
2021-06-27,07:55:00.000,7.29,197.30,-6.96,-2.17
2021-06-27,08:00:00.000,6.84,205.81,-6.15,-2.98
2021-06-27,08:05:00.000,8.57,199.37,-8.08,-2.84
2021-06-27,08:10:00.000,8.08,204.60,-7.34,-3.36
2021-06-27,08:15:00.000,10.75,191.38,-10.54,-2.12
2021-06-27,08:20:00.000,9.66,202.10,-8.95,-3.64
2021-06-27,08:25:00.000,6.33,203.62,-5.80,-2.54
2021-06-27,08:30:00.000,9.35,175.62,-9.33,0.71
2021-06-27,08:35:00.000,8.16,203.47,-7.49,-3.25
2021-06-27,08:40:00.000,9.00,205.73,-8.11,-3.91
2021-06-27,08:45:00.000,8.05,205.19,-7.28,-3.43
2021-06-27,08:50:00.000,6.66,195.34,-6.42,-1.76
2021-06-27,08:55:00.000,4.60,219.09,-3.57,-2.90
2021-06-27,09:00:00.000,5.29,198.89,-5.00,-1.71
2021-06-27,09:05:00.000,6.11,194.64,-5.91,-1.54
2021-06-27,09:10:00.000,2.71,194.63,-2.62,-0.68
2021-06-27,09:15:00.000,8.75,203.56,-8.02,-3.50
2021-06-27,09:20:00.000,4.49,242.14,-2.10,-3.97
2021-06-27,09:25:00.000,5.25,209.62,-4.56,-2.59
2021-06-27,09:30:00.000,5.28,204.44,-4.80,-2.18
2021-06-27,09:35:00.000,5.13,200.68,-4.80,-1.81
2021-06-27,09:40:00.000,6.21,200.78,-5.81,-2.20
2021-06-27,09:45:00.000,4.47,197.23,-4.27,-1.33
2021-06-27,09:50:00.000,4.28,227.03,-2.91,-3.13
2021-06-27,09:55:00.000,1.95,206.37,-1.75,-0.87
2021-06-27,10:00:00.000,4.36,222.86,-3.19,-2.96
2021-06-27,10:05:00.000,4.17,202.39,-3.85,-1.59
2021-06-27,10:10:00.000,3.81,248.57,-1.39,-3.55
2021-06-27,10:15:00.000,3.79,206.29,-3.40,-1.68
2021-06-27,10:20:00.000,3.80,210.71,-3.27,-1.94
2021-06-27,10:25:00.000,3.91,240.26,-1.94,-3.40
2021-06-27,10:30:00.000,3.19,254.88,-0.83,-3.08
2021-06-27,10:35:00.000,2.32,224.27,-1.66,-1.62
2021-06-27,10:40:00.000,2.95,251.10,-0.96,-2.79
2021-06-27,10:45:00.000,1.86,233.25,-1.11,-1.49
2021-06-27,10:50:00.000,1.77,235.26,-1.01,-1.45
2021-06-27,10:55:00.000,1.49,148.78,-1.28,0.77
2021-06-27,11:00:00.000,1.45,237.49,-0.78,-1.22
2021-06-27,11:05:00.000,1.65,208.94,-1.44,-0.80
2021-06-27,11:10:00.000,0.37,231.69,-0.23,-0.29
2021-06-27,11:15:00.000,1.90,177.63,-1.90,0.08
2021-06-27,11:20:00.000,0.50,167.93,-0.49,0.10
2021-06-27,11:25:00.000,1.47,231.87,-0.91,-1.16
2021-06-27,11:30:00.000,1.95,186.62,-1.94,-0.22
2021-06-27,11:35:00.000,1.73,199.36,-1.63,-0.57
2021-06-27,11:40:00.000,1.67,229.50,-1.09,-1.27
2021-06-27,11:45:00.000,2.50,154.94,-2.27,1.06
2021-06-27,11:50:00.000,1.45,186.40,-1.44,-0.16
2021-06-27,11:55:00.000,0.64,144.11,-0.52,0.38
2021-06-27,12:00:00.000,0.28,74.09,0.08,0.27
2021-06-27,12:05:00.000,0.52,259.79,-0.09,-0.51
2021-06-27,12:10:00.000,0.45,305.97,0.27,-0.37
2021-06-27,12:15:00.000,0.68,259.85,-0.12,-0.67
2021-06-27,12:20:00.000,0.51,220.12,-0.39,-0.33
2021-06-27,12:25:00.000,1.95,244.75,-0.83,-1.76
2021-06-27,12:30:00.000,1.60,265.79,-0.12,-1.59
2021-06-27,12:35:00.000,0.78,299.55,0.38,-0.68
2021-06-27,12:40:00.000,1.47,269.21,-0.02,-1.47
2021-06-27,12:45:00.000,1.65,264.13,-0.17,-1.65
2021-06-27,12:50:00.000,0.58,268.23,-0.02,-0.58
2021-06-27,12:55:00.000,0.54,227.68,-0.36,-0.40
2021-06-27,13:00:00.000,0.88,277.63,0.12,-0.87
2021-06-27,13:05:00.000,0.90,325.52,0.74,-0.51
2021-06-27,13:10:00.000,0.07,350.38,0.07,-0.01
2021-06-27,13:15:00.000,0.50,307.59,0.30,-0.40
2021-06-27,13:20:00.000,1.36,271.15,0.03,-1.36
2021-06-27,13:25:00.000,1.36,317.23,1.00,-0.92
2021-06-27,13:30:00.000,1.17,343.70,1.12,-0.33
2021-06-27,13:35:00.000,0.82,329.57,0.71,-0.42
2021-06-27,13:40:00.000,1.43,305.28,0.82,-1.16
2021-06-27,13:45:00.000,1.14,337.23,1.05,-0.44
2021-06-27,13:50:00.000,0.84,355.78,0.84,-0.06
2021-06-27,13:55:00.000,1.03,318.46,0.77,-0.68
2021-06-27,14:00:00.000,1.70,11.24,1.66,0.33
2021-06-27,14:05:00.000,1.12,342.13,1.07,-0.34
2021-06-27,14:10:00.000,0.61,255.18,-0.16,-0.59
2021-06-27,14:15:00.000,1.36,310.40,0.88,-1.04
2021-06-27,14:20:00.000,1.50,11.46,1.47,0.30
2021-06-27,14:25:00.000,0.67,341.92,0.64,-0.21
2021-06-27,14:30:00.000,0.55,335.36,0.50,-0.23
2021-06-27,14:35:00.000,1.47,352.26,1.46,-0.20
2021-06-27,14:40:00.000,0.93,258.08,-0.19,-0.91
2021-06-27,14:45:00.000,1.50,272.94,0.08,-1.49
2021-06-27,14:50:00.000,0.70,316.71,0.51,-0.48
2021-06-27,14:55:00.000,0.88,304.91,0.50,-0.72
2021-06-27,15:00:00.000,0.93,339.50,0.87,-0.33
2021-06-27,15:05:00.000,0.90,273.70,0.06,-0.90
2021-06-27,15:10:00.000,1.20,333.28,1.07,-0.54
2021-06-27,15:15:00.000,0.69,281.15,0.13,-0.68
2021-06-27,15:20:00.000,0.94,269.68,-0.01,-0.94
2021-06-27,15:25:00.000,0.83,296.27,0.37,-0.74
2021-06-27,15:30:00.000,0.76,306.25,0.45,-0.61
2021-06-27,15:35:00.000,0.79,252.19,-0.24,-0.76
2021-06-27,15:40:00.000,0.74,281.05,0.14,-0.73
2021-06-27,15:45:00.000,0.74,232.74,-0.45,-0.59
2021-06-27,15:50:00.000,0.91,255.88,-0.22,-0.88
2021-06-27,15:55:00.000,0.75,226.20,-0.52,-0.54
2021-06-27,16:00:00.000,0.90,262.98,-0.11,-0.90
2021-06-27,16:05:00.000,1.01,246.17,-0.41,-0.92
2021-06-27,16:10:00.000,1.37,246.72,-0.54,-1.26
2021-06-27,16:15:00.000,1.54,269.29,-0.02,-1.54
2021-06-27,16:20:00.000,1.82,197.84,-1.74,-0.56
2021-06-27,16:25:00.000,2.00,197.27,-1.91,-0.59
2021-06-27,16:30:00.000,1.74,170.16,-1.71,0.30
2021-06-27,16:35:00.000,2.11,173.27,-2.10,0.25
2021-06-27,16:40:00.000,1.41,154.27,-1.27,0.61
2021-06-27,16:45:00.000,2.42,192.36,-2.36,-0.52
2021-06-27,16:50:00.000,2.07,206.33,-1.85,-0.92
2021-06-27,16:55:00.000,0.82,245.13,-0.35,-0.75
2021-06-27,17:00:00.000,1.04,250.83,-0.34,-0.98
2021-06-27,17:05:00.000,1.23,245.47,-0.51,-1.12
2021-06-27,17:10:00.000,1.11,257.43,-0.24,-1.08
2021-06-27,17:15:00.000,1.32,192.46,-1.29,-0.28
2021-06-27,17:20:00.000,2.02,222.42,-1.49,-1.36
2021-06-27,17:25:00.000,0.74,217.76,-0.59,-0.45
2021-06-27,17:30:00.000,1.45,208.19,-1.28,-0.69
2021-06-27,17:35:00.000,1.53,233.44,-0.91,-1.23
2021-06-27,17:40:00.000,2.72,213.20,-2.28,-1.49
2021-06-27,17:45:00.000,3.68,216.08,-2.97,-2.16
2021-06-27,17:50:00.000,2.04,199.47,-1.92,-0.68
2021-06-27,17:55:00.000,1.69,207.93,-1.49,-0.79
2021-06-27,18:00:00.000,0.33,129.95,-0.21,0.26
2021-06-27,18:05:00.000,1.73,204.90,-1.57,-0.73
2021-06-27,18:10:00.000,3.93,196.67,-3.76,-1.13
2021-06-27,18:15:00.000,2.39,218.13,-1.88,-1.47
2021-06-27,18:20:00.000,1.66,261.62,-0.24,-1.64
2021-06-27,18:25:00.000,2.42,254.81,-0.63,-2.33
2021-06-27,18:30:00.000,1.35,244.52,-0.58,-1.22
2021-06-27,18:35:00.000,2.16,200.48,-2.02,-0.76
2021-06-27,18:40:00.000,2.48,223.55,-1.80,-1.71
2021-06-27,18:45:00.000,1.62,215.99,-1.31,-0.95
2021-06-27,18:50:00.000,1.78,199.79,-1.67,-0.60
2021-06-27,18:55:00.000,2.45,227.23,-1.66,-1.80
2021-06-27,19:00:00.000,2.55,197.54,-2.43,-0.77
2021-06-27,19:05:00.000,4.42,195.69,-4.26,-1.20
2021-06-27,19:10:00.000,3.80,202.43,-3.51,-1.45
2021-06-27,19:15:00.000,3.18,206.76,-2.84,-1.43
2021-06-27,19:20:00.000,3.25,242.52,-1.50,-2.88
2021-06-27,19:25:00.000,3.61,225.55,-2.53,-2.57
2021-06-27,19:30:00.000,3.87,205.89,-3.48,-1.69
2021-06-27,19:35:00.000,3.52,212.71,-2.97,-1.90
2021-06-27,19:40:00.000,1.38,237.32,-0.75,-1.16
2021-06-27,19:45:00.000,2.12,245.48,-0.88,-1.93
2021-06-27,19:50:00.000,1.68,239.45,-0.86,-1.45
2021-06-27,19:55:00.000,1.83,218.87,-1.42,-1.15
2021-06-27,20:00:00.000,1.54,205.64,-1.39,-0.67
2021-06-27,20:05:00.000,4.40,199.66,-4.15,-1.48
2021-06-27,20:10:00.000,4.70,186.51,-4.67,-0.53
2021-06-27,20:15:00.000,5.57,206.92,-4.97,-2.52
2021-06-27,20:20:00.000,3.66,208.80,-3.20,-1.76
2021-06-27,20:25:00.000,2.57,177.92,-2.57,0.09
2021-06-27,20:30:00.000,4.04,193.03,-3.94,-0.91
2021-06-27,20:35:00.000,5.28,202.34,-4.88,-2.01
2021-06-27,20:40:00.000,4.19,197.05,-4.01,-1.23
