Date,Time,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2021-07-01,01:20:00.000,66.61,169.31,-65.45,12.35
2021-07-01,01:25:00.000,66.61,169.34,-65.46,12.32
2021-07-01,01:30:00.000,66.60,169.36,-65.46,12.29
2021-07-01,01:35:00.000,66.60,169.36,-65.46,12.29
2021-07-01,01:40:00.000,66.61,169.29,-65.45,12.37
2021-07-01,01:45:00.000,66.60,169.29,-65.44,12.38
2021-07-01,01:50:00.000,66.61,169.29,-65.45,12.37
2021-07-01,01:55:00.000,66.61,169.30,-65.45,12.37
2021-07-01,02:00:00.000,66.61,169.31,-65.45,12.35
2021-07-01,02:05:00.000,66.61,169.32,-65.45,12.34
2021-07-01,02:10:00.000,66.61,169.39,-65.47,12.26
2021-07-01,02:15:00.000,66.60,169.35,-65.46,12.31
2021-07-01,02:20:00.000,66.61,169.35,-65.46,12.30
2021-07-01,02:25:00.000,66.61,169.32,-65.45,12.34
2021-07-01,02:30:00.000,66.61,169.32,-65.45,12.35
2021-07-01,02:35:00.000,66.60,169.28,-65.44,12.38
2021-07-01,02:40:00.000,66.60,169.29,-65.44,12.38
2021-07-01,02:45:00.000,66.60,169.29,-65.44,12.37
2021-07-01,02:50:00.000,66.60,169.34,-65.45,12.32
2021-07-01,02:55:00.000,66.61,169.37,-65.46,12.28
2021-07-01,03:00:00.000,66.60,169.46,-65.48,12.18
2021-07-01,03:05:00.000,66.60,169.43,-65.47,12.22
2021-07-01,03:10:00.000,66.60,169.40,-65.47,12.25
2021-07-01,03:15:00.000,66.60,169.46,-65.48,12.18
2021-07-01,03:20:00.000,66.60,169.42,-65.47,12.22
2021-07-01,03:25:00.000,66.60,169.31,-65.45,12.35
2021-07-01,03:30:00.000,66.60,169.41,-65.47,12.25
2021-07-01,03:35:00.000,66.60,169.39,-65.46,12.26
2021-07-01,03:40:00.000,66.60,169.29,-65.44,12.37
2021-07-01,03:45:00.000,66.60,169.39,-65.46,12.27
2021-07-01,03:50:00.000,66.60,169.32,-65.45,12.34
2021-07-01,03:55:00.000,66.60,169.41,-65.47,12.24
2021-07-01,04:00:00.000,66.60,169.40,-65.47,12.25
2021-07-01,04:05:00.000,66.60,169.51,-65.49,12.13
2021-07-01,04:10:00.000,66.60,169.44,-65.47,12.21
2021-07-01,04:15:00.000,66.60,169.44,-65.47,12.21
2021-07-01,04:20:00.000,66.60,169.49,-65.48,12.15
2021-07-01,04:25:00.000,66.60,169.42,-65.47,12.23
2021-07-01,04:30:00.000,66.60,169.35,-65.46,12.31
2021-07-01,04:35:00.000,66.60,169.32,-65.45,12.34
2021-07-01,04:40:00.000,66.60,169.35,-65.46,12.31
2021-07-01,04:45:00.000,66.60,169.39,-65.46,12.27
2021-07-01,04:50:00.000,66.60,169.28,-65.44,12.39
2021-07-01,04:55:00.000,66.60,169.40,-65.46,12.26
2021-07-01,05:00:00.000,66.60,169.35,-65.45,12.31
2021-07-01,05:05:00.000,66.60,169.32,-65.45,12.35
2021-07-01,05:10:00.000,66.60,169.34,-65.45,12.32
2021-07-01,05:15:00.000,66.60,169.39,-65.46,12.26
2021-07-01,05:20:00.000,66.60,169.42,-65.47,12.23
2021-07-01,05:25:00.000,66.60,169.46,-65.48,12.19
2021-07-01,05:30:00.000,66.60,169.47,-65.48,12.17
2021-07-01,05:35:00.000,66.60,169.42,-65.47,12.22
2021-07-01,05:40:00.000,66.60,169.47,-65.48,12.17
2021-07-01,05:45:00.000,66.60,169.41,-65.47,12.24
2021-07-01,05:50:00.000,66.60,169.33,-65.45,12.33
2021-07-01,05:55:00.000,66.60,169.45,-65.48,12.19
2021-07-01,06:00:00.000,66.60,169.43,-65.47,12.22
2021-07-01,06:05:00.000,66.60,169.30,-65.44,12.37
2021-07-01,06:10:00.000,66.60,169.36,-65.46,12.30
2021-07-01,06:15:00.000,66.60,169.38,-65.46,12.27
2021-07-01,06:20:00.000,66.60,169.27,-65.44,12.40
2021-07-01,06:25:00.000,66.60,169.27,-65.43,12.40
2021-07-01,06:30:00.000,66.60,169.27,-65.43,12.40
2021-07-01,06:35:00.000,66.60,169.27,-65.43,12.40
2021-07-01,06:40:00.000,66.60,169.37,-65.45,12.29
2021-07-01,06:45:00.000,66.60,169.38,-65.46,12.27
2021-07-01,06:50:00.000,66.60,169.38,-65.46,12.27
2021-07-01,06:55:00.000,66.60,169.31,-65.44,12.35
2021-07-01,07:00:00.000,66.60,169.41,-65.46,12.24
2021-07-01,07:05:00.000,66.60,169.35,-65.45,12.30
2021-07-01,07:10:00.000,66.60,169.35,-65.45,12.31
2021-07-01,07:15:00.000,66.60,169.38,-65.46,12.28
2021-07-01,07:20:00.000,66.60,169.40,-65.46,12.25
2021-07-01,07:25:00.000,66.59,169.42,-65.46,12.23
2021-07-01,07:30:00.000,66.60,169.38,-65.46,12.27
2021-07-01,07:35:00.000,66.60,169.40,-65.46,12.25
2021-07-01,07:40:00.000,66.59,169.41,-65.46,12.24
2021-07-01,07:45:00.000,66.60,169.40,-65.46,12.26
2021-07-01,07:50:00.000,66.60,169.46,-65.47,12.18
2021-07-01,07:55:00.000,66.60,169.51,-65.48,12.12
2021-07-01,08:00:00.000,66.60,169.52,-65.48,12.12
2021-07-01,08:05:00.000,66.60,169.41,-65.46,12.24
2021-07-01,08:10:00.000,66.60,169.39,-65.46,12.26
2021-07-01,08:15:00.000,66.60,169.43,-65.46,12.22
2021-07-01,08:20:00.000,66.60,169.34,-65.45,12.32
2021-07-01,08:25:00.000,66.60,169.48,-65.48,12.15
2021-07-01,08:30:00.000,66.60,169.45,-65.47,12.19
2021-07-01,08:35:00.000,66.59,169.36,-65.45,12.29
2021-07-01,08:40:00.000,66.59,169.29,-65.43,12.38
2021-07-01,08:45:00.000,66.59,169.32,-65.44,12.35
2021-07-01,08:50:00.000,66.59,169.41,-65.46,12.24
2021-07-01,08:55:00.000,66.59,169.40,-65.46,12.25
2021-07-01,09:00:00.000,66.59,169.30,-65.44,12.37
2021-07-01,09:05:00.000,66.59,169.37,-65.45,12.29
2021-07-01,09:10:00.000,66.59,169.34,-65.45,12.31
2021-07-01,09:15:00.000,66.59,169.28,-65.43,12.39
2021-07-01,09:20:00.000,66.60,169.28,-65.43,12.39
2021-07-01,09:25:00.000,66.59,169.27,-65.43,12.40
2021-07-01,09:30:00.000,66.59,169.28,-65.43,12.38
2021-07-01,09:35:00.000,66.59,169.28,-65.43,12.39
2021-07-01,09:40:00.000,66.59,169.29,-65.43,12.38
2021-07-01,09:45:00.000,66.60,169.39,-65.46,12.26
2021-07-01,09:50:00.000,66.59,169.28,-65.43,12.39
2021-07-01,09:55:00.000,66.59,169.29,-65.43,12.38
2021-07-01,10:00:00.000,66.59,169.38,-65.45,12.27
2021-07-01,10:05:00.000,66.59,169.29,-65.43,12.37
2021-07-01,10:10:00.000,66.59,169.29,-65.43,12.38
2021-07-01,10:15:00.000,66.59,169.39,-65.45,12.27
2021-07-01,10:20:00.000,66.59,169.30,-65.43,12.37
2021-07-01,10:25:00.000,66.59,169.32,-65.44,12.34
2021-07-01,10:30:00.000,66.59,169.33,-65.44,12.34
2021-07-01,10:35:00.000,66.60,169.43,-65.47,12.22
2021-07-01,10:40:00.000,66.59,169.37,-65.45,12.28
2021-07-01,10:45:00.000,66.59,169.40,-65.46,12.25
2021-07-01,10:50:00.000,66.59,169.34,-65.44,12.32
2021-07-01,10:55:00.000,66.59,169.31,-65.44,12.36
2021-07-01,11:00:00.000,66.59,169.38,-65.45,12.27
2021-07-01,11:05:00.000,66.59,169.31,-65.44,12.35
2021-07-01,11:10:00.000,66.59,169.29,-65.43,12.37
2021-07-01,11:15:00.000,66.59,169.33,-65.44,12.33
2021-07-01,11:20:00.000,66.59,169.42,-65.46,12.23
2021-07-01,11:25:00.000,66.59,169.42,-65.46,12.23
2021-07-01,11:30:00.000,66.59,169.31,-65.44,12.35
2021-07-01,11:35:00.000,66.59,169.30,-65.43,12.37
2021-07-01,11:40:00.000,66.59,169.38,-65.45,12.28
2021-07-01,11:45:00.000,66.60,169.31,-65.44,12.36
2021-07-01,11:50:00.000,66.59,169.31,-65.44,12.35
2021-07-01,11:55:00.000,66.59,169.29,-65.43,12.37
2021-07-01,12:00:00.000,66.59,169.37,-65.45,12.28
2021-07-01,12:05:00.000,66.59,169.29,-65.43,12.38
2021-07-01,12:10:00.000,66.59,169.28,-65.43,12.39
2021-07-01,12:15:00.000,66.59,169.30,-65.44,12.36
2021-07-01,12:20:00.000,66.59,169.31,-65.44,12.35
2021-07-01,12:25:00.000,66.59,169.37,-65.45,12.28
2021-07-01,12:30:00.000,66.59,169.23,-65.42,12.44
2021-07-01,12:35:00.000,66.59,169.05,-65.38,12.65
2021-07-01,12:40:00.000,66.59,169.10,-65.39,12.59
2021-07-01,12:45:00.000,66.59,168.76,-65.31,12.98
2021-07-01,12:50:00.000,66.59,168.77,-65.32,12.97
2021-07-01,12:55:00.000,66.59,168.93,-65.35,12.78
2021-07-01,13:00:00.000,66.59,168.87,-65.34,12.85
2021-07-01,13:05:00.000,66.59,168.91,-65.35,12.81
2021-07-01,13:10:00.000,66.59,168.93,-65.35,12.79
2021-07-01,13:15:00.000,66.59,168.82,-65.33,12.91
2021-07-01,13:20:00.000,66.59,168.88,-65.34,12.84
2021-07-01,13:25:00.000,66.59,168.96,-65.36,12.75
2021-07-01,13:30:00.000,66.59,168.83,-65.33,12.90
2021-07-01,13:35:00.000,66.59,168.82,-65.33,12.91
2021-07-01,13:40:00.000,66.59,168.87,-65.34,12.85
2021-07-01,13:45:00.000,66.59,168.76,-65.31,12.98
2021-07-01,13:50:00.000,66.59,168.77,-65.31,12.97
2021-07-01,13:55:00.000,66.59,168.77,-65.31,12.97
2021-07-01,14:00:00.000,66.59,168.83,-65.33,12.90
2021-07-01,14:05:00.000,66.59,168.92,-65.35,12.80
2021-07-01,14:10:00.000,66.59,168.84,-65.33,12.89
2021-07-01,14:15:00.000,66.59,168.96,-65.36,12.76
2021-07-01,14:20:00.000,66.59,168.91,-65.35,12.80
2021-07-01,14:25:00.000,66.59,168.88,-65.34,12.84
2021-07-01,14:30:00.000,66.59,168.81,-65.32,12.92
2021-07-01,14:35:00.000,66.59,168.91,-65.35,12.81
2021-07-01,14:40:00.000,66.59,168.84,-65.33,12.88
2021-07-01,14:45:00.000,66.59,168.89,-65.34,12.83
2021-07-01,14:50:00.000,66.59,168.81,-65.32,12.92
2021-07-01,14:55:00.000,66.59,168.91,-65.34,12.81
2021-07-01,15:00:00.000,66.59,168.90,-65.34,12.82
2021-07-01,15:05:00.000,66.59,169.02,-65.37,12.69
2021-07-01,15:10:00.000,66.59,168.94,-65.35,12.77
2021-07-01,15:15:00.000,66.59,168.93,-65.35,12.78
2021-07-01,15:20:00.000,66.59,168.95,-65.36,12.77
2021-07-01,15:25:00.000,66.59,168.95,-65.36,12.76
2021-07-01,15:30:00.000,66.59,168.82,-65.33,12.91
2021-07-01,15:35:00.000,66.59,168.81,-65.32,12.93
2021-07-01,15:40:00.000,66.59,168.82,-65.33,12.91
2021-07-01,15:45:00.000,66.59,168.79,-65.32,12.94
2021-07-01,15:50:00.000,66.59,168.90,-65.35,12.82
2021-07-01,15:55:00.000,66.59,168.80,-65.32,12.93
2021-07-01,16:00:00.000,66.59,168.82,-65.33,12.91
2021-07-01,16:05:00.000,66.59,168.93,-65.35,12.79
2021-07-01,16:10:00.000,66.59,168.81,-65.32,12.93
2021-07-01,16:15:00.000,66.59,168.82,-65.33,12.92
2021-07-01,16:20:00.000,66.59,168.81,-65.33,12.92
2021-07-01,16:25:00.000,66.59,168.86,-65.33,12.87
2021-07-01,16:30:00.000,66.59,168.87,-65.34,12.85
2021-07-01,16:35:00.000,66.59,168.84,-65.33,12.89
2021-07-01,16:40:00.000,66.59,168.83,-65.33,12.89
2021-07-01,16:45:00.000,66.59,168.83,-65.33,12.90
2021-07-01,16:50:00.000,66.59,168.87,-65.34,12.85
2021-07-01,16:55:00.000,66.59,168.82,-65.32,12.91
2021-07-01,17:00:00.000,66.59,168.91,-65.34,12.81
2021-07-01,17:05:00.000,66.59,168.98,-65.36,12.73
2021-07-01,17:10:00.000,66.59,169.02,-65.37,12.69
2021-07-01,17:15:00.000,66.59,168.99,-65.36,12.72
2021-07-01,17:20:00.000,66.59,169.04,-65.37,12.66
2021-07-01,17:25:00.000,66.59,169.07,-65.38,12.62
2021-07-01,17:30:00.000,66.59,169.06,-65.38,12.63
2021-07-01,17:35:00.000,66.59,169.11,-65.39,12.58
2021-07-01,17:40:00.000,66.59,169.12,-65.39,12.57
2021-07-01,17:45:00.000,66.59,169.14,-65.40,12.55
2021-07-01,17:50:00.000,66.59,169.22,-65.41,12.46
2021-07-01,17:55:00.000,66.59,169.21,-65.41,12.47
2021-07-01,18:00:00.000,66.59,169.14,-65.39,12.55
2021-07-01,18:05:00.000,66.59,169.10,-65.39,12.59
2021-07-01,18:10:00.000,66.59,169.19,-65.41,12.49
2021-07-01,18:15:00.000,66.59,169.23,-65.42,12.44
2021-07-01,18:20:00.000,66.59,169.13,-65.39,12.56
2021-07-01,18:25:00.000,66.59,169.12,-65.39,12.57
2021-07-01,18:30:00.000,66.59,169.13,-65.39,12.56
2021-07-01,18:35:00.000,66.59,169.11,-65.39,12.58
2021-07-01,18:40:00.000,66.58,169.19,-65.40,12.49
2021-07-01,18:45:00.000,66.59,169.13,-65.39,12.55
2021-07-01,18:50:00.000,66.59,169.15,-65.40,12.53
2021-07-01,18:55:00.000,66.59,169.16,-65.40,12.52
2021-07-01,19:00:00.000,66.59,169.14,-65.39,12.55
2021-07-01,19:05:00.000,66.59,169.18,-65.40,12.50
2021-07-01,19:10:00.000,66.59,169.29,-65.43,12.38
2021-07-01,19:15:00.000,66.58,169.20,-65.41,12.47
2021-07-01,19:20:00.000,66.59,169.20,-65.41,12.48
2021-07-01,19:25:00.000,66.59,169.22,-65.41,12.45
2021-07-01,19:30:00.000,66.58,169.33,-65.43,12.32
2021-07-01,19:35:00.000,66.59,169.22,-65.41,12.45
2021-07-01,19:40:00.000,66.59,169.36,-65.44,12.30
2021-07-01,19:45:00.000,66.59,169.25,-65.42,12.42
2021-07-01,19:50:00.000,66.59,169.34,-65.44,12.32
2021-07-01,19:55:00.000,66.59,169.20,-65.41,12.47
2021-07-01,20:00:00.000,66.59,169.20,-65.41,12.48
2021-07-01,20:05:00.000,66.59,169.20,-65.41,12.48
2021-07-01,20:10:00.000,66.59,169.20,-65.41,12.47
2021-07-01,20:15:00.000,66.59,169.20,-65.41,12.48
2021-07-01,20:20:00.000,66.59,169.20,-65.41,12.48
2021-07-01,20:25:00.000,66.59,169.21,-65.41,12.47
2021-07-01,20:30:00.000,66.59,169.21,-65.41,12.46
2021-07-01,20:35:00.000,66.59,169.30,-65.43,12.36
2021-07-01,20:40:00.000,66.59,169.21,-65.41,12.47
2021-07-01,20:45:00.000,66.59,169.20,-65.41,12.48
2021-07-01,20:50:00.000,66.59,169.24,-65.41,12.43
2021-07-01,20:55:00.000,66.59,169.20,-65.41,12.48
2021-07-01,21:00:00.000,66.59,169.38,-65.45,12.28
2021-07-01,21:05:00.000,66.58,169.35,-65.44,12.30
2021-07-01,21:10:00.000,66.59,169.38,-65.45,12.27
2021-07-01,21:15:00.000,66.59,169.26,-65.42,12.41
2021-07-01,21:20:00.000,66.59,169.27,-65.42,12.40
2021-07-01,21:25:00.000,66.59,169.25,-65.42,12.42
2021-07-01,21:30:00.000,66.59,169.23,-65.41,12.44
2021-07-01,21:35:00.000,66.59,169.20,-65.41,12.48
2021-07-01,21:40:00.000,66.59,169.23,-65.41,12.45
2021-07-01,21:45:00.000,66.59,169.33,-65.43,12.33
2021-07-01,21:50:00.000,66.58,169.25,-65.41,12.42
2021-07-01,21:55:00.000,66.59,169.25,-65.42,12.42
2021-07-01,22:00:00.000,66.58,169.37,-65.44,12.28
2021-07-01,22:05:00.000,66.59,169.38,-65.45,12.27
2021-07-01,22:10:00.000,66.59,169.28,-65.43,12.38
2021-07-01,22:15:00.000,66.58,169.26,-65.42,12.41
2021-07-01,22:20:00.000,66.58,169.29,-65.42,12.37
2021-07-01,22:25:00.000,66.58,169.38,-65.44,12.27
2021-07-01,22:30:00.000,66.59,169.31,-65.43,12.35
2021-07-01,22:35:00.000,66.58,169.39,-65.45,12.26
2021-07-01,22:40:00.000,66.59,169.44,-65.46,12.20
2021-07-01,22:45:00.000,66.59,169.29,-65.43,12.37
2021-07-01,22:50:00.000,66.59,169.33,-65.44,12.33
2021-07-01,22:55:00.000,66.58,169.30,-65.43,12.36
2021-07-01,23:00:00.000,66.59,169.29,-65.43,12.37
2021-07-01,23:05:00.000,66.59,169.28,-65.43,12.38
2021-07-01,23:10:00.000,66.59,169.31,-65.43,12.35
2021-07-01,23:15:00.000,66.59,169.28,-65.42,12.38
2021-07-01,23:20:00.000,66.59,169.31,-65.43,12.36
2021-07-01,23:25:00.000,66.58,169.33,-65.43,12.32
2021-07-01,23:30:00.000,66.59,169.34,-65.44,12.31
2021-07-01,23:35:00.000,66.59,169.31,-65.43,12.35
2021-07-01,23:40:00.000,66.59,169.38,-65.44,12.27
2021-07-01,23:45:00.000,66.59,169.42,-65.45,12.23
2021-07-01,23:50:00.000,66.59,169.36,-65.44,12.30
2021-07-01,23:55:00.000,66.59,169.37,-65.44,12.29
2021-07-02,00:00:00.000,66.59,169.34,-65.44,12.31
2021-07-02,00:05:00.000,66.59,169.30,-65.43,12.37
2021-07-02,00:10:00.000,66.58,169.30,-65.43,12.36
2021-07-02,00:15:00.000,66.59,169.33,-65.43,12.33
2021-07-02,00:20:00.000,66.59,169.31,-65.43,12.36
2021-07-02,00:25:00.000,66.59,169.32,-65.43,12.34
2021-07-02,00:30:00.000,66.59,169.38,-65.45,12.27
2021-07-02,00:35:00.000,66.58,169.30,-65.43,12.36
2021-07-02,00:40:00.000,66.59,169.33,-65.44,12.33
2021-07-02,00:45:00.000,66.59,169.44,-65.46,12.20
2021-07-02,00:50:00.000,66.59,169.35,-65.44,12.31
2021-07-02,00:55:00.000,66.59,169.41,-65.45,12.23
2021-07-02,01:00:00.000,66.58,169.33,-65.43,12.32
2021-07-02,01:05:00.000,66.59,169.42,-65.45,12.23
2021-07-02,01:10:00.000,66.59,169.34,-65.44,12.32
2021-07-02,01:15:00.000,66.59,169.32,-65.43,12.34
2021-07-02,01:20:00.000,66.59,169.32,-65.43,12.35
2021-07-02,01:25:00.000,66.59,169.41,-65.45,12.24
2021-07-02,01:30:00.000,66.59,169.41,-65.45,12.23
2021-07-02,01:35:00.000,66.59,169.41,-65.45,12.24
2021-07-02,01:40:00.000,66.58,169.40,-65.45,12.25
2021-07-02,01:45:00.000,66.59,169.33,-65.43,12.33
2021-07-02,01:50:00.000,66.59,169.29,-65.43,12.38
2021-07-02,01:55:00.000,66.58,169.28,-65.42,12.39
2021-07-02,02:00:00.000,66.58,169.28,-65.42,12.38
2021-07-02,02:05:00.000,66.59,169.38,-65.45,12.27
2021-07-02,02:10:00.000,66.58,169.40,-65.45,12.25
2021-07-02,02:15:00.000,66.58,169.29,-65.42,12.38
2021-07-02,02:20:00.000,66.59,169.38,-65.45,12.27
2021-07-02,02:25:00.000,66.59,169.36,-65.44,12.30
2021-07-02,02:30:00.000,66.58,169.26,-65.42,12.41
2021-07-02,02:35:00.000,66.59,169.25,-65.42,12.42
2021-07-02,02:40:00.000,66.58,169.25,-65.42,12.42
2021-07-02,02:45:00.000,66.58,169.37,-65.44,12.28
2021-07-02,02:50:00.000,66.59,169.38,-65.45,12.27
2021-07-02,02:55:00.000,66.58,169.22,-65.41,12.45
2021-07-02,03:00:00.000,66.59,169.20,-65.41,12.48
2021-07-02,03:05:00.000,66.59,169.19,-65.40,12.49
2021-07-02,03:10:00.000,66.59,169.22,-65.41,12.46
2021-07-02,03:15:00.000,66.59,169.21,-65.41,12.47
2021-07-02,03:20:00.000,66.58,169.20,-65.40,12.48
2021-07-02,03:25:00.000,66.59,169.19,-65.41,12.49
2021-07-02,03:30:00.000,66.58,169.22,-65.41,12.45
2021-07-02,03:35:00.000,66.58,169.33,-65.43,12.33
2021-07-02,03:40:00.000,66.58,169.33,-65.43,12.33
2021-07-02,03:45:00.000,66.58,169.23,-65.41,12.44
2021-07-02,03:50:00.000,66.59,169.33,-65.43,12.33
2021-07-02,03:55:00.000,66.58,169.23,-65.41,12.44
2021-07-02,04:00:00.000,66.58,169.24,-65.41,12.43
2021-07-02,04:05:00.000,66.58,169.34,-65.43,12.32
2021-07-02,04:10:00.000,66.58,169.24,-65.41,12.43
2021-07-02,04:15:00.000,66.59,169.34,-65.44,12.32
2021-07-02,04:20:00.000,66.59,169.24,-65.41,12.43
2021-07-02,04:25:00.000,66.59,169.23,-65.41,12.44
2021-07-02,04:30:00.000,66.59,169.34,-65.44,12.32
2021-07-02,04:35:00.000,66.59,169.27,-65.42,12.39
2021-07-02,04:40:00.000,66.59,169.27,-65.42,12.39
2021-07-02,04:45:00.000,66.59,169.33,-65.43,12.33
2021-07-02,04:50:00.000,66.59,169.23,-65.41,12.45
2021-07-02,04:55:00.000,66.59,169.34,-65.44,12.31
2021-07-02,05:00:00.000,66.59,169.24,-65.42,12.43
2021-07-02,05:05:00.000,66.59,169.25,-65.42,12.42
2021-07-02,05:10:00.000,66.59,169.25,-65.42,12.42
2021-07-02,05:15:00.000,66.59,169.35,-65.44,12.31
2021-07-02,05:20:00.000,66.59,169.27,-65.42,12.39
2021-07-02,05:25:00.000,66.59,169.24,-65.41,12.44
2021-07-02,05:30:00.000,66.58,169.27,-65.42,12.40
2021-07-02,05:35:00.000,66.58,169.28,-65.42,12.39
2021-07-02,05:40:00.000,66.58,169.36,-65.44,12.30
2021-07-02,05:45:00.000,66.58,169.30,-65.43,12.36
2021-07-02,05:50:00.000,66.58,169.27,-65.42,12.40
2021-07-02,05:55:00.000,66.59,169.37,-65.44,12.28
2021-07-02,06:00:00.000,66.59,169.27,-65.42,12.40
2021-07-02,06:05:00.000,66.58,169.29,-65.42,12.37
2021-07-02,06:10:00.000,66.59,169.29,-65.43,12.37
2021-07-02,06:15:00.000,66.59,169.31,-65.43,12.35
2021-07-02,06:20:00.000,66.58,169.40,-65.45,12.25
2021-07-02,06:25:00.000,66.59,169.32,-65.43,12.34
2021-07-02,06:30:00.000,66.59,169.39,-65.45,12.26
2021-07-02,06:35:00.000,66.59,169.33,-65.44,12.33
2021-07-02,06:40:00.000,66.59,169.42,-65.46,12.23
2021-07-02,06:45:00.000,66.59,169.32,-65.43,12.34
2021-07-02,06:50:00.000,66.59,169.34,-65.44,12.31
2021-07-02,06:55:00.000,66.59,169.33,-65.44,12.33
2021-07-02,07:00:00.000,66.59,169.42,-65.46,12.22
2021-07-02,07:05:00.000,66.59,169.30,-65.43,12.37
2021-07-02,07:10:00.000,66.59,169.30,-65.43,12.36
2021-07-02,07:15:00.000,66.58,169.35,-65.44,12.30
2021-07-02,07:20:00.000,66.58,169.31,-65.43,12.35
2021-07-02,07:25:00.000,66.59,169.31,-65.43,12.35
2021-07-02,07:30:00.000,66.59,169.41,-65.45,12.24
2021-07-02,07:35:00.000,66.59,169.38,-65.44,12.27
2021-07-02,07:40:00.000,66.59,169.30,-65.43,12.36
2021-07-02,07:45:00.000,66.59,169.29,-65.43,12.38
2021-07-02,07:50:00.000,66.59,169.32,-65.43,12.34
2021-07-02,07:55:00.000,66.58,169.28,-65.42,12.38
2021-07-02,08:00:00.000,66.58,169.29,-65.42,12.37
2021-07-02,08:05:00.000,66.58,169.33,-65.43,12.33
2021-07-02,08:10:00.000,66.58,169.35,-65.44,12.31
2021-07-02,08:15:00.000,66.58,169.31,-65.43,12.36
2021-07-02,08:20:00.000,66.58,169.32,-65.43,12.34
2021-07-02,08:25:00.000,66.59,169.35,-65.44,12.30
2021-07-02,08:30:00.000,66.58,169.33,-65.43,12.33
2021-07-02,08:35:00.000,66.59,169.42,-65.45,12.22
2021-07-02,08:40:00.000,66.59,169.31,-65.43,12.35
2021-07-02,08:45:00.000,66.59,169.40,-65.45,12.25
2021-07-02,08:50:00.000,66.58,169.31,-65.43,12.35
2021-07-02,08:55:00.000,66.59,169.31,-65.43,12.35
2021-07-02,09:00:00.000,66.58,169.40,-65.45,12.25
2021-07-02,09:05:00.000,66.58,169.29,-65.42,12.38
2021-07-02,09:10:00.000,66.58,169.37,-65.44,12.29
2021-07-02,09:15:00.000,66.58,169.38,-65.44,12.27
2021-07-02,09:20:00.000,66.59,169.28,-65.42,12.39
2021-07-02,09:25:00.000,66.59,169.29,-65.43,12.37
2021-07-02,09:30:00.000,66.59,169.30,-65.43,12.36
2021-07-02,09:35:00.000,66.58,169.29,-65.43,12.37
2021-07-02,09:40:00.000,66.59,169.38,-65.45,12.27
2021-07-02,09:45:00.000,66.59,169.35,-65.44,12.30
2021-07-02,09:50:00.000,66.59,169.37,-65.44,12.29
2021-07-02,09:55:00.000,66.59,169.38,-65.45,12.27
2021-07-02,10:00:00.000,66.58,169.31,-65.43,12.35
2021-07-02,10:05:00.000,66.58,169.29,-65.42,12.38
2021-07-02,10:10:00.000,66.58,169.25,-65.41,12.42
2021-07-02,10:15:00.000,66.58,169.27,-65.42,12.39
2021-07-02,10:20:00.000,66.58,169.29,-65.42,12.38
2021-07-02,10:25:00.000,66.58,169.30,-65.43,12.36
2021-07-02,10:30:00.000,66.59,169.32,-65.43,12.34
2021-07-02,10:35:00.000,66.58,169.35,-65.44,12.30
2021-07-02,10:40:00.000,66.59,169.37,-65.44,12.28
2021-07-02,10:45:00.000,66.58,169.33,-65.43,12.33
2021-07-02,10:50:00.000,66.58,169.21,-65.41,12.46
2021-07-02,10:55:00.000,66.58,169.20,-65.40,12.47
2021-07-02,11:00:00.000,66.58,169.27,-65.42,12.40
2021-07-02,11:05:00.000,66.58,169.34,-65.43,12.32
2021-07-02,11:10:00.000,66.58,169.21,-65.41,12.46
2021-07-02,11:15:00.000,67.02,172.94,-66.51,8.24
2021-07-02,11:20:00.000,67.02,172.97,-66.52,8.20
2021-07-02,11:25:00.000,67.02,172.98,-66.52,8.19
2021-07-02,11:30:00.000,67.02,172.96,-66.52,8.22
2021-07-02,11:35:00.000,67.02,172.96,-66.52,8.21
2021-07-02,11:40:00.000,67.02,172.96,-66.52,8.22
2021-07-02,11:45:00.000,67.03,172.99,-66.52,8.18
2021-07-02,11:50:00.000,67.03,172.95,-66.52,8.22
2021-07-02,11:55:00.000,67.03,172.93,-66.52,8.25
2021-07-02,12:00:00.000,67.02,172.98,-66.52,8.19
2021-07-02,12:05:00.000,67.03,172.97,-66.52,8.21
2021-07-02,12:10:00.000,67.03,172.96,-66.52,8.22
2021-07-02,12:15:00.000,67.02,172.90,-66.51,8.28
2021-07-02,12:20:00.000,67.03,172.78,-66.50,8.42
2021-07-02,12:25:00.000,67.03,172.75,-66.49,8.46
2021-07-02,12:30:00.000,67.03,172.82,-66.50,8.38
2021-07-02,12:35:00.000,67.03,172.78,-66.49,8.42
2021-07-02,12:40:00.000,67.03,172.79,-66.50,8.42
2021-07-02,12:45:00.000,67.03,172.75,-66.49,8.46
2021-07-02,12:50:00.000,67.03,172.82,-66.50,8.37
2021-07-02,12:55:00.000,67.03,172.73,-66.49,8.48
2021-07-02,13:00:00.000,67.03,172.78,-66.50,8.43
2021-07-02,13:05:00.000,67.03,172.81,-66.50,8.39
2021-07-02,13:10:00.000,67.03,172.78,-66.50,8.43
2021-07-02,13:15:00.000,67.03,172.83,-66.50,8.36
2021-07-02,13:20:00.000,67.03,172.74,-66.49,8.47
2021-07-02,13:25:00.000,67.03,172.76,-66.50,8.45
2021-07-02,13:30:00.000,67.03,172.78,-66.50,8.42
2021-07-02,13:35:00.000,67.03,172.80,-66.50,8.40
