"UTCDateTime","Temperature"
2021-06-30 04:54:59,28.0111
2021-06-30 04:59:59,28.0172
2021-06-30 05:04:59,28.0262
2021-06-30 05:09:59,28.0377
2021-06-30 05:14:59,28.0453
2021-06-30 05:19:59,28.0496
2021-06-30 05:24:59,28.0542
2021-06-30 05:29:59,28.0598
2021-06-30 05:34:59,28.0662
2021-06-30 05:39:59,28.0677
2021-06-30 05:44:59,28.0729
2021-06-30 05:49:59,28.0752
2021-06-30 05:54:59,28.0766
2021-06-30 05:59:59,28.0787
2021-06-30 06:04:59,28.0778
2021-06-30 06:09:59,28.0782
2021-06-30 06:14:59,28.0795
2021-06-30 06:19:59,28.0781
2021-06-30 06:24:59,28.0737
2021-06-30 06:29:59,28.072
2021-06-30 06:34:59,28.0701
2021-06-30 06:39:59,28.0686
2021-06-30 06:44:59,28.0711
2021-06-30 06:49:59,28.0746
2021-06-30 06:54:59,28.0703
2021-06-30 06:59:59,28.0689
2021-06-30 07:04:59,28.0616
2021-06-30 07:09:59,28.0612
2021-06-30 07:14:59,28.0604
2021-06-30 07:19:59,28.0629
2021-06-30 07:24:59,28.0659
2021-06-30 07:29:59,28.0622
2021-06-30 07:34:59,28.0606
2021-06-30 07:39:59,28.0599
2021-06-30 07:44:59,28.0622
2021-06-30 07:49:59,28.0561
2021-06-30 07:54:59,28.0571
2021-06-30 07:59:59,28.0569
2021-06-30 08:04:59,28.0576
2021-06-30 08:09:59,28.0566
2021-06-30 08:14:59,28.0609
2021-06-30 08:19:59,28.0586
2021-06-30 08:24:59,28.0601
2021-06-30 08:29:59,28.061
2021-06-30 08:34:59,28.0619
2021-06-30 08:39:59,28.0596
2021-06-30 08:44:59,28.0608
2021-06-30 08:49:59,28.0626
2021-06-30 08:54:59,28.0661
2021-06-30 08:59:59,28.0775
2021-06-30 09:04:59,28.1064
2021-06-30 09:09:59,28.1302
2021-06-30 09:14:59,28.1481
2021-06-30 09:19:59,28.1533
2021-06-30 09:24:59,28.1641
2021-06-30 09:29:59,28.1713
2021-06-30 09:34:59,28.1767
2021-06-30 09:39:59,28.182
2021-06-30 09:44:59,28.1832
2021-06-30 09:49:59,28.1868
2021-06-30 09:54:59,28.1872
2021-06-30 09:59:59,28.1881
2021-06-30 10:04:59,28.1875
2021-06-30 10:09:59,28.1879
2021-06-30 10:14:59,28.1878
2021-06-30 10:19:59,28.1821
2021-06-30 10:24:59,28.1786
2021-06-30 10:29:59,28.1721
2021-06-30 10:34:59,28.1682
2021-06-30 10:39:59,28.1615
2021-06-30 10:44:59,28.1449
2021-06-30 10:49:59,28.1379
2021-06-30 10:54:59,28.1337
2021-06-30 10:59:59,28.1319
2021-06-30 11:04:59,28.1331
2021-06-30 11:09:59,28.1332
2021-06-30 11:14:59,28.136
2021-06-30 11:19:59,28.1391
2021-06-30 11:24:59,28.141
2021-06-30 11:29:59,28.1421
2021-06-30 11:34:59,28.1415
2021-06-30 11:39:59,28.1429
2021-06-30 11:44:59,28.1427
2021-06-30 11:49:59,28.1444
2021-06-30 11:54:59,28.1463
2021-06-30 11:59:59,28.1453
2021-06-30 12:04:59,28.1429
